from	to
2B28	HGNC:18402
2B4	HGNC:18171
2C18	HGNC:28808
2C4D	HGNC:17261
2E4	HGNC:6404
2F1	HGNC:10991
2F1	HGNC:6380
2G7	HGNC:49469
2H9	HGNC:5043
2HOR0202	HGNC:10530
2OST	HGNC:17223
2P1	HGNC:29918
2PP2A	HGNC:10760
3'HEXO	HGNC:23994
3'OY11.1	HGNC:18597
3'aHIF-1A	HGNC:43015
3-10C	HGNC:6025
3-HAO	HGNC:4796
3-OST-5	HGNC:19419
3-PAP	HGNC:18191
3-alpha-HSD	HGNC:387
30K	HGNC:1481
30ST3A1	HGNC:5196
30ST3B1	HGNC:5198
323/A3	HGNC:11529
354J5	HGNC:13052
3635	HGNC:25386
37LRP	HGNC:6502
384D8-2	HGNC:25071
39K2	HGNC:11371
3D3	HGNC:29608
3G2	HGNC:9903
3H11Ag	HGNC:29021
3M3	HGNC:25367
3OST1	HGNC:5194
3OST2	HGNC:5195
3OST3A1	HGNC:5196
3OST3B1	HGNC:5198
3OST4	HGNC:5200
3PAP	HGNC:18191
3PK	HGNC:6888
3alpha-HSD	HGNC:16888
3pK	HGNC:6888
4-1BB	HGNC:11924
4-1BB-L	HGNC:11939
4-1BBL	HGNC:11939
4-HPPD	HGNC:5147
4-HPPD-L	HGNC:28242
4.1-G	HGNC:3379
4.1B	HGNC:3380
4.1G	HGNC:3379
4.1N	HGNC:3378
4.1R	HGNC:3377
42A	HGNC:10494
42C	HGNC:10487
47.11	HGNC:6329
4832404P21Rik	HGNC:23528
4833431A01Rik	HGNC:20856
4930513O09RIK	HGNC:31749
4933409D10Rik	HGNC:23245
4E-BP1	HGNC:3288
4E-BP3	HGNC:3290
4E-T	HGNC:16687
4EHP	HGNC:3293
4F-se9[6:7:8]	HGNC:25270
4F2	HGNC:11026
4F2HC	HGNC:11026
4F5	HGNC:10755
4F5REL	HGNC:10757
4HPPD	HGNC:5147
4P11	HGNC:2420
4T2HC	HGNC:11026
5'OY11.1	HGNC:23022
5'aHIF-1A	HGNC:43014
5-HT(2B)	HGNC:5294
5-HT1A	HGNC:5286
5-HT1B	HGNC:5287
5-HT1D	HGNC:5289
5-HT1DB	HGNC:5287
5-HT1E	HGNC:5291
5-HT1F	HGNC:5292
5-HT2A	HGNC:5293
5-HT2B	HGNC:5294
5-HT2C	HGNC:5295
5-HT3A	HGNC:5297
5-HT3B	HGNC:5298
5-HT3C2	HGNC:53986
5-HT3R	HGNC:5297
5-HT4	HGNC:5299
5-HT5A	HGNC:5300
5-HT5B	HGNC:16291
5-HT6	HGNC:5301
5-HT6R	HGNC:5301
5-HT7	HGNC:5302
5-HTT	HGNC:11050
5-LOX	HGNC:435
5-Opase	HGNC:8149
51A	HGNC:55594
52	HGNC:32567
53BP1	HGNC:11999
53BP2	HGNC:12000
54TM	HGNC:16688
59-DAP	HGNC:11168
59K	HGNC:8767
5HTR2C	HGNC:5295
5MP1	HGNC:18808
5MP2	HGNC:18380
5PTASE	HGNC:6076
5T4	HGNC:12004
5T4-AG	HGNC:12004
6-16	HGNC:4054
6.3	HGNC:9101
6.8PL	HGNC:1188
60B8AG	HGNC:10498
60B8AG	HGNC:10499
60H	HGNC:4991
64kD	HGNC:6647
6530404F10Rik	HGNC:26446
6530406P05Rik	HGNC:21462
6A3-5	HGNC:18040
6C6-Ag	HGNC:16695
6Ckine	HGNC:10620
6H9A	HGNC:21692
6PGL	HGNC:8903
7-60	HGNC:15768
71-7A	HGNC:2567
71-7A2	HGNC:2589
71-7A3	HGNC:1332
71-7A5	HGNC:1332
721P	HGNC:18783
753P9	HGNC:15975
76P	HGNC:16691
7A5	HGNC:30215
7B2	HGNC:10816
7B4	HGNC:1764
7L1a	HGNC:10038
7L23	HGNC:10042
7L28	HGNC:10039
7L30.1	HGNC:23134
7L30.2	HGNC:23135
7L63	HGNC:10043
7L7	HGNC:10041
7LEM1	HGNC:10040
7SK	HGNC:10037
7SL	HGNC:10038
7SL1c	HGNC:23134
7h3	HGNC:25824
80K-H	HGNC:9411
80K-L	HGNC:6759
82-FIP	HGNC:17634
821D11.7	HGNC:53953
87U6	HGNC:10230
87U6	HGNC:4387
8B	HGNC:17089
8D6	HGNC:16692
8D6A	HGNC:16692
8HS20	HGNC:12710
9-27	HGNC:5412
90K	HGNC:6564
9230106L18Rik	HGNC:17559
9630046K23Rik	HGNC:22954
9F	HGNC:18786
9G8	HGNC:16939
9G8	HGNC:10789
A-152E5.1	HGNC:10621
A-2	HGNC:16693
A-761H5.2	HGNC:34406
A-923A4.1	HGNC:32017
A-C1	HGNC:14922
A-FABP	HGNC:3559
A-LAP	HGNC:18173
A-ROD	HGNC:50913
A-Raf	HGNC:646
A-SCID	HGNC:10578
A-SCID	HGNC:17642
A-myb	HGNC:7547
A1	HGNC:9970
A1	HGNC:9969
A1	HGNC:9972
A1-5	HGNC:12991
A10	HGNC:5837
A11-500	HGNC:12878
A12.2	HGNC:13182
A121	HGNC:3249
A12M1	HGNC:1
A12M2	HGNC:2
A12M3	HGNC:3
A12M4	HGNC:4
A14GALT	HGNC:18149
A15	HGNC:11854
A170	HGNC:8505
A170	HGNC:11280
A1A	HGNC:8941
A1AG1	HGNC:8498
A1AT	HGNC:8941
A1B	HGNC:11168
A1BG	HGNC:5
A1BG-AS	HGNC:37133
A1BG-AS1	HGNC:37133
A1BGAS	HGNC:37133
A1CF	HGNC:24086
A1S9T	HGNC:6
A1S9T	HGNC:12469
A1U	HGNC:1237
A2	HGNC:10805
A2	HGNC:18054
A2	HGNC:1260
A20	HGNC:5735
A20	HGNC:11896
A211C6.1	HGNC:25074
A214N16.3	HGNC:25209
A214N16.3	HGNC:29019
A26	HGNC:5836
A26A1	HGNC:33893
A26B1	HGNC:33734
A26B2	HGNC:33894
A26B3	HGNC:23822
A26C1	HGNC:33895
A26C1A	HGNC:33895
A26C1B	HGNC:33905
A26C2	HGNC:33896
A26C3	HGNC:133
A28-RGS14	HGNC:9997
A2AP	HGNC:9075
A2BP1	HGNC:18222
A2D	HGNC:31326
A2HS	HGNC:349
A2LD1	HGNC:25100
A2M	HGNC:7
A2M-AS1	HGNC:27057
A2ML1	HGNC:23336
A2ML1-AS1	HGNC:41022
A2ML1-AS2	HGNC:41523
A2MP	HGNC:8
A2MP1	HGNC:8
A2MR	HGNC:9
A2MR	HGNC:6692
A2MRAP	HGNC:6701
A2MRAP	HGNC:10
A2lp	HGNC:31326
A30	HGNC:5733
A33	HGNC:4445
A34.5	HGNC:24219
A3AR	HGNC:268
A3GALNT	HGNC:20460
A3GALNT	HGNC:79
A3GALT1	HGNC:79
A3GALT2	HGNC:30005
A3GALT2P	HGNC:30005
A3a	HGNC:2666
A3b	HGNC:10806
A4	HGNC:9087
A4	HGNC:10809
A4-LSB	HGNC:9087
A43	HGNC:18027
A4GALT	HGNC:18149
A4GNT	HGNC:17968
A6	HGNC:9620
A6L	HGNC:7415
A6RP	HGNC:9621
A6ps1	HGNC:21736
A6ps2	HGNC:21737
A6r	HGNC:9621
A8-51	HGNC:13089
AA	HGNC:11
AA	HGNC:11714
AAA1	HGNC:22128
AAAS	HGNC:13666
AAAT	HGNC:10943
AABT	HGNC:12
AAC-11	HGNC:594
AAC1	HGNC:7645
AAC1	HGNC:13
AAC1	HGNC:10990
AAC11	HGNC:594
AAC2	HGNC:7646
AAC2	HGNC:14
AACP	HGNC:15
AACS	HGNC:21298
AACSL	HGNC:18226
AACSP1	HGNC:18226
AACT	HGNC:13792
AACT	HGNC:16
AADAC	HGNC:17
AADACL1	HGNC:29260
AADACL2	HGNC:24427
AADACL2-AS1	HGNC:50301
AADACL3	HGNC:32037
AADACL4	HGNC:32038
AADACP1	HGNC:50305
AADAT	HGNC:17929
AADC	HGNC:2719
AAED1	HGNC:16881
AAF132	HGNC:26169
AAG3	HGNC:10789
AAGAB	HGNC:25662
AAIR8193	HGNC:24009
AAK1	HGNC:19679
AAKG	HGNC:9386
AAKG2	HGNC:9386
AAMDC	HGNC:30205
AAMP	HGNC:18
AANAT	HGNC:19
AAOPD	HGNC:17833
AAP	HGNC:9075
AAP1	HGNC:10480
AAR2	HGNC:15886
AARD	HGNC:33842
AARS	HGNC:20
AARS1	HGNC:20
AARS1P1	HGNC:49894
AARS2	HGNC:21022
AARSD1	HGNC:28417
AARSD1P1	HGNC:54994
AARSL	HGNC:21022
AARSP1	HGNC:49894
AASD-PPT	HGNC:14235
AASDH	HGNC:23993
AASDHPPT	HGNC:14235
AASS	HGNC:17366
AAT	HGNC:8941
AAT-1	HGNC:24010
AAT1	HGNC:24010
AAT1alpha	HGNC:24010
AATBC	HGNC:51526
AATF	HGNC:19235
AATK	HGNC:21
AATK-AS1	HGNC:40053
AATYK	HGNC:21
AATYK1	HGNC:21
AATYK2	HGNC:17880
AATYK3	HGNC:19295
AAV	HGNC:22
AAVR	HGNC:30071
AAVS1	HGNC:22
AAVS1	HGNC:14947
AB-DIP	HGNC:24713
AB014085.4	HGNC:31336
AB023048.2	HGNC:31335
AB023051.1	HGNC:31334
AB023060.6	HGNC:31340
AB073614	HGNC:2295
ABAD	HGNC:4800
ABALON	HGNC:49667
ABAT	HGNC:23
ABBA	HGNC:25094
ABBA-1	HGNC:25094
ABBP1	HGNC:5034
ABC-C	HGNC:33
ABC1	HGNC:24
ABC1	HGNC:29
ABC1	HGNC:24076
ABC16	HGNC:42
ABC2	HGNC:25
ABC2	HGNC:32
ABC20	HGNC:40
ABC28	HGNC:71
ABC3	HGNC:26
ABC3	HGNC:33
ABC35	HGNC:1884
ABC36	HGNC:59
ABC50	HGNC:27
ABC50	HGNC:70
ABC7	HGNC:28
ABC7	HGNC:48
ABC8	HGNC:73
ABCA1	HGNC:29
ABCA10	HGNC:30
ABCA11	HGNC:31
ABCA11P	HGNC:31
ABCA12	HGNC:14637
ABCA13	HGNC:14638
ABCA15P	HGNC:34405
ABCA17P	HGNC:32972
ABCA2	HGNC:32
ABCA3	HGNC:33
ABCA3P1	HGNC:55707
ABCA4	HGNC:34
ABCA5	HGNC:35
ABCA6	HGNC:36
ABCA7	HGNC:37
ABCA8	HGNC:38
ABCA9	HGNC:39
ABCA9-AS1	HGNC:39983
ABCB1	HGNC:40
ABCB10	HGNC:41
ABCB10P	HGNC:14114
ABCB10P1	HGNC:14114
ABCB10P2	HGNC:14114
ABCB10P2	HGNC:31128
ABCB10P3	HGNC:31129
ABCB10P4	HGNC:31130
ABCB11	HGNC:42
ABCB2	HGNC:43
ABCB2	HGNC:11563
ABCB3	HGNC:11564
ABCB3	HGNC:44
ABCB4	HGNC:45
ABCB5	HGNC:46
ABCB5alpha	HGNC:46
ABCB5beta	HGNC:46
ABCB6	HGNC:47
ABCB7	HGNC:48
ABCB8	HGNC:49
ABCB9	HGNC:50
ABCC1	HGNC:51
ABCC10	HGNC:52
ABCC11	HGNC:14639
ABCC12	HGNC:14640
ABCC13	HGNC:16022
ABCC13P	HGNC:16022
ABCC2	HGNC:53
ABCC3	HGNC:54
ABCC4	HGNC:55
ABCC5	HGNC:56
ABCC5-AS1	HGNC:40055
ABCC6	HGNC:57
ABCC6P1	HGNC:33352
ABCC6P2	HGNC:33353
ABCC7	HGNC:58
ABCC7	HGNC:1884
ABCC8	HGNC:59
ABCC9	HGNC:60
ABCD-1	HGNC:10621
ABCD-2	HGNC:10615
ABCD-3	HGNC:10647
ABCD1	HGNC:61
ABCD1P1	HGNC:62
ABCD1P2	HGNC:63
ABCD1P3	HGNC:64
ABCD1P4	HGNC:65
ABCD1P5	HGNC:42662
ABCD2	HGNC:66
ABCD3	HGNC:67
ABCD4	HGNC:68
ABCE1	HGNC:69
ABCF1	HGNC:70
ABCF1-DT	HGNC:53628
ABCF2	HGNC:71
ABCF2-H2BE1	HGNC:54751
ABCF2-H2BK1	HGNC:54751
ABCF2P1	HGNC:48841
ABCF2P2	HGNC:48842
ABCF3	HGNC:72
ABCG1	HGNC:73
ABCG2	HGNC:74
ABCG4	HGNC:13884
ABCG5	HGNC:13886
ABCG8	HGNC:13887
ABCP	HGNC:74
ABCR	HGNC:75
ABCR	HGNC:34
ABCX	HGNC:37
ABDH19	HGNC:30178
ABF-1	HGNC:7321
ABH	HGNC:17911
ABH2	HGNC:32487
ABHD1	HGNC:17553
ABHD10	HGNC:25656
ABHD11	HGNC:16407
ABHD11-AS1	HGNC:18289
ABHD11-AS2	HGNC:40012
ABHD12	HGNC:15868
ABHD12A	HGNC:15868
ABHD12B	HGNC:19837
ABHD13	HGNC:20293
ABHD14A	HGNC:24538
ABHD14A-ACY1	HGNC:38856
ABHD14B	HGNC:28235
ABHD15	HGNC:26971
ABHD15-AS1	HGNC:49685
ABHD16A	HGNC:13921
ABHD16B	HGNC:16128
ABHD17A	HGNC:28756
ABHD17AP1	HGNC:28394
ABHD17AP2	HGNC:33538
ABHD17AP2	HGNC:28394
ABHD17AP3	HGNC:34041
ABHD17AP4	HGNC:34042
ABHD17AP5	HGNC:34043
ABHD17AP6	HGNC:34044
ABHD17AP7	HGNC:38508
ABHD17AP8	HGNC:38509
ABHD17AP9	HGNC:38510
ABHD17B	HGNC:24278
ABHD17C	HGNC:26925
ABHD18	HGNC:26111
ABHD2	HGNC:18717
ABHD20	HGNC:3402
ABHD21	HGNC:20373
ABHD3	HGNC:18718
ABHD4	HGNC:20154
ABHD5	HGNC:21396
ABHD6	HGNC:21398
ABHD7	HGNC:23758
ABHD8	HGNC:23759
ABHD9	HGNC:23760
ABI-1	HGNC:11320
ABI-2	HGNC:24011
ABI1	HGNC:11320
ABI1P	HGNC:20035
ABI1P1	HGNC:20035
ABI2	HGNC:24011
ABI2B	HGNC:24011
ABI3	HGNC:29859
ABI3BP	HGNC:17265
ABIN-1	HGNC:16903
ABIN-2	HGNC:19118
ABIN-3	HGNC:19315
ABITRAM	HGNC:1364
ABITRAMP1	HGNC:39851
ABL	HGNC:76
ABL	HGNC:7467
ABL	HGNC:56039
ABL1	HGNC:76
ABL2	HGNC:77
ABLIM	HGNC:78
ABLIM1	HGNC:78
ABLIM2	HGNC:19195
ABLIM3	HGNC:29132
ABLL	HGNC:77
ABO	HGNC:79
ABP	HGNC:80
ABP	HGNC:10839
ABP-278	HGNC:3755
ABP-280	HGNC:3754
ABP-280	HGNC:3756
ABP1	HGNC:2696
ABP1	HGNC:80
ABP125	HGNC:17052
ABP130	HGNC:17052
ABP620	HGNC:13664
ABPL	HGNC:3756
ABR	HGNC:81
ABR-AS1	HGNC:55674
ABRA	HGNC:30655
ABRA1	HGNC:25829
ABRACL	HGNC:21230
ABRAXAS	HGNC:25829
ABRAXAS1	HGNC:25829
ABRAXAS1P1	HGNC:56461
ABRAXAS1P2	HGNC:56462
ABRAXAS2	HGNC:28975
ABRO1	HGNC:28975
ABS	HGNC:18674
ABT1	HGNC:17369
ABT1P1	HGNC:39557
ABTB1	HGNC:18275
ABTB2	HGNC:23842
ABTB2A	HGNC:23842
ABTB2B	HGNC:23844
ABTB3	HGNC:23844
AC	HGNC:735
AC002310.12	HGNC:55668
AC002384.1	HGNC:53749
AC004542.C22.1	HGNC:23573
AC004704.1	HGNC:55960
AC004784.1	HGNC:56358
AC004812.2	HGNC:56348
AC004854.4	HGNC:52775
AC004997.C22.2	HGNC:23609
AC005154.1	HGNC:48951
AC005154.6	HGNC:48951
AC005253.1	HGNC:56662
AC005392.2	HGNC:56665
AC005592.2	HGNC:53465
AC005682.5	HGNC:53131
AC005884.1	HGNC:56376
AC006160.1	HGNC:55567
AC006262.5	HGNC:52559
AC006369.1	HGNC:56370
AC007032.1	HGNC:56696
AC007092.1	HGNC:49267
AC007182.6	HGNC:55854
AC007255.8	HGNC:55866
AC007271.3	HGNC:53898
AC007365.1	HGNC:27942
AC007383.2	HGNC:55803
AC007386.2	HGNC:53134
AC007389.3	HGNC:56283
AC007403.1	HGNC:52259
AC007613.1	HGNC:56375
AC007731.1	HGNC:52423
AC008079.1	HGNC:53910
AC008392.1	HGNC:53930
AC008392.1	HGNC:51408
AC008560.1	HGNC:53826
AC008750.1	HGNC:40718
AC008957.1	HGNC:56374
AC009133.12	HGNC:56029
AC009227.1	HGNC:56700
AC009237.14	HGNC:56335
AC009292.1	HGNC:56365
AC009892.10	HGNC:53114
AC010331.1	HGNC:56742
AC010789.1	HGNC:56262
AC010904.2	HGNC:56015
AC010999.2	HGNC:56373
AC011472.4	HGNC:56684
AC011511.2	HGNC:56357
AC011511.5	HGNC:55990
AC012044.5	HGNC:23587
AC012213.3	HGNC:55908
AC012360.1	HGNC:56908
AC012568.1	HGNC:56692
AC015660.1	HGNC:56670
AC016735.2	HGNC:52624
AC016735.2	HGNC:53861
AC016745.3	HGNC:56006
AC016747.2	HGNC:56377
AC016831.7	HGNC:43566
AC016876.1	HGNC:40379
AC017074.1	HGNC:55940
AC018445.6	HGNC:56823
AC021321.1	HGNC:55237
AC022026.3	HGNC:31458
AC022211.2	HGNC:55335
AC022389.4	HGNC:23443
AC022394.1	HGNC:31662
AC02278.4	HGNC:56150
AC022915.1	HGNC:56349
AC023283.3	HGNC:31670
AC023904.2	HGNC:23524
AC025048.4	HGNC:52929
AC025154.2	HGNC:55474
AC026166.2-001	HGNC:51300
AC026369.3	HGNC:56741
AC026412.3	HGNC:56639
AC026462.3	HGNC:56372
AC026904.1	HGNC:53931
AC036108.3	HGNC:56675
AC048382.5	HGNC:56673
AC051619.4	HGNC:55417
AC068228.1	HGNC:56225
AC068302.3	HGNC:40373
AC073284.4	HGNC:54419
AC073316.3	HGNC:40883
AC073534.2	HGNC:56691
AC073585.2	HGNC:23475
AC073585.4	HGNC:23470
AC074117.10	HGNC:55699
AC078778.1	HGNC:53976
AC078788.1	HGNC:56845
AC078883.3	HGNC:40308
AC079035.1	HGNC:56698
AC079061.1	HGNC:55741
AC079135.1	HGNC:55714
AC079360.1	HGNC:56938
AC079630.2	HGNC:53593
AC079630.2	HGNC:53410
AC079767.4	HGNC:52673
AC079776.2	HGNC:53634
AC083837.1	HGNC:53974
AC084727.4	HGNC:19736
AC090114.2	HGNC:56650
AC090197.1	HGNC:56648
AC090559.1	HGNC:56351
AC090625.2	HGNC:40535
AC090771.2	HGNC:56850
AC091814.2	HGNC:53409
AC092159.2	HGNC:54481
AC092171.5	HGNC:56651
AC092198.1	HGNC:56342
AC092490.1	HGNC:56013
AC092620.3	HGNC:54112
AC092683.1	HGNC:56009
AC093001.1	HGNC:56678
AC093609.1	HGNC:53751
AC093797.1	HGNC:41039
AC096655.1-002	HGNC:48336
AC099850.3	HGNC:56242
AC099850.4	HGNC:56242
AC1	HGNC:232
AC103563.8	HGNC:40355
AC103760.1	HGNC:55520
AC104041.1	HGNC:50711
AC104135.4	HGNC:50358
AC104135.4	HGNC:50362
AC104653.1	HGNC:53965
AC110995.1	HGNC:56642
AC115837.2	HGNC:56645
AC125603.2	HGNC:56710
AC125616.1	HGNC:55491
AC131009.1	HGNC:40706
AC133	HGNC:9454
AC141928.1	HGNC:53177
AC145110.1	HGNC:52953
AC156455.1	HGNC:56073
AC19	HGNC:20422
AC2	HGNC:233
AC3	HGNC:234
AC3-33	HGNC:26434
AC4	HGNC:235
AC40	HGNC:20194
AC5	HGNC:236
AC6	HGNC:237
AC7	HGNC:238
AC8	HGNC:239
AC9	HGNC:240
ACA1	HGNC:32557
ACA10	HGNC:32598
ACA11	HGNC:32580
ACA12	HGNC:32581
ACA13	HGNC:32601
ACA14a	HGNC:32602
ACA14b	HGNC:32603
ACA15	HGNC:32604
ACA16	HGNC:32605
ACA17	HGNC:32607
ACA18	HGNC:32608
ACA19	HGNC:32609
ACA20	HGNC:32610
ACA21	HGNC:32611
ACA22	HGNC:32612
ACA23	HGNC:32613
ACA24	HGNC:32614
ACA25	HGNC:32615
ACA26	HGNC:32560
ACA27	HGNC:32617
ACA28	HGNC:32618
ACA29	HGNC:32619
ACA2A	HGNC:32584
ACA2b	HGNC:32585
ACA3	HGNC:32586
ACA3-2	HGNC:32638
ACA30	HGNC:32620
ACA31	HGNC:32621
ACA32	HGNC:32622
ACA33	HGNC:32623
ACA34	HGNC:32624
ACA35	HGNC:32555
ACA36	HGNC:32628
ACA36b	HGNC:32629
ACA37	HGNC:32630
ACA38	HGNC:32631
ACA39	HGNC:32632
ACA4	HGNC:32587
ACA40	HGNC:32633
ACA41	HGNC:32634
ACA42	HGNC:32635
ACA43	HGNC:32636
ACA44	HGNC:32637
ACA45	HGNC:32572
ACA46	HGNC:32639
ACA47	HGNC:32573
ACA48	HGNC:32641
ACA49	HGNC:32642
ACA5	HGNC:32588
ACA50	HGNC:32643
ACA51	HGNC:32644
ACA52	HGNC:32645
ACA53	HGNC:32646
ACA54	HGNC:32647
ACA55	HGNC:32649
ACA56	HGNC:32650
ACA57	HGNC:32568
ACA58	HGNC:32652
ACA59	HGNC:32653
ACA59	HGNC:32658
ACA5b	HGNC:32589
ACA5c	HGNC:32590
ACA6	HGNC:32591
ACA60	HGNC:32654
ACA61	HGNC:32655
ACA62	HGNC:32662
ACA63	HGNC:32663
ACA64	HGNC:32664
ACA65	HGNC:32665
ACA66	HGNC:32578
ACA67	HGNC:32666
ACA67B	HGNC:34355
ACA68	HGNC:32579
ACA7	HGNC:32592
ACA7B	HGNC:32593
ACA8	HGNC:32596
ACA9	HGNC:32597
ACAA1	HGNC:82
ACAA2	HGNC:83
ACAA2P1	HGNC:55880
ACAC	HGNC:84
ACACA	HGNC:84
ACACB	HGNC:85
ACACalpha	HGNC:84
ACACbeta	HGNC:85
ACAD	HGNC:86
ACAD1	HGNC:89
ACAD10	HGNC:21597
ACAD11	HGNC:30211
ACAD2	HGNC:6186
ACAD3	HGNC:90
ACAD4	HGNC:88
ACAD5	HGNC:4189
ACAD6	HGNC:92
ACAD7	HGNC:91
ACAD8	HGNC:87
ACAD9	HGNC:21497
ACAD9-DT	HGNC:56086
ACADL	HGNC:88
ACADM	HGNC:89
ACADS	HGNC:90
ACADSB	HGNC:91
ACADVL	HGNC:92
ACAM	HGNC:24039
ACAN	HGNC:319
ACAP1	HGNC:16467
ACAP2	HGNC:16469
ACAP2-IT1	HGNC:41426
ACAP3	HGNC:16754
ACAS2	HGNC:15814
ACAS2L	HGNC:16091
ACAT	HGNC:93
ACAT	HGNC:11177
ACAT1	HGNC:93
ACAT1	HGNC:11177
ACAT2	HGNC:11178
ACAT2	HGNC:94
ACATE2	HGNC:17152
ACATN	HGNC:95
ACBD1	HGNC:2690
ACBD2	HGNC:14601
ACBD3	HGNC:15453
ACBD3-AS1	HGNC:40701
ACBD4	HGNC:23337
ACBD5	HGNC:23338
ACBD6	HGNC:23339
ACBD7	HGNC:17715
ACBP	HGNC:96
ACBP	HGNC:2690
ACBP	HGNC:2313
ACC	HGNC:84
ACC	HGNC:97
ACC-1	HGNC:991
ACC-2	HGNC:991
ACC-4	HGNC:2535
ACC-5	HGNC:2535
ACC-6	HGNC:23037
ACC-alpha	HGNC:84
ACC-beta	HGNC:85
ACC1	HGNC:84
ACC1	HGNC:991
ACC2	HGNC:85
ACC2	HGNC:991
ACC4	HGNC:2535
ACC5	HGNC:2535
ACC6	HGNC:23037
ACCA	HGNC:84
ACCA	HGNC:4484
ACCB	HGNC:85
ACCN	HGNC:99
ACCN	HGNC:98
ACCN1	HGNC:99
ACCN2	HGNC:100
ACCN3	HGNC:101
ACCN4	HGNC:21263
ACCN5	HGNC:17537
ACCPN	HGNC:10914
ACCPN	HGNC:14594
ACCS	HGNC:23989
ACCSL	HGNC:34391
ACCSLP1	HGNC:56899
ACCalpha	HGNC:84
ACCbeta	HGNC:85
ACD	HGNC:25070
ACDC	HGNC:13633
ACDCR1	HGNC:24040
ACDCR2	HGNC:24041
ACDP1	HGNC:102
ACDP2	HGNC:103
ACDP3	HGNC:104
ACDP4	HGNC:105
ACDase	HGNC:735
ACE	HGNC:2707
ACE1	HGNC:2707
ACE2	HGNC:13557
ACE2-DT	HGNC:56255
ACE3P	HGNC:44365
ACEH	HGNC:13557
ACER1	HGNC:18356
ACER2	HGNC:23675
ACER2P1	HGNC:54674
ACER3	HGNC:16066
ACF	HGNC:24086
ACF1	HGNC:960
ACF64	HGNC:24086
ACF65	HGNC:24086
ACF7	HGNC:13664
ACG	HGNC:23483
ACGNAT	HGNC:13734
ACH	HGNC:106
ACH	HGNC:3690
ACH1	HGNC:24157
ACH2	HGNC:33128
ACHAP	HGNC:107
ACHAP	HGNC:21101
ACHE	HGNC:108
ACHM1	HGNC:109
