from	to
AADAT	NM_001286683
AADAT	NM_016228
AADAT	NM_182662
AADAT	ENSG00000109576
AADAT	CU689106
AADAT	NM_001286682
AAGAB	ENSG00000103591
AAGAB	BC047026
AAGAB	NM_001271885
AAGAB	NM_024666
AAGAB	AL832256
AAGAB	NM_001271886
AAGAB	CU691322
AAK1	BC143710
AAK1	AB384092
AAK1	KJ905421
AAK1	AB028971
AAK1	NM_001371577
AAK1	NM_014911
AAK1	AK310951
AAK1	ENSG00000115977
AAMDC	NR_133637
AAMDC	NM_001392033
AAMDC	ENSG00000087884
AAMDC	BC016854
AAMDC	NM_001363564
AAMDC	AF092136
AAMDC	NM_001392037
AAMDC	NM_001316957
AAMDC	BC002752
AAMDC	NM_001392034
AAMDC	NM_024684
AAMP	ENSG00000127837
AAMP	NM_001302545
AAMP	NM_001087
AAMP	KJ901274
AAMP	AK131047
AAMP	AK225078
AAMP	AB209790
AAMP	CR456755
AANAT	BC126332
AANAT	NR_110548
AANAT	NM_001166579
AANAT	BC143989
AANAT	ENSG00000129673
AAR2	AL117419
AAR2	NM_001271874
AAR2	ENSG00000131043
AAR2	NM_015511
AAR2	BC019311
AARD	ENSG00000205002
AARD	AB181519
AARD	NM_001025357
AARS1	AK307782
AARS1	AK222824
AARS1	AK225116
AARS1	NM_001605
AARS1	BC011451
AARS1	DQ891634
AARS1	D32050
AARS1	ENSG00000090861
AARS1P1	ENSG00000249038
AARS2	ENSG00000124608
AARS2	BC128175
AARS2	NM_020745
AARSD1	EU831568
AARSD1	ENSG00000266967
AARSD1	AK309477
AARSD1	NM_001261434
AARSD1	BC004172
AARSD1	AK094084
AARSD1P1	ENSG00000234969
AASDH	ENSG00000157426
AASDH	NM_001323899
AASDH	BC015096
AASDH	AK303733
AASDH	NM_001286671
AASDH	NM_181806
AASDH	BC141824
AASDH	NM_001286668
AASDH	AK294332
AASDH	NM_001286672
AASDHPPT	ENSG00000149313
AASDHPPT	AB463408
AASDHPPT	BX537665
AASDHPPT	CU677695
AASDHPPT	NM_015423
AASDHPPT	AF302110
AASS	AK294326
AASS	ENSG00000008311
AASS	BC144246
AASS	NM_005763
AASS	AJ007714
AASS	BC144247
AASS	AK023446
AATBC	BC034348
AATBC	ENSG00000215458
AATBC	NR_026961
AATBC	AK093410
AATF	AF161395
AATF	ENSG00000275700
AATF	BC000591
AATF	AK130740
AATF	ENSG00000276072
AATF	AK057229
AATF	AJ249940
AATF	NM_012138
AATF	NM_001411094
AATK	AK131395
AATK	ENSG00000181409
AATK	AK309099
AATK	AK131529
AATK	AK094931
AATK	AB527096
AATK	NM_001080395
AATK	NM_004920
ABALON	NR_131907
ABALON	ENSG00000281376
ABAT	AK310771
ABAT	AK054834
ABAT	AK096146
ABAT	BX537362
ABAT	AK293983
ABAT	NM_001386613
ABAT	ENSG00000183044
ABAT	CU677375
ABAT	BC013965
ABAT	NM_001386616
ABAT	NM_001386601
ABAT	NM_020686
ABAT	CU689162
ABCA1	AK024328
ABCA1	AB055982
ABCA1	ENSG00000165029
ABCA1	NM_005502
ABCA1	BC034824
ABCA1	DJ026141
ABCA10	BC144124
ABCA10	AK310858
ABCA10	NM_080282
ABCA10	BC136460
ABCA10	ENSG00000154263
ABCA10	BC031026
ABCA10	AK298508
ABCA10	LP896083
ABCA10	NM_001377321
ABCA11P	BC099730
ABCA11P	ENSG00000251595
ABCA11P	BC098116
ABCA11P	NR_002451
ABCA11P	KJ900860
ABCA11P	ENSG00000293360
ABCA12	NR_103740
ABCA12	AY219711
ABCA12	NM_015657
ABCA12	ENSG00000144452
ABCA13	ENSG00000179869
ABCA13	AK128570
ABCA13	AK126220
ABCA13	AK131360
ABCA13	JF913488
ABCA13	JF913491
ABCA13	NM_152701
ABCA13	JF913492
ABCA13	AK128516
ABCA15P	ENSG00000189149
ABCA15P	AK123760
ABCA17P	DQ266102
ABCA17P	ENSG00000293423
ABCA17P	DQ660314
ABCA17P	BC042853
ABCA17P	ENSG00000238098
ABCA17P	NR_003574
ABCA17P	AK095200
ABCA2	BC172448
ABCA2	NM_212533
ABCA2	NM_001606
ABCA2	JF279960
ABCA2	ENSG00000107331
ABCA2	AL833967
ABCA2	NM_001411042
ABCA2	AK308738
ABCA2	BC090860
ABCA2	BC008755
ABCA2	BC064542
ABCA2	AB177854
ABCA2	AK226112
ABCA2	BC144588
ABCA2	AL162060
ABCA2	BC029282
ABCA2	BC144589
ABCA2	AK295489
ABCA3	ENSG00000167972
ABCA3	AB384391
ABCA3	AK310864
ABCA3	AB210044
ABCA3	BC020724
ABCA3	NM_001089
ABCA3P1	ENSG00000257408
ABCA4	NM_000350
ABCA4	CR627391
ABCA4	AK295818
ABCA4	U66691
ABCA4	ENSG00000198691
ABCA4	AF000148
ABCA4	AK301764
ABCA5	BX640746
ABCA5	AK058170
ABCA5	AK122803
ABCA5	AY028897
ABCA5	NM_018672
ABCA5	BC070126
ABCA5	NM_172232
ABCA5	AK056533
ABCA5	AK292592
ABCA5	AJ512612
ABCA5	ENSG00000154265
ABCA6	BX647672
ABCA6	NM_080284
ABCA6	BC125231
ABCA6	AK308431
ABCA6	AK125487
ABCA6	ENSG00000154262
ABCA6	BC029852
ABCA7	AK310127
ABCA7	AK097344
ABCA7	NM_019112
ABCA7	AL137481
ABCA7	AK301108
ABCA7	AF328787
ABCA7	AB055390
ABCA7	AK310909
ABCA7	ENSG00000064687
ABCA7	AF250238
ABCA8	BC010392
ABCA8	BC037309
ABCA8	AK090894
ABCA8	AK304286
ABCA8	NM_007168
ABCA8	AB527097
ABCA8	NM_001288986
ABCA8	BC047765
ABCA8	NM_001375772
ABCA8	BC024003
ABCA8	AK295876
ABCA8	ENSG00000141338
ABCA9	AK057068
ABCA9	BC062472
ABCA9	BC167781
ABCA9	CR627382
ABCA9	NM_080283
ABCA9	AK122687
ABCA9	ENSG00000154258
ABCA9	AY028899
ABCA9-AS1	ENSG00000231749
ABCA9-AS1	NR_126414
ABCB1	AK290159
ABCB1	AK308467
ABCB1	ENSG00000085563
ABCB1	NM_001348946
ABCB1	NM_001348945
ABCB1	EU854148
ABCB10	ENSG00000135776
ABCB10	NM_012089
ABCB10	AK172794
ABCB10P1	ENSG00000280461
ABCB10P1	ENSG00000281173
ABCB10P1	ENSG00000274099
ABCB10P3	ENSG00000282479
ABCB10P3	ENSG00000261524
ABCB10P4	ENSG00000260053
ABCB10P4	ENSG00000282004
ABCB10P4	ENSG00000274192
ABCB11	AK303050
ABCB11	BC172890
ABCB11	NM_003742
ABCB11	ENSG00000276582
ABCB11	AF091582
ABCB11	ENSG00000073734
ABCB4	NM_018849
ABCB4	BC020618
ABCB4	M23234
ABCB4	NM_000443
ABCB4	ENSG00000005471
ABCB4	NM_018850
ABCB4	Z35284
ABCB4	X06181
ABCB5	NM_001163942
ABCB5	ENSG00000004846
ABCB5	NM_178559
ABCB5	NM_001163993
ABCB5	NM_001163941
ABCB5	AY851364
ABCB5	AK127141
ABCB6	AK172812
ABCB6	ENSG00000115657
ABCB6	AF076775
ABCB6	BC043423
ABCB6	NM_001349828
ABCB6	AK026067
ABCB6	NM_005689
ABCB6	AF070598
ABCB7	AK307414
ABCB7	NM_001271696
ABCB7	CU675349
ABCB7	ENSG00000131269
ABCB7	AK001418
ABCB7	NM_004299
ABCB7	NM_001271697
ABCB7	NM_001271698
ABCB7	BC006323
ABCB7	KU177872
ABCB7	AB005289
ABCB7	NM_001271699
ABCB7	KU177875
ABCB8	NM_001282292
ABCB8	NM_001282291
ABCB8	BC143080
ABCB8	NM_007188
ABCB8	NM_001282293
ABCB8	AK128129
ABCB8	AK314721
ABCB8	AK002018
ABCB8	ENSG00000197150
ABCB8	AK094005
ABCB8	AK310796
ABCB8	AK094636
ABCB8	AK294344
ABCB8	AK126885
ABCB9	NM_001243014
ABCB9	AB040953
ABCB9	AB112583
ABCB9	AK294225
ABCB9	AB385477
ABCB9	ENSG00000150967
ABCB9	BC064384
ABCB9	AL833963
ABCB9	AK027624
ABCB9	NM_019625
ABCB9	KJ902343
ABCB9	BC017348
ABCB9	NM_203444
ABCB9	NM_001243013
ABCB9	NM_019624
ABCC1	AB209120
ABCC1	ENSG00000278183
ABCC1	ENSG00000103222
ABCC1	NM_019862
ABCC1	CR749835
ABCC1	BC157105
ABCC1	X78338
ABCC1	NM_004996
ABCC1	AK311015
ABCC1	BX648866
ABCC10	AL133613
ABCC10	NR_146762
ABCC10	BC166699
ABCC10	ENSG00000124574
ABCC10	AK024446
ABCC10	AL122095
ABCC10	NM_001198934
ABCC10	BC024103
ABCC10	AK000002
ABCC11	NM_001370497
ABCC11	KJ903515
ABCC11	AB527347
ABCC11	BC039085
ABCC11	AK301547
ABCC11	NM_033151
ABCC11	NM_032583
ABCC11	ENSG00000121270
ABCC11	NM_145186
ABCC11	AL117406
ABCC12	AK308599
ABCC12	AF395909
ABCC12	NR_171628
ABCC12	NR_171635
ABCC12	NM_033226
ABCC12	NR_171632
ABCC12	NR_171629
ABCC12	NR_171633
ABCC12	NR_171631
ABCC12	AK302520
ABCC12	ENSG00000140798
ABCC12	NM_001392028
ABCC12	AB527098
ABCC13	AF418600
ABCC13	AF518321
ABCC13	NR_003087
ABCC13	ENSG00000291052
ABCC13	AY063514
ABCC13	NR_003088
ABCC13	AY344117
ABCC13	ENSG00000243064
ABCC13	AY063515
ABCC2	NM_000392
ABCC2	ENSG00000023839
ABCC2	BC136419
ABCC2	LP747414
ABCC2	U49248
ABCC2	U66683
ABCC3	U83659
ABCC3	AF154001
ABCC3	AB384796
ABCC3	AF085692
ABCC3	NM_003786
ABCC3	NM_001144070
ABCC3	ENSG00000108846
ABCC3	AF085691
ABCC3	BC104952
ABCC3	BX649137
ABCC3	BC046126
ABCC4	AK290317
ABCC4	NM_001301829
ABCC4	AF071203
ABCC4	AY133679
ABCC4	AF071202
ABCC4	AK298953
ABCC4	AY081219
ABCC4	AF541977
ABCC4	ENSG00000125257
ABCC4	NM_001301830
ABCC4	NM_005845
ABCC4	U66686
ABCC4	AY133680
ABCC4	NM_001105515
ABCC5	AY754876
ABCC5	BX647245
ABCC5	AF104942
ABCC5	NM_005688
ABCC5	BC142670
ABCC5	AY196484
ABCC5	NM_001023587
ABCC5	AF146074
ABCC5	NR_135125
ABCC5	BC051358
ABCC5	ENSG00000114770
ABCC5-AS1	NR_046570
ABCC5-AS1	ENSG00000223882
ABCC6	AK298295
ABCC6	ENSG00000275331
ABCC6	NR_147784
ABCC6	ENSG00000091262
ABCC6	AF168791
ABCC6	NM_001079528
ABCC6	X95715
ABCC6	NM_001351800
ABCC6	AF076622
ABCC6P1	AK298443
ABCC6P1	ENSG00000291057
ABCC6P1	BC075833
ABCC6P1	NR_003569
ABCC6P1	ENSG00000256340
ABCC6P2	ENSG00000273808
ABCC6P2	ENSG00000290494
ABCC6P2	NR_023387
ABCC6P2	BC015978
ABCC6P2	ENSG00000255277
ABCC6P2	ENSG00000290943
ABCC8	U63421
ABCC8	AF087138
ABCC8	NM_001351296
ABCC8	AB209084
ABCC8	L40625
ABCC8	ENSG00000006071
ABCC8	NM_001287174
ABCC8	NM_001351295
ABCC8	BC167829
ABCC8	AK297560
ABCC8	NM_000352
ABCC8	L78207
ABCC8	NR_147094
ABCC8	NM_001351297
ABCC9	NM_001377274
ABCC9	BC033804
ABCC9	NM_005691
ABCC9	AK092535
ABCC9	ENSG00000069431
ABCC9	BC172883
ABCC9	BC172885
ABCC9	NM_020297
ABCC9	AK056519
ABCD1	AY421736
ABCD1	NM_000033
ABCD1	ENSG00000101986
ABCD1	AY421737
ABCD1P2	ENSG00000288143
ABCD1P2	ENSG00000215151
ABCD1P3	ENSG00000261233
ABCD1P4	ENSG00000225293
ABCD1P4	ENSG00000288394
ABCD1P5	ENSG00000214330
ABCD2	ENSG00000173208
ABCD2	NR_182046
ABCD3	NM_001122674
ABCD3	M81182
ABCD3	NM_002858
ABCD3	AK126440
ABCD3	AB529219
ABCD3	KJ905886
ABCD3	ENSG00000117528
ABCD3	BX648715
ABCD4	NM_001353610
ABCD4	BX247984
ABCD4	AK291332
ABCD4	NR_148474
ABCD4	BX248053
ABCD4	AK297934
ABCD4	U66690
ABCD4	NR_148470
ABCD4	AF009746
ABCD4	AK308382
ABCD4	BC012815
ABCD4	CR457104
ABCD4	ENSG00000119688
ABCE1	BC016988
ABCE1	ENSG00000164163
ABCE1	AB528026
ABCE1	AK123593
ABCE1	AK315198
ABCE1	NM_002940
ABCF1	NM_001090
ABCF1	ENSG00000236149
ABCF1	BC016772
ABCF1	BC112923
ABCF1	ENSG00000236342
ABCF1	ENSG00000225989
ABCF1	ENSG00000204574
ABCF1	AB209564
ABCF1	U66677
ABCF1	NM_001025091
ABCF1	ENSG00000232169
ABCF1	ENSG00000206490
ABCF1	ENSG00000231129
ABCF1	AK307551
ABCF2	BC001661
ABCF2	AL050291
ABCF2	NM_007189
ABCF2	ENSG00000033050
ABCF2	BT007451
ABCF2-H2BK1	ENSG00000285292
ABCF2-H2BK1	NR_160983
ABCF2P1	ENSG00000242159
ABCF2P2	ENSG00000228769
ABCF3	AK027288
ABCF3	AK002060
ABCF3	NM_001351298
ABCF3	AK126150
ABCF3	AK024758
ABCF3	AK097073
ABCF3	AK299256
ABCF3	NM_018358
ABCF3	ENSG00000161204
ABCG1	NM_016818
ABCG1	AK092959
ABCG1	AK292152
ABCG1	AF323661
ABCG1	NM_004915
ABCG1	NM_207628
ABCG1	AY048757
ABCG1	ENSG00000160179
ABCG1	NM_207174
ABCG1	NM_207629
ABCG1	BX537588
ABCG2	NM_004827
ABCG2	NM_001348985
ABCG2	DQ459593
ABCG2	BC021281
ABCG2	NM_001257386
ABCG2	ENSG00000118777
ABCG4	ENSG00000172350
ABCG4	AK290035
ABCG4	NM_022169
ABCG4	BC041091
ABCG4	NM_001142505
ABCG4	AK308673
ABCG5	BC111541
ABCG5	AK091997
ABCG5	BC111542
ABCG5	NM_022436
ABCG5	ENSG00000138075
ABCG8	NM_022437
ABCG8	AF320294
ABCG8	ENSG00000143921
ABHD1	ENSG00000143994
ABHD1	BC031868
ABHD1	BC056403
ABHD1	AY033290
ABHD1	JD105273
ABHD1	NM_032604
ABHD1	AK093447
ABHD10	ENSG00000144827
ABHD10	NM_001272069
ABHD10	NR_073571
ABHD10	BC014516
ABHD10	NM_018394
ABHD10	NR_073570
ABHD11	BC011712
ABHD11	NR_169872
ABHD11	NR_135627
ABHD11	AF412032
ABHD11	NM_001301058
ABHD11	ENSG00000106077
ABHD11	AF412031
ABHD11	NM_148913
ABHD11	AF217971
ABHD12	AK290815
ABHD12	ENSG00000100997
ABHD12	HQ448169
ABHD12	AK075023
ABHD12	NM_015600
ABHD12	NM_001042472
ABHD12	CU680756
ABHD12	BC014049
ABHD12	AL117442
ABHD12	AK293495
ABHD12B	AY311399
ABHD12B	AK128464
ABHD12B	ENSG00000131969
ABHD12B	NM_001206673
ABHD12B	LP895937
ABHD12B	NM_181814
ABHD12B	AY311397
ABHD13	NM_032859
ABHD13	ENSG00000139826
ABHD14A	KJ898561
ABHD14A	NM_015407
ABHD14A	ENSG00000248487
ABHD14A	AK308592
ABHD14A	BC002571
ABHD14A-ACY1	NM_001316331
ABHD14A-ACY1	ENSG00000114786
ABHD14A-ACY1	AK294015
ABHD14A-ACY1	AK298274
ABHD14A-ACY1	AK298086
ABHD14B	NM_001146314
ABHD14B	BC071931
ABHD14B	AK096073
ABHD14B	NM_032750
ABHD14B	ENSG00000114779
ABHD14B	AK075112
ABHD14B	AK298813
ABHD15	NM_198147
ABHD15	ENSG00000168792
ABHD15-AS1	ENSG00000264031
ABHD16A	ENSG00000231488
ABHD16A	AF193047
ABHD16A	ENSG00000224552
ABHD16A	AK303496
ABHD16A	NM_021160
ABHD16A	NM_001177515
ABHD16A	AK055255
ABHD16A	ENSG00000236063
ABHD16A	AK308573
ABHD16A	ENSG00000230475
ABHD16A	NR_033488
ABHD16A	ENSG00000204427
ABHD16A	NR_033489
ABHD16A	ENSG00000235676
ABHD16A	AK001207
ABHD16A	AK289469
ABHD16A	AK297712
ABHD16A	ENSG00000206403
ABHD16B	ENSG00000183260
ABHD16B	NM_080622
ABHD17A	AK024419
ABHD17A	AK289533
ABHD17A	AK074043
ABHD17A	ENSG00000129968
ABHD17A	AK090438
ABHD17A	BC000158
ABHD17A	NM_031213
ABHD17A	NM_001130111
ABHD17AP1	ENSG00000198658
ABHD17AP3	ENSG00000250536
ABHD17AP4	ENSG00000229107
ABHD17AP5	ENSG00000263366
ABHD17AP6	ENSG00000226981
ABHD17AP6	BC067347
ABHD17AP7	ENSG00000260864
ABHD17AP8	ENSG00000260540
ABHD17AP9	ENSG00000261536
ABHD17B	NM_001025780
ABHD17B	NM_016014
ABHD17B	ENSG00000107362
ABHD17C	AK298606
ABHD17C	ENSG00000136379
ABHD17C	AK092758
ABHD17C	BC115003
ABHD17C	NM_021214
ABHD18	BC128142
ABHD18	NM_025097
ABHD18	ENSG00000164074
ABHD18	BC058847
ABHD18	AK024759
ABHD18	NM_001366048
ABHD18	BC058898
ABHD2	BC019248
ABHD2	KJ898344
ABHD2	AL110291
ABHD2	ENSG00000140526
ABHD2	NM_152924
ABHD2	AK290340
ABHD2	NM_007011
ABHD3	NM_001308257
ABHD3	ENSG00000158201
ABHD3	CU676866
ABHD3	NM_001308256
ABHD3	AK298728
ABHD3	NM_138340
ABHD3	HQ448233
ABHD3	BC021196
ABHD4	ENSG00000100439
ABHD4	NR_171626
ABHD4	AX721056
ABHD4	AK293198
ABHD4	KJ894508
ABHD4	AK301315
ABHD4	AK298127
ABHD5	ENSG00000011198
ABHD5	NR_158560
ABHD5	NM_001365650
ABHD5	BC021958
ABHD5	AF151816
ABHD5	KU178626
ABHD5	NM_016006
ABHD5	NM_001365649
ABHD6	AK313168
ABHD6	NM_020676
ABHD6	ENSG00000163686
ABHD6	AK122983
ABHD6	NM_001320126
ABHD8	ENSG00000127220
ABHD8	AK315366
ABHD8	AK225340
ABHD8	NM_024527
ABI1	NM_001410909
ABI1	NM_001012752
ABI1	NM_005470
ABI1	NM_001178116
ABI1	FJ380059
ABI1	NM_001012751
ABI1	ENSG00000136754
ABI1	NM_001348030
ABI1	NM_001348031
ABI1	NM_001178125
ABI1	NR_145410
ABI1	NM_001178119
ABI1	NM_001178122
ABI1	NM_001178120
ABI1P1	ENSG00000271484
ABI2	NM_001282926
ABI2	AK297537
ABI2	ENSG00000138443
ABI2	NR_164713
ABI2	NM_001375729
ABI2	NM_001375748
ABI2	NR_164707
ABI2	X95677
ABI2	U23435
ABI2	U31089
ABI2	AK316343
ABI2	AF260261
ABI2	NM_001375755
ABI2	AK302853
ABI2	AK299750
ABI2	NR_164718
ABI2	AK299824
ABI2	NR_164717
ABI2	AK294429
ABI2	AK316000
ABI2	NM_001375712
ABI3	AB463387
ABI3	ENSG00000108798
ABI3	NM_016428
ABI3	NM_001135186
ABI3	BC007780
ABI3BP	BX648726
ABI3BP	AK299938
ABI3BP	AK123737
ABI3BP	ENSG00000154175
ABI3BP	KJ898563
ABI3BP	CU688850
ABI3BP	NM_015429
ABI3BP	NM_001377332
ABI3BP	AK025204
ABI3BP	AB056106
ABI3BP	AL833204
ABI3BP	NM_001365642
ABI3BP	AK123748
ABI3BP	NM_001365643
ABI3BP	KX533488
ABITRAM	ENSG00000119328
ABITRAM	CU677447
ABITRAM	NM_001410990
ABITRAM	BC051827
ABITRAM	NM_017832
ABITRAMP1	ENSG00000251106
ABL1	AB209642
ABL1	ENSG00000097007
ABL1	NM_005157
ABL1	NM_007313
ABL2	ENSG00000143322
ABL2	NM_001168239
ABL2	NM_001168237
ABL2	NM_005158
ABL2	NM_001168236
ABL2	NM_001168238
ABL2	FJ542284
ABL2	NM_007314
ABL2	AK225255
ABL2	NM_001136000
ABL2	AK309549
ABL2	AK311045
ABLIM1	AK057834
ABLIM1	AK298709
ABLIM1	AF005654
ABLIM1	AB462929
ABLIM1	NM_001322900
ABLIM1	NM_002313
ABLIM1	ENSG00000099204
ABLIM1	NM_001322887
ABLIM1	NM_001322882
ABLIM1	NM_006720
ABLIM1	AK098277
ABLIM1	NM_001352441
ABLIM1	CU677968
ABLIM1	NM_001352440
ABLIM2	ENSG00000163995
ABLIM2	NM_032432
ABLIM2	NM_001130087
ABLIM2	NM_001286688
ABLIM2	NM_001130085
ABLIM2	AL834195
ABLIM2	NM_001130086
ABLIM2	NM_001130084
ABLIM2	DQ413176
ABLIM2	HM005542
ABLIM2	AK097003
ABLIM2	NM_001130088
ABLIM2	BC067214
ABLIM2	NM_001130083
ABLIM3	ENSG00000173210
ABLIM3	AK289736
ABLIM3	AB384009
ABLIM3	AB075881
ABLIM3	DQ413174
ABLIM3	NM_014945
ABLIM3	NM_001301028
ABLIM3	AK225769
ABLIM3	NM_001370418
ABLIM3	NM_001370417
ABLIM3	KJ902248
ABLIM3	NM_001301015
ABO	AK302203
ABO	ENSG00000175164
ABO	CU686922
ABO	MK568546
ABO	NM_020469
ABO	ENSG00000281879
ABO	JX519569
ABO	AK095379
ABR	NM_001092
ABR	NM_001282149
ABR	AK302682
ABR	U01147
ABR	ENSG00000278741
ABR	AK299909
ABR	ENSG00000159842
ABR	ENSG00000276016
ABR	AK307827
ABR	NM_001322841
ABR	NM_001322840
ABR	NM_001256847
ABR	AK127851
ABR	AB384846
ABR	AK124547
ABR	AK300336
ABR	NM_021962
ABR-AS1	ENSG00000281590
ABR-AS1	ENSG00000235361
ABRA	NM_139166
ABRA	ENSG00000174429
ABRACL	ENSG00000146386
ABRACL	NM_021243
ABRACL	AK309402
ABRAXAS1	EF531340
ABRAXAS1	NM_139076
ABRAXAS1	AK023676
ABRAXAS1	KM576717
ABRAXAS1	ENSG00000163322
ABRAXAS1	NM_001345962
ABRAXAS1	AK021582
ABRAXAS1	BC016905
ABRAXAS1	AK022704
ABRAXAS1P1	JD155333
ABRAXAS1P1	ENSG00000213431
ABRAXAS1P2	ENSG00000253384
ABRAXAS2	ENSG00000165660
ABRAXAS2	NM_032182
ABT1	NM_013375
ABT1	ENSG00000292169
ABT1	ENSG00000146109
ABT1P1	ENSG00000250496
ABT1P1	LF331301
ABTB1	AK090422
ABTB1	CU680084
ABTB1	NM_172027
ABTB1	NR_033429
ABTB1	ENSG00000114626
ABTB1	AF447886
ABTB1	NM_032548
ABTB1	KJ894815
ABTB1	AK315148
ABTB1	BC011858
ABTB2	ENSG00000166016
ABTB2	KJ902380
ABTB2	NM_145804
ABTB3	AK124835
ABTB3	BC146824
ABTB3	NM_001018072
ABTB3	NM_001347944
ABTB3	ENSG00000151136
ABTB3	NM_001017523
ABTB3	AK091276
ACAA1	CU680144
ACAA1	NR_024024
ACAA1	BC011977
ACAA1	AK303251
ACAA1	HM005510
ACAA1	AK316551
ACAA1	X51460
ACAA1	NM_001607
ACAA1	ENSG00000060971
ACAA1	AK127051
ACAA1	DQ891298
ACAA1	NM_001130410
ACAA1	BC000635
ACAA2	BC001918
ACAA2	NM_006111
ACAA2	AK093311
ACAA2	ENSG00000167315
ACAA2	CU674934
ACAA2	AK314462
ACAA2	AK054673
ACAA2P1	JD045050
ACAA2P1	ENSG00000233585
ACACA	AY315621
ACACA	ENSG00000278540
ACACA	AK295586
ACACA	AK309084
ACACA	NM_198837
ACACA	NM_198838
ACACA	ENSG00000275176
ACACA	NM_198839
ACACA	AY315625
ACACA	X68968
ACACA	BC031485
ACACA	AY315627
ACACA	AB209325
ACACA	AY315626
ACACA	NM_198834
ACACA	AY315622
ACACA	AY315623
ACACA	AK308905
ACACA	AK311329
ACACB	AK307466
ACACB	AJ575431
ACACB	U34591
