from	to
3OST4	ENSG00000182601
3PAP	ENSG00000150712
3PK	ENSG00000114738
3alpha-HSD	ENSG00000073737
3pK	ENSG00000114738
4-1BB	ENSG00000049249
4-1BB-L	ENSG00000125657
4-1BBL	ENSG00000125657
4-HPPD	ENSG00000158104
4-HPPD-L	ENSG00000186603
4.1-G	ENSG00000079819
4.1B	ENSG00000082397
4.1G	ENSG00000079819
4.1N	ENSG00000088367
4.1R	ENSG00000159023
42A	ENSG00000196154
42C	ENSG00000197747
47.11	ENSG00000125498
4832404P21Rik	ENSG00000214655
4833431A01Rik	ENSG00000131931
4930513O09RIK	ENSG00000187969
4933409D10Rik	ENSG00000164185
4E-BP1	ENSG00000187840
4E-BP3	ENSG00000243056
4E-T	ENSG00000184708
4EHP	ENSG00000135930
4F-se9[6:7:8]	ENSG00000214081
4F2	ENSG00000168003
4F2HC	ENSG00000168003
4F5	ENSG00000172058
4F5REL	ENSG00000140264
4HPPD	ENSG00000158104
4P11	ENSG00000205758
4T2HC	ENSG00000168003
5'OY11.1	ENSG00000275004
5'aHIF-1A	ENSG00000258777
5-HT(2B)	ENSG00000135914
5-HT1A	ENSG00000178394
5-HT1B	ENSG00000135312
5-HT1D	ENSG00000179546
5-HT1DB	ENSG00000135312
5-HT1E	ENSG00000168830
5-HT1F	ENSG00000179097
5-HT2A	ENSG00000102468
5-HT2B	ENSG00000135914
5-HT2C	ENSG00000147246
5-HT3A	ENSG00000166736
5-HT3B	ENSG00000149305
5-HT3C2	ENSG00000233576
5-HT3R	ENSG00000166736
5-HT4	ENSG00000164270
5-HT5A	ENSG00000157219
5-HT5B	ENSG00000125631
5-HT6	ENSG00000158748
5-HT6R	ENSG00000158748
5-HT7	ENSG00000148680
5-HTT	ENSG00000108576
5-LOX	ENSG00000012779
5-Opase	ENSG00000178814
51A	ENSG00000246790
52	ENSG00000239002
53BP1	ENSG00000067369
53BP2	ENSG00000143514
54TM	ENSG00000174851
59-DAP	ENSG00000172164
59K	ENSG00000090470
5HTR2C	ENSG00000147246
5MP1	ENSG00000136261
5MP2	ENSG00000082153
5PTASE	ENSG00000068383
5T4	ENSG00000146242
5T4-AG	ENSG00000146242
6-16	ENSG00000126709
6.3	ENSG00000130827
6.8PL	ENSG00000156411
60B8AG	ENSG00000143546
60B8AG	ENSG00000163220
64kD	ENSG00000163431
6530404F10Rik	ENSG00000155729
6A3-5	ENSG00000049618
6C6-Ag	ENSG00000185825
6Ckine	ENSG00000137077
6PGL	ENSG00000130313
7-60	ENSG00000060491
71-7A	ENSG00000046651
71-7A2	ENSG00000235511
71-7A3	ENSG00000228212
71-7A5	ENSG00000228212
721P	ENSG00000197976
753P9	ENSG00000122122
76P	ENSG00000137822
7A5	ENSG00000183742
7B2	ENSG00000166922
7B4	ENSG00000179776
7L1a	ENSG00000276168
7L23	ENSG00000266794
7L28	ENSG00000263740
7L30.1	ENSG00000274012
7L30.2	ENSG00000278771
7L63	ENSG00000243352
7LEM1	ENSG00000265735
7SK	ENSG00000283293
7SL	ENSG00000276168
7SL1c	ENSG00000274012
7h3	ENSG00000105137
80K-H	ENSG00000130175
80K-L	ENSG00000277443
82-FIP	ENSG00000108256
821D11.7	ENSG00000184068
87U6	ENSG00000065135
87U6	ENSG00000206832
8B	ENSG00000131018
8D6	ENSG00000167775
8D6A	ENSG00000167775
8HS20	ENSG00000128218
9-27	ENSG00000185885
90K	ENSG00000108679
9630046K23Rik	ENSG00000163389
9F	ENSG00000071859
9G8	ENSG00000115875
9G8	ENSG00000164609
A-152E5.1	ENSG00000102962
A-2	ENSG00000250510
A-761H5.2	ENSG00000259982
A-923A4.1	ENSG00000183747
A-C1	ENSG00000127252
A-FABP	ENSG00000170323
A-LAP	ENSG00000164307
A-ROD	ENSG00000231131
A-Raf	ENSG00000078061
A-SCID	ENSG00000152457
A-myb	ENSG00000185697
A1	ENSG00000163918
A1	ENSG00000049541
A1	ENSG00000035928
A1-5	ENSG00000275111
A10	ENSG00000225523
A12.2	ENSG00000066379
A121	ENSG00000173812
A14GALT	ENSG00000128274
A15	ENSG00000156298
A170	ENSG00000161011
A1A	ENSG00000197249
A1AG1	ENSG00000229314
A1AT	ENSG00000197249
A1B	ENSG00000172164
A1BG	ENSG00000121410
A1BG-AS	ENSG00000268895
A1BG-AS1	ENSG00000268895
A1BGAS	ENSG00000268895
A1CF	ENSG00000148584
A1S9T	ENSG00000130985
A1U	ENSG00000160803
A2	ENSG00000149735
A2	ENSG00000108823
A2	ENSG00000160226
A20	ENSG00000244575
A20	ENSG00000118503
A211C6.1	ENSG00000102897
A214N16.3	ENSG00000106772
A26	ENSG00000211611
A26A1	ENSG00000188877
A26B1	ENSG00000233917
A26B2	ENSG00000183206
A26B3	ENSG00000166351
A26C1	ENSG00000188219
A26C1A	ENSG00000188219
A26C1B	ENSG00000196604
A26C2	ENSG00000187537
A26C3	ENSG00000198062
A28-RGS14	ENSG00000143333
A2AP	ENSG00000167711
A2BP1	ENSG00000078328
A2D	ENSG00000168488
A2HS	ENSG00000145192
A2LD1	ENSG00000134864
A2M	ENSG00000175899
A2M-AS1	ENSG00000245105
A2ML1	ENSG00000166535
A2ML1-AS1	ENSG00000256661
A2ML1-AS2	ENSG00000256904
A2MP	ENSG00000256069
A2MP1	ENSG00000256069
A2MR	ENSG00000123384
A2MRAP	ENSG00000163956
A2lp	ENSG00000168488
A30	ENSG00000240382
A33	ENSG00000143167
A34.5	ENSG00000117877
A3AR	ENSG00000282608
A3GALNT	ENSG00000148288
A3GALNT	ENSG00000175164
A3GALT1	ENSG00000175164
A3GALT2	ENSG00000184389
A3GALT2P	ENSG00000184389
A3a	ENSG00000173402
A3b	ENSG00000163069
A4	ENSG00000102683
A4	ENSG00000102007
A4-LSB	ENSG00000102007
A43	ENSG00000105849
A4GALT	ENSG00000128274
A4GNT	ENSG00000118017
A6	ENSG00000151239
A6L	ENSG00000228253
A6RP	ENSG00000247596
A6ps1	ENSG00000178082
A6ps2	ENSG00000225008
A6r	ENSG00000247596
A8-51	ENSG00000166526
AA	ENSG00000187079
AAA1	ENSG00000197085
AAAS	ENSG00000094914
AAAT	ENSG00000105281
AAC-11	ENSG00000166181
AAC1	ENSG00000151729
AAC1	ENSG00000171428
AAC11	ENSG00000166181
AAC2	ENSG00000156006
AACP	ENSG00000253937
AACS	ENSG00000081760
AACSL	ENSG00000250420
AACSP1	ENSG00000250420
AACT	ENSG00000196136
AADAC	ENSG00000114771
AADACL1	ENSG00000144959
AADACL2	ENSG00000197953
AADACL2-AS1	ENSG00000242908
AADACL3	ENSG00000188984
AADACL4	ENSG00000204518
AADACP1	ENSG00000240602
AADAT	ENSG00000109576
AADC	ENSG00000132437
AAED1	ENSG00000158122
AAF132	ENSG00000178971
AAG3	ENSG00000115875
AAGAB	ENSG00000103591
AAIR8193	ENSG00000155008
AAK1	ENSG00000115977
AAKG	ENSG00000106617
AAKG2	ENSG00000106617
AAMDC	ENSG00000087884
AAMP	ENSG00000127837
AANAT	ENSG00000129673
AAP	ENSG00000167711
AAP1	ENSG00000163602
AAR2	ENSG00000131043
AARD	ENSG00000205002
AARS	ENSG00000090861
AARS1	ENSG00000090861
AARS1P1	ENSG00000249038
AARS2	ENSG00000124608
AARSD1	ENSG00000266967
AARSD1P1	ENSG00000234969
AARSL	ENSG00000124608
AARSP1	ENSG00000249038
AASD-PPT	ENSG00000149313
AASDH	ENSG00000157426
AASDHPPT	ENSG00000149313
AASS	ENSG00000008311
AAT	ENSG00000197249
AAT-1	ENSG00000183833
AAT1	ENSG00000183833
AAT1alpha	ENSG00000183833
AATBC	ENSG00000215458
AATF	ENSG00000275700
AATK	ENSG00000181409
AATK-AS1	ENSG00000225180
AATYK	ENSG00000181409
AATYK1	ENSG00000181409
AATYK2	ENSG00000164715
AATYK3	ENSG00000142235
AAVR	ENSG00000142687
AAVS1	ENSG00000125503
AB-DIP	ENSG00000198218
AB014085.4	ENSG00000224486
AB023048.2	ENSG00000233529
AB023051.1	ENSG00000228022
AB023060.6	ENSG00000238211
AB073614	ENSG00000047457
ABAD	ENSG00000072506
ABALON	ENSG00000281376
ABAT	ENSG00000183044
ABBA	ENSG00000132613
ABBA-1	ENSG00000132613
ABBP1	ENSG00000197451
ABC-C	ENSG00000167972
ABC1	ENSG00000165029
ABC1	ENSG00000068097
ABC16	ENSG00000073734
ABC2	ENSG00000107331
ABC20	ENSG00000085563
ABC28	ENSG00000033050
ABC3	ENSG00000167972
ABC35	ENSG00000001626
ABC36	ENSG00000006071
ABC50	ENSG00000204574
ABC7	ENSG00000131269
ABC8	ENSG00000160179
ABCA1	ENSG00000165029
ABCA10	ENSG00000154263
ABCA11	ENSG00000251595
ABCA11P	ENSG00000251595
ABCA12	ENSG00000144452
ABCA13	ENSG00000179869
ABCA15P	ENSG00000189149
ABCA17P	ENSG00000238098
ABCA2	ENSG00000107331
ABCA3	ENSG00000167972
ABCA3P1	ENSG00000257408
ABCA4	ENSG00000198691
ABCA5	ENSG00000154265
ABCA6	ENSG00000154262
ABCA7	ENSG00000064687
ABCA8	ENSG00000141338
ABCA9	ENSG00000154258
ABCA9-AS1	ENSG00000231749
ABCB1	ENSG00000085563
ABCB10	ENSG00000135776
ABCB10P	ENSG00000274099
ABCB10P1	ENSG00000274099
ABCB10P2	ENSG00000274099
ABCB10P3	ENSG00000261524
ABCB10P4	ENSG00000260053
ABCB11	ENSG00000073734
ABCB2	ENSG00000168394
ABCB3	ENSG00000204267
ABCB4	ENSG00000005471
ABCB5	ENSG00000004846
ABCB5alpha	ENSG00000004846
ABCB5beta	ENSG00000004846
ABCB6	ENSG00000115657
ABCB7	ENSG00000131269
ABCB8	ENSG00000197150
ABCB9	ENSG00000150967
ABCC1	ENSG00000103222
ABCC10	ENSG00000124574
ABCC11	ENSG00000121270
ABCC12	ENSG00000140798
ABCC13	ENSG00000243064
ABCC13P	ENSG00000243064
ABCC2	ENSG00000023839
ABCC3	ENSG00000108846
ABCC4	ENSG00000125257
ABCC5	ENSG00000114770
ABCC5-AS1	ENSG00000223882
ABCC6	ENSG00000091262
ABCC6P1	ENSG00000256340
ABCC6P2	ENSG00000255277
ABCC7	ENSG00000001626
ABCC8	ENSG00000006071
ABCC9	ENSG00000069431
ABCD-1	ENSG00000102962
ABCD-2	ENSG00000102970
ABCD-3	ENSG00000006210
ABCD1	ENSG00000101986
ABCD1P2	ENSG00000215151
ABCD1P3	ENSG00000261233
ABCD1P4	ENSG00000225293
ABCD1P5	ENSG00000214330
ABCD2	ENSG00000173208
ABCD3	ENSG00000117528
ABCD4	ENSG00000119688
ABCE1	ENSG00000164163
ABCF1	ENSG00000204574
ABCF2	ENSG00000033050
ABCF2-H2BE1	ENSG00000285292
ABCF2-H2BK1	ENSG00000285292
ABCF2P1	ENSG00000242159
ABCF2P2	ENSG00000228769
ABCF3	ENSG00000161204
ABCG1	ENSG00000160179
ABCG2	ENSG00000118777
ABCG4	ENSG00000172350
ABCG5	ENSG00000138075
ABCG8	ENSG00000143921
ABCP	ENSG00000118777
ABCR	ENSG00000198691
ABCX	ENSG00000064687
ABDH19	ENSG00000214517
ABF-1	ENSG00000178860
ABH	ENSG00000100601
ABH2	ENSG00000189046
ABHD1	ENSG00000143994
ABHD10	ENSG00000144827
ABHD11	ENSG00000106077
ABHD11-AS1	ENSG00000225969
ABHD12	ENSG00000100997
ABHD12A	ENSG00000100997
ABHD12B	ENSG00000131969
ABHD13	ENSG00000139826
ABHD14A	ENSG00000248487
ABHD14A-ACY1	ENSG00000114786
ABHD14B	ENSG00000114779
ABHD15	ENSG00000168792
ABHD15-AS1	ENSG00000264031
ABHD16A	ENSG00000204427
ABHD16B	ENSG00000183260
ABHD17A	ENSG00000129968
ABHD17AP1	ENSG00000198658
ABHD17AP2	ENSG00000198658
ABHD17AP3	ENSG00000250536
ABHD17AP4	ENSG00000229107
ABHD17AP5	ENSG00000263366
ABHD17AP6	ENSG00000226981
ABHD17AP7	ENSG00000260864
ABHD17AP8	ENSG00000260540
ABHD17AP9	ENSG00000261536
ABHD17B	ENSG00000107362
ABHD17C	ENSG00000136379
ABHD18	ENSG00000164074
ABHD2	ENSG00000140526
ABHD20	ENSG00000120915
ABHD21	ENSG00000090487
ABHD3	ENSG00000158201
ABHD4	ENSG00000100439
ABHD5	ENSG00000011198
ABHD6	ENSG00000163686
ABHD7	ENSG00000172031
ABHD8	ENSG00000127220
ABHD9	ENSG00000105131
ABI-1	ENSG00000136754
ABI-2	ENSG00000138443
ABI1	ENSG00000136754
ABI1P	ENSG00000271484
ABI1P1	ENSG00000271484
ABI2	ENSG00000138443
ABI2B	ENSG00000138443
ABI3	ENSG00000108798
ABI3BP	ENSG00000154175
ABIN-1	ENSG00000145901
ABIN-2	ENSG00000168884
ABIN-3	ENSG00000050730
ABITRAM	ENSG00000119328
ABITRAMP1	ENSG00000251106
ABL	ENSG00000138823
ABL	ENSG00000097007
ABL	ENSG00000261189
ABL1	ENSG00000097007
ABL2	ENSG00000143322
ABLIM	ENSG00000099204
ABLIM1	ENSG00000099204
ABLIM2	ENSG00000163995
ABLIM3	ENSG00000173210
ABLL	ENSG00000143322
ABO	ENSG00000175164
ABP	ENSG00000002726
ABP	ENSG00000129214
ABP-278	ENSG00000136068
ABP-280	ENSG00000196924
ABP-280	ENSG00000128591
ABP1	ENSG00000002726
ABP1	ENSG00000136279
ABP125	ENSG00000138674
ABP130	ENSG00000138674
ABP620	ENSG00000127603
ABPL	ENSG00000128591
ABR	ENSG00000159842
ABR-AS1	ENSG00000235361
ABRA	ENSG00000174429
ABRA1	ENSG00000163322
ABRACL	ENSG00000146386
ABRAXAS	ENSG00000163322
ABRAXAS1	ENSG00000163322
ABRAXAS1P1	ENSG00000213431
ABRAXAS1P2	ENSG00000253384
ABRAXAS2	ENSG00000165660
ABRO1	ENSG00000165660
ABS	ENSG00000183258
ABT1	ENSG00000146109
ABT1P1	ENSG00000250496
ABTB1	ENSG00000114626
ABTB2	ENSG00000166016
ABTB2A	ENSG00000166016
ABTB2B	ENSG00000151136
ABTB3	ENSG00000151136
AC	ENSG00000104763
AC002310.12	ENSG00000235560
AC002384.1	ENSG00000228742
AC004542.C22.1	ENSG00000133422
AC004704.1	ENSG00000249815
AC004784.1	ENSG00000282943
AC004812.2	ENSG00000277283
AC004854.4	ENSG00000234183
AC004997.C22.2	ENSG00000099992
AC005154.1	ENSG00000196295
AC005154.6	ENSG00000196295
AC005253.1	ENSG00000268983
AC005392.2	ENSG00000231412
AC005592.2	ENSG00000231185
AC005682.5	ENSG00000228649
AC005884.1	ENSG00000267207
AC006160.1	ENSG00000249502
AC006262.5	ENSG00000268621
AC006369.1	ENSG00000236213
AC007032.1	ENSG00000273320
AC007092.1	ENSG00000233723
AC007182.6	ENSG00000224721
AC007255.8	ENSG00000223813
AC007271.3	ENSG00000226925
AC007365.1	ENSG00000233694
AC007383.2	ENSG00000227946
AC007386.2	ENSG00000237638
AC007389.3	ENSG00000235725
AC007403.1	ENSG00000232688
AC007613.1	ENSG00000262420
AC007731.1	ENSG00000188280
AC008079.1	ENSG00000187979
AC008392.1	ENSG00000268186
AC008392.1	ENSG00000268001
AC008560.1	ENSG00000253251
AC008750.1	ENSG00000254760
AC008957.1	ENSG00000250155
AC009133.12	ENSG00000238045
AC009227.1	ENSG00000224675
AC009237.14	ENSG00000272913
AC009292.1	ENSG00000245719
AC009892.10	ENSG00000224730
AC010331.1	ENSG00000277383
AC010789.1	ENSG00000224817
AC010904.2	ENSG00000272002
AC010999.2	ENSG00000276524
AC011472.4	ENSG00000267082
AC011511.2	ENSG00000266978
AC011511.5	ENSG00000267607
AC012044.5	ENSG00000231122
AC012213.3	ENSG00000266289
AC012360.1	ENSG00000235319
AC012568.1	ENSG00000259202
AC015660.1	ENSG00000259341
AC016735.2	ENSG00000231826
AC016745.3	ENSG00000234997
AC016747.2	ENSG00000271889
AC016831.7	ENSG00000233559
AC016876.1	ENSG00000233223
AC017074.1	ENSG00000227359
AC018445.6	ENSG00000286296
AC021321.1	ENSG00000271966
AC022026.3	ENSG00000214629
AC022211.2	ENSG00000263843
AC022389.4	ENSG00000204033
AC022394.1	ENSG00000212769
AC02278.4	ENSG00000248538
AC022915.1	ENSG00000253455
AC023283.3	ENSG00000188316
AC023904.2	ENSG00000235931
AC025048.4	ENSG00000267416
AC025154.2	ENSG00000257588
AC026166.2-001	ENSG00000233026
AC026369.3	ENSG00000256948
AC026412.3	ENSG00000271119
AC026462.3	ENSG00000260963
AC026904.1	ENSG00000233858
AC036108.3	ENSG00000261616
AC048382.5	ENSG00000275120
AC051619.4	ENSG00000259520
AC068228.1	ENSG00000253258
AC068302.3	ENSG00000228109
AC073284.4	ENSG00000237571
AC073316.3	ENSG00000236708
AC073534.2	ENSG00000276030
AC073585.2	ENSG00000213185
AC073585.4	ENSG00000203795
AC074117.10	ENSG00000234072
AC078778.1	ENSG00000257596
AC078788.1	ENSG00000241220
AC078883.3	ENSG00000232788
AC079035.1	ENSG00000257568
AC079061.1	ENSG00000248050
AC079135.1	ENSG00000233611
AC079360.1	ENSG00000256811
AC079630.2	ENSG00000260943
AC079630.2	ENSG00000223914
AC079767.4	ENSG00000224137
AC079776.2	ENSG00000229536
AC083837.1	ENSG00000261618
AC084727.4	ENSG00000172538
AC090114.2	ENSG00000273270
AC090197.1	ENSG00000253837
AC090559.1	ENSG00000255197
AC090625.2	ENSG00000255542
AC090771.2	ENSG00000267686
AC091814.2	ENSG00000225231
AC092159.2	ENSG00000233296
AC092171.5	ENSG00000273084
AC092198.1	ENSG00000223486
AC092490.1	ENSG00000249790
AC092620.3	ENSG00000237772
AC092683.1	ENSG00000230606
AC093001.1	ENSG00000244468
AC093609.1	ENSG00000230587
AC093797.1	ENSG00000233110
AC096655.1-002	ENSG00000232991
AC099850.3	ENSG00000265415
AC099850.4	ENSG00000265415
AC1	ENSG00000164742
AC103563.8	ENSG00000233850
AC103760.1	ENSG00000254231
AC104041.1	ENSG00000259692
AC104135.4	ENSG00000204792
AC110995.1	ENSG00000236120
AC115837.2	ENSG00000254080
AC125603.2	ENSG00000257883
AC125616.1	ENSG00000256008
AC131009.1	ENSG00000255992
AC133	ENSG00000007062
AC141928.1	ENSG00000250986
AC145110.1	ENSG00000253490
AC156455.1	ENSG00000256546
AC19	ENSG00000186184
AC2	ENSG00000078295
AC3	ENSG00000138031
AC3-33	ENSG00000174928
AC4	ENSG00000129467
AC40	ENSG00000171453
AC5	ENSG00000173175
AC6	ENSG00000174233
AC7	ENSG00000121281
AC8	ENSG00000155897
AC9	ENSG00000162104
ACA1	ENSG00000206834
ACA10	ENSG00000206811
ACA11	ENSG00000249784
ACA12	ENSG00000251869
ACA13	ENSG00000238363
ACA14a	ENSG00000201643
ACA14b	ENSG00000207181
ACA15	ENSG00000207168
ACA16	ENSG00000274582
ACA17	ENSG00000274998
ACA18	ENSG00000207145
ACA19	ENSG00000207468
ACA20	ENSG00000207392
ACA21	ENSG00000199293
ACA22	ENSG00000206634
ACA23	ENSG00000201998
ACA24	ENSG00000275994
ACA25	ENSG00000207112
ACA26	ENSG00000280466
ACA27	ENSG00000207051
ACA28	ENSG00000272533
ACA29	ENSG00000206910
ACA2A	ENSG00000206612
ACA2b	ENSG00000207313
ACA3	ENSG00000200983
ACA3-2	ENSG00000212607
ACA30	ENSG00000206755
ACA31	ENSG00000199477
ACA32	ENSG00000206799
ACA33	ENSG00000200534
ACA34	ENSG00000221491
ACA35	ENSG00000252947
ACA36	ENSG00000206948
ACA36b	ENSG00000222370
ACA37	ENSG00000207233
ACA38	ENSG00000200816
ACA39	ENSG00000274309
ACA4	ENSG00000263776
ACA40	ENSG00000210825
ACA41	ENSG00000207406
ACA42	ENSG00000207475
ACA43	ENSG00000276161
ACA44	ENSG00000273544
ACA45	ENSG00000277864
ACA46	ENSG00000207493
ACA47	ENSG00000275143
ACA48	ENSG00000209582
ACA49	ENSG00000208892
ACA5	ENSG00000206838
ACA50	ENSG00000206952
ACA51	ENSG00000271798
ACA52	ENSG00000199785
ACA53	ENSG00000212443
ACA54	ENSG00000207008
ACA55	ENSG00000201457
ACA56	ENSG00000206693
ACA57	ENSG00000251898
ACA58	ENSG00000249020
ACA59	ENSG00000266079
ACA59	ENSG00000239149
ACA5b	ENSG00000200656
ACA5c	ENSG00000201772
ACA6	ENSG00000206760
ACA60	ENSG00000199266
ACA61	ENSG00000278274
ACA62	ENSG00000277887
ACA63	ENSG00000221643
ACA64	ENSG00000273587
ACA65	ENSG00000221303
ACA66	ENSG00000252577
ACA67	ENSG00000200792
ACA67B	ENSG00000206633
ACA68	ENSG00000252835
ACA7	ENSG00000207496
ACA7B	ENSG00000207088
ACA8	ENSG00000207304
ACA9	ENSG00000277184
ACAA1	ENSG00000060971
ACAA2	ENSG00000167315
ACAA2P1	ENSG00000233585
ACAC	ENSG00000278540
ACACA	ENSG00000278540
ACACB	ENSG00000076555
ACACalpha	ENSG00000278540
ACACbeta	ENSG00000076555
ACAD1	ENSG00000117054
ACAD10	ENSG00000111271
ACAD11	ENSG00000240303
ACAD2	ENSG00000128928
ACAD3	ENSG00000122971
ACAD4	ENSG00000115361
ACAD5	ENSG00000105607
ACAD6	ENSG00000072778
ACAD7	ENSG00000196177
ACAD8	ENSG00000151498
ACAD9	ENSG00000177646
ACAD9-DT	ENSG00000287110
ACADL	ENSG00000115361
ACADM	ENSG00000117054
ACADS	ENSG00000122971
ACADSB	ENSG00000196177
ACADVL	ENSG00000072778
ACAM	ENSG00000166250
ACAN	ENSG00000157766
ACAP1	ENSG00000072818
ACAP2	ENSG00000114331
ACAP2-IT1	ENSG00000229325
ACAP3	ENSG00000131584
ACAS2	ENSG00000131069
ACAS2L	ENSG00000154930
ACAT	ENSG00000075239
ACAT	ENSG00000057252
ACAT1	ENSG00000075239
ACAT1	ENSG00000057252
ACAT2	ENSG00000167780
ACAT2	ENSG00000120437
ACATE2	ENSG00000123130
ACATN	ENSG00000169359
ACBD1	ENSG00000155368
ACBD2	ENSG00000198721
ACBD3	ENSG00000182827
ACBD3-AS1	ENSG00000234478
ACBD4	ENSG00000181513
ACBD5	ENSG00000107897
ACBD6	ENSG00000230124
ACBD7	ENSG00000176244
ACBP	ENSG00000178772
ACBP	ENSG00000155368
ACC	ENSG00000278540
ACC-1	ENSG00000140379
ACC-2	ENSG00000140379
ACC-4	ENSG00000103811
ACC-5	ENSG00000103811
ACC-6	ENSG00000221887
ACC-alpha	ENSG00000278540
ACC-beta	ENSG00000076555
ACC1	ENSG00000140379
ACC1	ENSG00000278540
ACC2	ENSG00000076555
ACC2	ENSG00000140379
ACC4	ENSG00000103811
ACC5	ENSG00000103811
ACC6	ENSG00000221887
ACCA	ENSG00000181773
ACCA	ENSG00000278540
ACCB	ENSG00000076555
ACCN	ENSG00000108684
ACCN1	ENSG00000108684
ACCN2	ENSG00000110881
ACCN3	ENSG00000213199
ACCN4	ENSG00000072182
ACCN5	ENSG00000256394
ACCPN	ENSG00000140199
ACCS	ENSG00000110455
ACCSL	ENSG00000205126
ACCSLP1	ENSG00000230570
ACCalpha	ENSG00000278540
ACCbeta	ENSG00000076555
ACD	ENSG00000102977
ACDC	ENSG00000181092
ACDCR1	ENSG00000159346
ACDCR2	ENSG00000006831
