from	to
AB009017	ATRAID
AB009024	RNGTT
AB009282	CYB5B
AB009284	EXTL2
AB009356	MAP3K7
AB009357	MAP3K7
AB009619	PSMD10
AB009671	ADAM22
AB009849	KLK8
AB010420	CBFA2T3
AB010427	WDR1
AB010639	TAPBP
AB010710	OLR1
AB010894	MAGI1
AB010962	MMP23B
AB011004	UAP1
AB011084	ARMCX2
AB011085	KIAA0513
AB011087	PRRC2B
AB011089	TRIM2
AB011089	ENSG00000288637
AB011090	MGA
AB011091	EXTL3
AB011093	ARHGEF18
AB011094	IQSEC2
AB011095	WSCD1
AB011098	SPTLC2
AB011101	USP15
AB011103	KIF5C
AB011105	LAMA5
AB011106	ATRNL1
AB011108	PRPF4B
AB011110	RASA4B
AB011111	URB1
AB011112	NBEAL2
AB011113	WDR7
AB011114	SFI1
AB011115	ZNF862
AB011116	MGRN1
AB011117	SIPA1L3
AB011118	ZFC3H1
AB011122	ADGRB3
AB011125	GPATCH8
AB011126	FNBP1
AB011128	KATNIP
AB011134	CEP104
AB011135	LRRC37A3
AB011136	VWA8
AB011137	CCDC144A
AB011139	OPA1
AB011140	PPL
AB011141	ZEB2
AB011142	USP34
AB011145	ERP44
AB011147	GREB1
AB011150	NRXN1
AB011151	ZCCHC14
AB011153	PLCB1
AB011154	CEP68
AB011157	JMJD6
AB011158	KIAA0586
AB011159	NCKAP1
AB011161	PIP5K1C
AB011162	IFT140
AB011171	PLEKHG3
AB011172	HDAC5
AB011173	KDM1A
AB011174	PACS2
AB011414	ZNF443
AB011422	KALRN
AB011472	CDC23
AB011539	MEGF6
AB011540	LRP4
AB012043	CACNA1G
AB012083	SLC22A18
AB012109	ANAPC10
AB012130	SLC4A7
AB012143	RNGTT
AB012162	APC2
AB012190	UBA3
AB012193	CUL4A
AB012295	RGL2
AB012610	ITPR2
AB012614	PER2
AB012701	IL1RL1
AB012722	KIF25
AB012955	CIB2
AB013103	MS4A5
AB013104	MS4A6A
AB013385	MAP4K4
AB013463	FZR1
AB013802	CNTN5
AB013847	SAMHD1
AB013897	ZNF875
AB014511	ATP9A
AB014512	TSPOAP1
AB014514	HECTD4
AB014519	ROCK2
AB014521	ARHGAP26
AB014525	SETX
AB014527	CLASP2
AB014530	HIPK1
AB014534	ASTN2
AB014535	CEP135
AB014538	PHLDB1
AB014542	GIGYF2
AB014543	CLUAP1
AB014545	DEPDC5
AB014547	MTMR4
AB014549	PPP1R26
AB014550	SMCHD1
AB014551	ARHGEF2
AB014553	ENSG00000277117
AB014554	PPFIA3
AB014557	OBSL1
AB014560	G3BP2
AB014563	ZC3H11A
AB014567	CAND2
AB014572	ARHGAP44
AB014573	NPHP4
AB014574	FKBP15
AB014575	DZIP3
AB014578	DNAJC13
AB014579	OGA
AB014581	L3MBTL1
AB014583	TELO2
AB014584	UBE4B
AB014586	ADGRV1
AB014591	CNOT3
AB014592	ANKLE2
AB014594	DOCK10
AB014595	CUL4B
AB014597	ANKRD17
AB014602	SLC24A1
AB014603	ATP2C2
AB014605	MAGI2
AB014606	KIF1C
AB014608	CUL9
AB014610	PAN2
AB014683	THPO
AB014767	SUGCT
AB014774	ARIH1
AB015019	BAIAP2
AB015050	SLC22A5
AB015051	DAXX
AB015226	ALDH1A2
AB015227	ALDH1A2
AB015319	AP1S1
AB015332	AKAP8L
AB015335	SCOC
AB015337	UBA2
AB015616	ENSG00000230287
AB015617	ERC1
AB015631	CNPY2
AB015633	RXYLT1
AB015644	SRRM2
AB015799	DNAJB6
AB015856	ATF6
AB016088	SRRM2
AB016092	SRRM2
AB016223	RAD51D
AB016531	PEX16
AB016533	PQBP1
AB016608	P2RX3
AB016823	MAPRE2
AB016898	AFDN-DT
AB016899	KIF25-AS1
AB016901	LINC01558
AB016902	ENSG00000235994
AB017004	ENSG00000291178
AB017019	HNRNPDL
AB017114	TBC1D8
AB017116	MT-ND3
AB017133	KIF1B
AB017168	SLIT2
AB017430	KIF22
AB017445	XRCC4
AB017507	ATG12
AB017566	LIPT1
AB017642	OXSR1
AB017644	UBE2E3
AB018010	SLC3A2
AB018256	SNX13
AB018257	LTN1
AB018260	RHOBTB2
AB018265	ULK1
AB018266	MATR3
AB018269	CLSTN3
AB018271	DST
AB018277	BAIAP3
AB018280	TOX4
AB018282	SLC4A8
AB018286	NRXN3
AB018288	XPO7
AB018291	TESPA1
AB018296	ENSG00000282936
AB018299	NFASC
AB018303	ZNF423
AB018304	CLCC1
AB018310	GRAMD4
AB018311	ADGRL3
AB018312	FCHSD2
AB018314	PPP1R13B
AB018316	FAM131B
AB018318	TBKBP1
AB018320	SORBS2
AB018321	ATP1A2
AB018323	KDM4C
AB018326	PHF14
AB018328	ZBED1
AB018329	ADGRL2
AB018332	WSCD2
AB018335	TMEM63A
AB018336	FARP2
AB018337	UBXN7
AB018348	PCNX1
AB018356	ST3GAL5
AB018361	RAD51D
AB018362	RAD51D
AB018363	RAD51D
AB018541	PEX19
AB018551	VPS9D1
AB018563	TCL1B
AB018739	NCDN
AB019409	ANAPC5
AB019432	CLCN4
AB019489	RABGAP1L
AB019490	RABGAP1L
AB019493	RABGAP1L
AB019532	OGG1
AB019691	AKAP9
AB019692	PKN3
AB020018	PREP
AB020523	EXOG
AB020532	SLC7A7
AB020598	SLC15A3
AB020623	BCAS2
AB020626	MICAL3
AB020634	NFAT5
AB020638	ATG14
AB020640	CAMTA1
AB020641	CDK14
AB020642	MYT1
AB020643	GLCE
AB020644	ACSL6
AB020645	GLS
AB020647	FBXL7
AB020648	HAUS5
AB020656	CYLD
AB020658	SACM1L
AB020661	ZHX2
AB020665	LMO7
AB020668	MCF2L2
AB020671	MPRIP
AB020674	MLXIP
AB020675	CNTNAP2
AB020676	WWC1
AB020677	DENND3
AB020682	FBXO21
AB020683	KDM4B
AB020684	DPY19L1
AB020685	RHOBTB3
AB020691	RALGAPA1
AB020692	CSDE1
AB020697	DHX30
AB020698	USP19
AB020703	UBR5
AB020706	AP2A2
AB020708	HDAC6
AB020709	CNKSR2
AB020712	THAP9-AS1
AB020712	SEC31A
AB020713	NUP210
AB020714	KHDC4
AB020717	SYNJ1
AB020718	CLSTN1
AB020719	CEP152
AB020722	ARHGEF15
AB020723	MYCBP2
AB020724	SCFD1
AB020735	EXOG
AB020880	SART3
AB020980	TMCO1
AB021172	NDRG4
AB021225	MMP17
AB021288	B2M
AB021292	SEMA4F
AB021638	APBA3
AB021642	ZNF44
AB021643	ZNF12
AB021660	CA5B
AB021981	SLC35A3
AB022436	UBE2K
AB022605	RNMT
AB022657	CEP170
AB022658	CEP170
AB022663	RNF14
AB022698	KCNH4
AB022761	DELEC1
AB022918	ST3GAL6
AB023136	EXOC6B
AB023143	NLRP1
AB023145	DICER1
AB023146	SPEN
AB023152	MAN2B2
AB023155	NAV3
AB023156	SLC9A8
AB023157	CPEB3
AB023158	RAB11FIP2
AB023159	PSD3
AB023165	TBRG4
AB023166	CIT
AB023170	EFR3B
AB023171	MYRF
AB023172	CARD8
AB023174	ANKRD6
AB023177	THSD7A
AB023180	SBNO2
AB023181	DLGAP4
AB023183	INPP5F
AB023185	CAMK2A
AB023186	PLEKHA6
AB023188	FASTKD2
AB023190	MAST1
AB023191	FAM149B1
AB023192	NISCH
AB023193	NTNG1
AB023199	WDR37
AB023201	ENSG00000288591
AB023201	TBC1D30
AB023202	RPH3A
AB023204	EPB41L3
AB023208	SEPTIN9
AB023209	PALLD
AB023212	PCNX1
AB023213	DZIP1
AB023217	MYH15
AB023219	R3HDM2
AB023220	USP20
AB023221	KDM2A
AB023222	RPGRIP1L
AB023223	STXBP5L
AB023226	CEP162
AB023231	FNBP4
AB023235	FAN1
AB023416	PYCARD
AB023508	TP53TG3
AB023508	TP53TG3C
AB023508	TP53TG3B
AB024568	HS2ST1
AB024691	CCDC125
AB024705	SSUH2
AB024729	MGAT4C
AB024730	MGAT4C
AB024730	ENSG00000258185
AB025008	CHIA
AB025026	CES1
AB025105	CDH1
AB025106	CDH1
AB025219	NCF4
AB025254	TDRD7
AB025286	ERBB2
AB025432	TSC22D3
AB026049	CAST
AB026116	SLC22A11
AB026118	MALT1
AB026156	TCAM1P
AB026187	PCDH11X
AB026264	IMPACT
AB026705	VNN2
AB026706	EMILIN2
AB026838	MT-TL1
AB026908	DNAJB9
AB026911	GCFC2
AB027004	DUSP13B
AB027133	GOLGA3
AB027137	RAB26
AB027249	PBK
AB027251	ZNF107
AB027567	SCN8A
AB028070	DBF4
AB028125	RGN
AB028449	DICER1
AB028639	CAPN7
AB028838	GSX2
AB028859	DNAJB11
AB028912	DFFB
AB028925	PIK3R5
AB028926	SARAF
AB028927	SLC43A3
AB028932	EHMT1
AB028943	HIC2
AB028944	ATP11A
AB028945	SHANK2
AB028949	KAZN
AB028951	CDK19
AB028953	IGSF9B
AB028955	UNC13A
AB028959	VASH1
AB028960	WDTC1
AB028965	TRAK1
AB028971	AAK1
AB028972	TCF25
AB028973	ENSG00000275018
AB028976	SAMD4A
AB028980	USP24
AB028986	USP22
AB028987	ZC3H4
AB028988	EPN2
AB028989	MAPK8IP3
AB028996	MTMR2
AB028997	ANKRD26
AB028998	TNS2
AB029004	ERC1
AB029006	SPAST
AB029007	ZNF507
AB029008	ANKHD1
AB029008	ANKHD1-EIF4EBP3
AB029010	SLC8A2
AB029013	NSD2
AB029019	PRRC2C
AB029023	RNF44
AB029025	LIMCH1
AB029026	TACC1
AB029027	PITRM1
AB029028	TASOR
AB029029	MYT1L
AB029032	BLTP1
AB029033	IQSEC3
AB029034	PHF8
AB029035	ARHGEF4
AB029035	SMIM39
AB029156	HDGFL3
AB029290	MACF1
AB029315	NGRN
AB029316	RNF19A
AB029348	HSF4
AB029434	GHRL
AB029551	RYBP
AB030181	ARID4B
AB030239	ARHGAP9
AB030240	EPB41L4A
AB030243	ZCCHC14
AB030304	PSMC3IP
AB030506	B9D1
AB030579	ECEL1
AB030656	CORO1C
AB030711	GABARAP
AB030815	PLAAT4
AB030835	CIZ1
AB030837	TUBD1
AB031042	LHX6
AB031045	TUBD1
AB031050	SLCO3A1
AB031051	SLCO4A1
AB031330	PRSS21
AB031479	PSORS1C1
AB031742	ECE1
AB032017	ADGRL4
AB032251	BPTF
AB032253	BAZ1B
AB032254	BAZ2A
AB032427	TRPV4
AB032593	PEX5L
AB032698	BIN2
AB032903	GMPR2
AB032920	MUTYH
AB032921	MUTYH
AB032923	MUTYH
AB032924	ENSG00000288208
AB032924	MUTYH
AB032925	MUTYH
AB032926	MUTYH
AB032927	MUTYH
AB032929	MUTYH
AB032945	MYO5B
AB032954	CCSER2
AB032956	GALNT16
AB032957	HECTD1
AB032962	GPR158
AB032963	ATP8B2
AB032966	TTC7A
AB032967	ZNF473
AB032970	KCNS2
AB032971	TMCC3
AB032973	DENND11
AB032978	GPATCH2L
AB032979	TRMT6
AB032980	DCDC2
AB032982	SRGAP3
AB032984	SCN3B
AB032985	NXPH3
AB032991	NDFIP2
AB032992	ZC4H2
AB032993	GRIPAP1
AB032994	CYFIP2
AB032997	TBC1D24
AB032999	HHATL
AB033000	LMBR1L
AB033005	IFT172
AB033007	ERGIC1
AB033010	PNKD
AB033018	IPO9
AB033019	MIER2
AB033020	CNOT6
AB033024	ZNF490
AB033027	GRAMD1B
AB033028	SHROOM4
AB033038	CCDC88A
AB033039	NAV1
AB033040	RNF150
AB033041	VANGL2
AB033043	KIAA1217
AB033045	RALGAPB
AB033048	PPP1R9A
AB033050	ZMIZ1
AB033051	ERBIN
AB033052	NLN
AB033055	ODF2L
AB033058	DLG3
AB033059	ADAMTSL3
AB033060	PDCD6-AHRR
AB033061	ARID1B
AB033063	HEG1
AB033064	RIMKLB
AB033066	ATAD2B
AB033067	BDP1
AB033071	NBPF12
AB033071	ENSG00000291243
AB033073	SULF2
AB033075	ASAP1
AB033076	KIDINS220
AB033077	MACF1
AB033080	CCPG1
AB033081	ANKFY1
AB033085	INO80
AB033087	TLE4
AB033091	SLC39A10
AB033092	MTA3
AB033093	KANSL1
AB033094	PARP14
AB033095	GMEB2
AB033099	ATAD3B
AB033100	PALD1
AB033101	FILIP1
AB033103	DENND2A
AB033105	KIFBP
AB033107	ZNF608
AB033108	KCNH3
AB033109	CPAMD8
AB033112	BRPF3
AB033113	INTS2
AB033115	BIRC6
AB033279	FBXW11
AB033280	FBXW11
AB033281	FBXW11
AB033603	COPS7A
AB033605	PSMD4
AB033823	TEKT2
AB033832	PDGFD
AB033941	DKK2
AB034203	DKK3
AB034205	LUC7L3
AB034636	ANKMY1
AB034912	WRAP73
AB034951	HSPA8
AB035172	ST6GALNAC4
AB035266	NRXN2
AB035305	CDH8
AB035332	TCL6
AB035333	TCL6
AB035334	TCL6
AB035335	TCL6
AB035340	ENSG00000259084
AB035341	ENSG00000259084
AB035342	ENSG00000259084
AB035343	ENSG00000259084
AB035481	TNFRSF12A
AB035676	DNTTIP1
AB035698	MINK1
AB035726	CACNA1A
AB035727	CACNA1A
AB035743	PIGP
AB035744	PIGP
AB035807	MUC13
AB035898	KIF15
AB036429	NDST4
AB036737	RERE
AB036830	INPP5K
AB036991	RBM45
AB037108	TPRA1
AB037159	RIPPLY3
AB037160	RIPPLY3
AB037682	TRIM49
AB037701	GEMIN2
AB037702	GEMIN2
AB037715	FRMD4A
AB037716	SH3PXD2B
AB037718	ENSG00000286143
AB037719	SSH1
AB037722	HECW2
AB037724	RPTOR
AB037725	SRGAP1
AB037726	NYNRIN
AB037728	UBR4
AB037729	RALGDS
AB037730	KLHL13
AB037733	ADAMTS9
AB037735	ARHGAP28
AB037739	RTL9
AB037741	HACE1
AB037750	SORCS2
AB037754	G2E3
AB037757	WDR35
AB037759	EIF2AK4
AB037766	CC2D2A
AB037768	ATP2C1
AB037769	PDP2
AB037772	WDR11
AB037773	LARS1
AB037776	IGSF9
AB037790	EIF2AK1
AB037792	BLTP1
AB037793	USP35
AB037794	STAMBPL1
AB037796	PDCD6IP
AB037797	ARRDC3
AB037798	CEP126
AB037802	COG1
AB037809	ZNF319
AB037810	SIPA1L2
AB037815	CARNS1
AB037817	ZNF471
AB037819	RRBP1
AB037823	CHPF2
AB037824	RPAP1
AB037825	ZNFX1
AB037829	UPF2
AB037830	UNC79
AB037832	FAM135A
AB037834	N4BP2
AB037838	IBTK
AB037839	SMPD4
AB037843	KCNT1
AB037844	TMEM181
AB037845	ARHGAP21
AB037847	CRAMP1
AB037860	NFIA
AB037862	ZNF687
AB037863	EBF4
AB037864	HOMEZ
AB037881	OGG1
AB037882	OGG1
AB037903	AKR1C6P
AB037938	COPZ2
AB037973	FGF23
AB038155	NUP98
AB038158	TMPRSS3
AB038159	TMPRSS3
AB038229	ACTR6
AB038783	MUC3A
AB038995	RAB8B
AB039327	CASK
AB039791	ACTR3C
AB039904	TRIM34
AB039947	NECAB3
AB040046	USHBP1
AB040120	SLC39A8
AB040138	AGPAT3
AB040413	ENSG00000291073
AB040431	AICDA
AB040527	MAGED4B
AB040527	MAGED4
AB040529	MAGED4B
AB040529	MAGED4
AB040537	DDX10
AB040538	NUP98
AB040812	PAK5
AB040820	AKR1E2
AB040878	SEMA5B
AB040879	BEGAIN
AB040880	BAHCC1
AB040882	WDR48
AB040885	POLR3E
AB040886	USP36
AB040887	SCAPER
AB040889	TRMT9B
AB040890	PITPNM2
AB040891	SLAIN2
AB040893	TNRC6A
AB040894	MBD5
AB040896	DIP2B
AB040908	VPS18
AB040910	MARK1
AB040912	SEMA6D
AB040913	NLGN3
AB040915	STIM2
AB040921	DHX36
AB040926	DCDC1
AB040932	NPLOC4
AB040936	DNAH2
AB040937	ERI2
AB040938	CCDC146
AB040939	KMT2C
AB040940	URGCP
AB040942	CCDC88C
AB040943	COL20A1
AB040944	ZSWIM5
AB040946	POGK
AB040947	SDK2
AB040949	PLCE1
AB040950	DHX37
AB040951	KANK2
AB040953	ABCB9
AB040956	PHF12
AB040957	CIP2A
AB040961	DTX2
AB040963	UVSSA
AB040972	ATOSB
AB040974	PPP2R2D
AB040975	PHRF1
AB041019	MEMO1
AB041035	NOX4
AB041267	KRT19
AB041268	KRT19
AB041269	KRT19P2
AB041833	PQBP1
AB041834	PQBP1
AB041835	PQBP1
AB041844	DIO2
AB041883	MAP3K20
AB041906	TOMM22
AB042029	ALKBH3
AB042199	ARHGEF4
AB042199	SMIM39
AB042237	CDC42EP4
AB042554	HHATL
AB042557	ENSG00000291233
AB042562	CSNK1G1
AB042624	SIRPG
AB042646	TGIF2
AB042647	MRO
AB042648	MYO18B
AB042823	RECQL5
AB043104	NOP10
AB043588	MFN1
AB043894	DLL4
AB043958	MT-TI
AB044245	RFX4
AB044277	FGF20
AB044545	OAS3
AB044547	HNRNPL
AB044548	EIF4EBP1
AB044661	GPN1
AB044745	LMO3
AB044746	LMO3
AB044751	ZNF395
AB044777	SLC2A4RG
AB044806	KCNH2
AB044807	PATJ
AB044943	NDRG3
AB044944	NDRG4
AB044971	NIFK
AB045117	WNT2B
AB045726	RIMS1
AB045832	TP53AIP1
AB046399	SERPINB3
AB046569	ACE2
AB046613	MYL6
AB046614	MYL12A
AB046744	CPSF1
AB046764	NBEA
AB046765	FBRSL1
AB046767	TLE3
AB046770	PLXNA4
AB046772	FLYWCH1
AB046776	OBSCN
AB046777	ARID2
AB046781	UACA
AB046783	ALS2
AB046784	CHD8
AB046785	NIN
AB046790	KNL1
AB046802	TNRC6C
AB046803	TMEM132A
AB046811	CADPS2
AB046813	HERC4
AB046816	FANCM
AB046817	SYTL2
AB046819	CPNE5
AB046820	FHIP2A
AB046821	SLMAP
AB046822	NCKAP5L
AB046823	DNAH5
AB046828	DENND1A
AB046834	KIAA1614
AB046837	SFMBT2
AB046838	RNF213
AB046840	PRX
AB046843	ANO8
AB046845	SMURF1
AB046847	METTL14
AB046848	IGDCC4
AB046849	ZNF532
AB046851	MOV10
AB046852	EPG5
AB046853	CDK5RAP2
AB046855	MED12L
AB046858	WDR19
AB046859	OBSCN
AB046860	CCDC40
AB046861	ANKRD36
AB047785	C2CD2
AB047786	ENSG00000275993
AB048207	EPB41L4A-AS1
AB048348	OMA1
AB048534	NAIPP1
AB048534	NAIP
AB048796	TMPRSS13
AB049149	PPFIBP1
AB049150	PEG10
AB049474	MRPL1
AB049618	APBB3
AB049638	MRPL11
AB049640	MRPL13
AB049652	MRPL34
AB049659	IFI30
AB049758	PBLD
AB049940	MRPS5
AB049944	MRPS11
AB049950	MRPS17
AB049959	MRPL51
AB050269	SLC22A12
AB050437	BACE1
AB050577	NUF2
AB050578	NUF2
AB050641	PPP1R12B
AB050854	THEMIS2
AB050856	B3GALNT1
AB051065	KISS1R
AB051232	PTBP2
AB051293	ARID1A
AB051358	ATP10A
AB051427	SCYL1
AB051434	DGCR5
AB051434	CELSR1P1
AB051435	TTC28-AS1
AB051436	ZNRF3
AB051437	SHANK3
AB051440	PRODHLP
AB051454	HPS4
AB051457	CHKB
AB051459	EFCAB6
AB051460	CPEB4
AB051462	PRDM16
AB051464	KLHL15
AB051466	THSD7B
AB051467	CCSER1
AB051474	KLHL4
AB051477	TMEM108
AB051482	FHOD3
AB051483	PHF21A
AB051488	GPRASP3
AB051490	ZNF407
AB051491	GPALPP1
AB051492	DDHD1
AB051495	KIF21A
AB051499	CEP44
AB051500	ASXL3
AB051501	CNTNAP3
AB051503	ACAP3
AB051505	KDM7A
AB051506	GRIP2
AB051518	CEP295
AB051519	SETD2
AB051520	PHACTR1
AB051523	AMBRA1
AB051526	SEMA4C
AB051531	ZCCHC2
AB051535	ZDHHC5
AB051538	CFAP74
AB051540	UNK
AB051541	ITPRIP
AB051542	KIAA1755
AB051544	SETD5
AB051545	CTTNBP2
AB051546	FHIP1B
AB051547	WNK2
AB051550	CNTNAP4
AB051550	ENSG00000287694
AB051553	SBF2
AB051555	KNDC1
AB051558	DOCK7
AB051559	GREB1L
AB051853	ARHGAP9
AB051866	RIMS1
AB052103	COLEC12
AB052765	SHARPIN
AB052767	FOXP1
AB052778	CREB3L4
AB052908	ULBP3
AB052949	SCARF1
AB052950	SCARF1
AB052956	STAB1
AB052957	STAB1
AB053232	GAL3ST3
AB053302	MPP4
AB053303	MPP4
AB053305	ALS2
AB053306	ALS2
AB053309	CARF
AB053310	CARF
AB053311	RAPH1
AB053312	CFLAR-AS1
AB053313	C2CD6
AB053314	FLACC1
AB053315	FAM117B
AB053316	ICA1L
AB053317	ICA1L
AB053318	NBEAL1
AB053319	NBEAL1
AB053321	PARD3B
AB053445	CDH23
AB053468	ERC1
AB053469	ERC1
AB053471	ERC1
AB054002	NPAS1
AB054538	INO80B
AB054889	SNX27
AB055056	UNC5D
AB055225	ENSG00000291073
AB055226	ENSG00000288632
AB055227	ENSG00000291073
AB055390	ABCA7
AB055603	AKR1E2
AB055660	SHROOM3
AB055704	LHX4
AB055763	RPL7P11
AB055768	RPL35A
AB055770	RPL37P2
AB055777	ENSG00000232346
AB055798	SLC22A16
AB055804	PFDN5
AB055890	AKAP13
AB055962	NPAS3
AB055982	ABCA1
AB056106	ABI3BP
AB056152	WRNIP1
AB056507	ZEB2
AB056508	PPP1R14A
AB056652	C8orf34
AB056665	RPL7A
AB056722	APCDD1
AB056749	ASAP3
AB057356	POMGNT1
AB057443	ZFP91-CNTF
AB057591	DKK3
AB057670	BCL11B
AB057724	PIGT
AB057769	CYGB
AB058636	HFM1
AB058677	MEGF11
AB058685	IKZF4
AB058686	MYO15B
AB058689	TMEM132B
AB058690	NEURL4
AB058692	ZMAT1
AB058694	CDK13
AB058695	FASTKD5
AB058697	FANCI
AB058700	FOCAD
AB058701	L3MBTL3
AB058706	ZNF462
AB058707	MAP3K21
AB058713	SYVN1
AB058715	CDH23
AB058716	LZTS2
AB058717	DOT1L
AB058718	ERMP1
AB058723	RAI1
AB058729	MSANTD4
AB058732	ZNF527
AB058735	SPIRE2
AB058736	MROH1
AB058738	RANGAP1
AB058740	KIAA0319L
AB058742	RNPC3
AB058743	SPG11
AB058744	SANBR
AB058746	UNC80
AB058747	WAC
AB058752	RADIL
AB058754	GMPPB
AB058759	TNRC18
AB058765	KRBA1
AB058766	ENSG00000267426
AB058766	FBF1
AB058767	HYDIN2
AB058767	ENSG00000290557
AB058769	FNDC1
AB058771	ARMC9
AB058772	SEMA6C
AB058773	COL27A1
AB058774	ZNF594
AB058775	ATCAY
AB058777	ZNF286A-TBC1D26
AB058778	WDR97
AB058779	EHMT1
AB058780	ST6GAL2
AB058892	MIR7-3HG
AB058893	MIR7-3HG
AB058894	IGSF1
AB058895	GHRHR
AB059618	KREMEN1
AB059622	RB1CC1
AB060168	ACTL6A
AB060688	LZIC
AB060695	TLR5
AB061315	ACTL6A
AB061325	PPARGC1A
AB061371	SMG1
AB061546	SRP14
AB061683	PKD1L1
AB061712	ACSL3
AB061713	ACSL4
AB061714	ACSL4
AB061798	EXD3
AB062073	ENSG00000280242
AB062101	ST8SIA6
AB062284	SLC11A2
AB062286	PEX19
AB062288	RPS3
AB062361	ZCRB1
AB062394	DDX21
AB062397	UBE2S
AB062398	NIP7
AB062401	RPS8
AB062402	FTH1
AB062403	ATIC
AB062431	RPL9
AB062432	PGK1
AB062436	CARS2
AB062437	C17orf75
AB062450	NEK7
AB062451	UCK2
AB063298	CFAP91
AB063300	CSRNP3
AB063323	EIF4G2
AB064961	ORMDL2
AB065089	RPS2
