from	to
82-FIP	NM_020772
87U6	NM_006496
8B	NM_182961
8D6	NM_016579
8D6A	NM_016579
8HS20	NM_013378
9-27	NM_003641
90K	NM_005567
9630046K23Rik	NM_152305
9F	NM_004699
9G8	NM_001031684
9G8	NM_006425
A-152E5.1	NM_002990
A-2	NM_019858
A-761H5.2	NG_009463
A-923A4.1	NM_001308172
A-FABP	NM_001442
A-LAP	NM_016442
A-ROD	NR_120641
A-SCID	NM_022487
A-myb	NM_001080416
A1	NM_002916
A1	NM_181471
A1	NM_002913
A1-5	NM_021088
A10	NG_000833
A121	NM_005801
A14GALT	NM_017436
A1A	NM_001002235
A1AT	NM_001002235
A1B	NM_021021
A1BG	NM_130786
A1BG-AS	NR_015380
A1BG-AS1	NR_015380
A1BGAS	NR_015380
A1CF	NM_014576
A1S9T	NM_003334
A1U	NM_020131
A2	NM_004928
A2	NM_130769
A2	NM_000023
A20	NG_000834
A211C6.1	NM_020424
A214N16.3	NM_138818
A26	NG_000834
A26A1	NM_001002920
A26B1	NM_207355
A26B2	NM_001137671
A26B3	NM_174981
A26C1	NM_001083538
A26C1A	NM_001083538
A26C1B	NM_001099771
A26C2	NM_001005356
A26C3	NM_001136213
A28-RGS14	NM_002928
A2AP	NM_000934
A2BP1	NM_145891
A2D	NM_007245
A2HS	NM_001622
A2LD1	NM_033110
A2M	NM_000014
A2M-AS1	NR_026971
A2ML1	NM_144670
A2MP	NG_001067
A2MP1	NG_001067
A2MR	NM_002332
A2lp	NM_007245
A30	NG_000834
A33	NM_005814
A34.5	NM_012099
A3AR	NM_000677
A3AR	NM_020683
A3GALNT	NM_020469
A3GALNT	NM_021996
A3GALT1	NM_020469
A3GALT2	NM_001080438
A3GALT2P	NM_001080438
A4	NM_000231
A4	NM_002668
A4-LSB	NM_002668
A4GALT	NM_017436
A4GNT	NM_016161
A6	NM_002822
A6L	YP_003024030
A8-51	NM_017715
AA	NM_021961
AAA1	NR_015356
AAC-11	NM_006595
AAC1	NM_001151
AAC1	NM_000662
AAC11	NM_006595
AAC2	NM_000015
AACS	NM_023928
AACSL	NR_024035
AACSP1	NR_024035
AACT	NM_001085
AADAC	NM_001086
AADACL1	NM_020792
AADACL2	NM_207365
AADACL3	NM_001103170
AADACL4	NM_001013630
AADAT	NM_016228
AAED1	NM_153698
AAF132	NM_025099
AAG3	NM_001031684
AAGAB	NM_024666
AAIR8193	NM_198450
AAK1	NM_014911
AAKG	NM_016203
AAKG2	NM_016203
AAMDC	NM_024684
AAMP	NM_001087
AANAT	NM_001088
AAP	NM_000934
AAP1	NM_012234
AAR2	NM_015511
AARD	NM_001025357
AARS	NM_001605
AARS1	NM_001605
AARS2	NM_020745
AARSD1	NM_001261434
AARSL	NM_020745
AASD-PPT	NM_015423
AASDH	NM_181806
AASDHPPT	NM_015423
AASS	NM_005763
AAT	NM_001002235
AAT-1	NM_033364
AAT1	NM_033364
AAT1alpha	NM_033364
AATBC	NR_026961
AATF	NM_012138
AATK	NM_004920
AATYK	NM_004920
AATYK1	NM_004920
AATYK2	NM_014916
AATYK3	NM_052895
AAVR	NM_024874
AAVS1	NM_017607
AB-DIP	NM_017730
AB073614	NM_000096
ABAD	NM_004493
ABALON	NR_131907
ABAT	NM_020686
ABBA	NM_138383
ABBA-1	NM_138383
ABBP1	NM_004499
ABC-C	NM_001089
ABC1	NM_022070
ABC1	NM_005502
ABC16	NM_003742
ABC2	NM_001606
ABC20	NM_000927
ABC28	NM_005692
ABC3	NM_001089
ABC35	NM_000492
ABC36	NM_000352
ABC7	NM_004299
ABC8	NM_207174
ABCA1	NM_005502
ABCA10	NM_080282
ABCA11	NR_002451.2
ABCA11P	NR_002451.2
ABCA12	NM_173076
ABCA13	NM_152701
ABCA15P	NR_026675
ABCA17P	NR_003574
ABCA2	NM_001606
ABCA3	NM_001089
ABCA3P1	NG_022511
ABCA4	NM_000350
ABCA5	NM_018672
ABCA6	NM_080284
ABCA7	NM_019112
ABCA8	NM_007168
ABCA9	NM_172386
ABCB1	NM_000927
ABCB10	NM_012089
ABCB10P	NG_005041
ABCB10P1	NG_005041
ABCB10P2	NG_005041
ABCB10P3	NG_022122
ABCB10P4	NG_022102
ABCB11	NM_003742
ABCB2	NM_000593
ABCB3	NM_000544
ABCB4	NM_000443
ABCB5	NM_178559
ABCB5alpha	NM_178559
ABCB5beta	NM_178559
ABCB6	NM_005689
ABCB7	NM_004299
ABCB8	NM_007188
ABCB9	NM_019624
ABCC1	NM_004996
ABCC10	NM_033450
ABCC11	NM_032583
ABCC12	NM_033226
ABCC2	NM_000392
ABCC3	NM_020038
ABCC4	NM_005845
ABCC5	NM_005688
ABCC6P1	NR_003569
ABCC6P2	NR_023387
ABCC7	NM_000492
ABCC8	NM_000352
ABCC9	NM_005691
ABCD-1	NM_002990
ABCD-2	NM_002987
ABCD-3	NM_002996
ABCD1	NM_000033
ABCD2	NM_005164
ABCD3	NM_002858
ABCD4	NM_005050
ABCE1	NM_002940
ABCF2	NM_005692
ABCF3	NM_018358
ABCG1	NM_207174
ABCG2	NM_004827
ABCG4	NM_022169
ABCG5	NM_022436
ABCG8	NM_022437
ABCP	NM_004827
ABCR	NM_000350
ABCX	NM_019112
ABDH19	NM_016147
ABF-1	NM_005098
ABH	NM_006020
ABH2	NM_001001655
ABHD1	NM_032604
ABHD10	NM_018394
ABHD11-AS1	NR_026690
ABHD12	NM_015600
ABHD12A	NM_015600
ABHD13	NM_032859
ABHD14A	NM_015407
ABHD14B	NM_032750
ABHD15	NM_198147
ABHD17A	NM_031213
ABHD17AP1	NG_011738
ABHD17AP2	NG_011738
ABHD17AP3	XR_041784
ABHD17B	NM_016014
ABHD17C	NM_021214
ABHD18	NM_001039717
ABHD20	NM_001979
ABHD21	NM_016630
ABHD5	NM_016006
ABHD6	NM_020676
ABHD7	NM_173567
ABHD8	NM_024527
ABHD9	NM_024794
ABI-1	NM_005470
ABI-2	NM_005759
ABI1	NM_005470
ABI1P	NG_002531
ABI1P1	NG_002531
ABI2	NM_005759
ABI2B	NM_005759
ABI3	NM_016428
ABIN-1	NM_006058
ABIN-2	NM_024309
ABIN-3	NM_024873
ABITRAM	NM_017832
ABITRAMP1	NG_011392
ABL	NM_007313
ABL	NM_000253
ABL1	NM_007313
ABL2	NM_005158
ABLIM2	NM_001130083
ABLIM3	NM_014945
ABLL	NM_005158
ABO	NM_020469
ABP	NM_001040
ABP	NM_001091
ABP-278	NM_001457
ABP1	NM_001091
ABP1	NM_014063
ABP125	NM_016211
ABP130	NM_016211
ABP620	NM_033044
ABRA	NM_139166
ABRA1	NM_139076
ABRACL	NM_021243
ABRAXAS	NM_139076
ABRAXAS1	NM_139076
ABRAXAS1P1	NG_025605
ABRAXAS1P2	NG_022380
ABRAXAS2	NM_032182
ABRO1	NM_032182
ABS	NM_016222
ABT1P1	NG_025142
ABTB1	NM_172027
ABTB2	NM_145804
ABTB2A	NM_145804
ABTB2B	NM_152322
ABTB3	NM_152322
AC	NM_004315
AC004542.C22.1	NM_014941
AC004997.C22.2	NM_031937
AC005154.1	NR_038889
AC005154.6	NR_038889
AC005592.2	NR_120664
AC005682.5	NR_146320
AC007092.1	NR_033873
AC007182.6	NR_110552
AC007365.1	NR_034023
AC007386.2	NR_036586
AC007403.1	NR_110600
AC007731.1	NR_136572
AC008079.1	NR_136570
AC008392.1	NR_040599
AC009133.12	NR_186424
AC009227.1	NR_161181
AC011472.4	NR_186345
AC012044.5	NR_172103
AC016831.7	NR_109780
AC016876.1	NR_136401
AC021321.1	NR_136223
AC022026.3	NG_009794
AC022211.2	NR_036520
AC022389.4	NM_001284223
AC022915.1	NR_105004
AC023283.3	NM_001242699
AC023904.2	NR_024340
AC025154.2	NR_110590
AC051619.4	NR_120335
AC073585.2	NM_152644
AC073585.4	NM_001029888
AC079061.1	NR_161375
AC079767.4	NR_135567
AC083837.1	NR_157588
AC084727.4	NM_001164484
AC090197.1	NR_038323
AC091814.2	NR_104634
AC096655.1-002	NR_126369
AC1	NM_021116
AC104135.4	NR_125792
AC104653.1	NR_110174
AC133	NM_006017
AC145110.1	NR_125815
AC156455.1	NR_135044
AC19	NM_015972
AC19	NM_152705
AC2	NM_020546
AC3-33	NM_173657
AC40	NM_004875
AC5	NM_183357
AC6	NM_020983
ACA1	NR_003026
ACA10	NR_002327
ACA11	NR_003004
ACA12	NR_003007
ACA13	NR_002922
ACA14a	NR_002955
ACA14b	NR_002956
ACA15	NR_002957
ACA16	NR_003035
ACA17	NR_002958
ACA18	NR_002959
ACA19	NR_002917
ACA20	NR_002960
ACA21	NR_002576
ACA22	NR_002961
ACA23	NR_002962
ACA24	NR_002963
ACA25	NR_003028
ACA26	NR_003005
ACA27	NR_002575
ACA28	NR_002964
ACA29	NR_002965
ACA2A	NR_002950
ACA2b	NR_002951
ACA3	NR_002580
ACA3-2	NR_002977
ACA30	NR_002966
ACA31	NR_002967
ACA32	NR_003032
ACA33	NR_002436
ACA34	NR_002968
ACA35	NR_002997
ACA36	NR_002969
ACA36b	NR_002994
ACA37	NR_002970
ACA38	NR_002971
ACA39	NR_002972
ACA4	NR_002588
ACA40	NR_002973
ACA41	NR_002590
ACA42	NR_002974
ACA43	NR_002975
ACA44	NR_002976
ACA45	NR_003011
ACA46	NR_002978
ACA47	NR_003013
ACA48	NR_002918
ACA49	NR_002979
ACA5	NR_002919
ACA50	NR_002980
ACA51	NR_002981
ACA52	NR_002585
ACA53	NR_003015
ACA54	NR_002982
ACA55	NR_002983
ACA56	NR_002984
ACA57	NR_003012
ACA58	NR_002985
ACA59	NR_003025
ACA59	NR_003022
ACA5b	NR_002990
ACA5c	NR_002991
ACA6	NR_002325
ACA60	NR_002986
ACA61	NR_002987
ACA62	NR_002995
ACA63	NR_003019
ACA64	NR_003020
ACA65	NR_003021
ACA66	NR_002999
ACA67	NR_002996
ACA67B	NR_028374
ACA68	NR_003000
ACA7	NR_002582
ACA7B	NR_002992
ACA8	NR_002920
ACA9	NR_002952
ACAA1	NM_001607
ACAA2	NM_006111
ACAC	NM_198836
ACACA	NM_198836
ACACB	NM_001093
ACACalpha	NM_198836
ACACbeta	NM_001093
ACAD10	NM_025247
ACAD11	NM_032169
ACAD3	NM_000017
ACAD4	NM_001608
ACAD6	NM_000018
ACAD7	NM_001609
ACAD8	NM_014384
ACAD9	NM_014049
ACADL	NM_001608
ACADS	NM_000017
ACADSB	NM_001609
ACADVL	NM_000018
ACAM	NM_024769
ACAN	NM_001135
ACAP1	NM_014716
ACAP2	NM_012287
ACAP3	NM_030649
ACAS2	NM_018677
ACAS2L	NM_032501
ACAT	NM_000019
ACAT	NM_003101
ACAT1	NM_000019
ACAT1	NM_003101
ACAT2	NM_005891
ACATE2	NM_012332
ACATN	NM_004733
ACBD1	NM_020548
ACBD2	NM_006117
ACBD3	NM_022735
ACBD3-AS1	NR_146443
ACBD4	NM_024722
ACBD5	NM_145698
ACBD6	NM_032360
ACBP	NM_001080513
ACBP	NM_020548
ACC	NM_198836
ACC-1	NM_004049
ACC-2	NM_004049
ACC-4	NM_004390
ACC-5	NM_004390
ACC-6	NM_001123366
ACC-alpha	NM_198836
ACC-beta	NM_001093
ACC1	NM_004049
ACC1	NM_198836
ACC2	NM_004049
ACC2	NM_001093
ACC4	NM_004390
ACC5	NM_004390
ACC6	NM_001123366
ACCA	NM_005281
ACCA	NM_198836
ACCB	NM_001093
ACCN	NM_183377
ACCN	NM_001094
ACCN1	NM_183377
ACCN1	NM_001094
ACCN2	NM_020039
ACCN3	NM_004769
ACCN4	NM_018674
ACCPN	NM_005135
ACCS	NM_032592
ACCSL	NM_001031854
ACCSLP1	NG_025783
ACCalpha	NM_198836
ACCbeta	NM_001093
ACD	NM_022914
ACDC	NM_004797
ACDCR1	NM_015999
ACDCR2	NM_024551
ACDP1	NM_020348
ACDP2	NM_017649
ACDP3	NM_017623
ACDP4	NM_020184
ACDase	NM_004315
ACE	NM_000789
ACE1	NM_000789
ACE2-DT	NR_126564
ACER1	NM_133492
ACER2	NM_001010887
ACER2P1	NG_030142
ACER3	NM_018367
ACF	NM_014576
ACF64	NM_014576
ACF65	NM_014576
ACF7	NM_033044
ACG	NM_144658
ACGNAT	NM_201648
ACH	NM_000142
ACH1	NM_007274
ACH2	NM_001037161
ACHAP	NM_015921
ACHE	NM_015831
ACHM1	NM_019098
ACHM2	NM_001298
ACHM3	NM_019098
ACHM4	NM_005272
ACHM5	NM_006204
ACHP	NM_022458
ACHRE	NM_000080
ACHRG	NM_005199
ACID1	NM_030973
ACIN1	NM_014977
ACINUS	NM_014977
ACK	NM_005781
ACK1	NM_005781
ACKR1	NM_002036
ACKR2	NM_001296
ACKR3	NM_020311
ACKR4	NM_016557
ACKR4P1	XM_208346
ACKR6	NM_031220
ACL	NM_001096
ACLP	NM_001129
ACLS	NM_000168
ACLY	NM_001096
ACLY-BP	NR_024480
ACN	NM_000268
ACN9	NM_020186
ACO	NM_017509
ACO1	NM_002197
ACO2	NM_001098
ACO2P1	NG_022871
ACO2P2	NG_029282
ACOD1	NM_001258406
ACOD4	NM_024906
ACONM	NM_001098
ACOT1	NM_001037161
ACOT11	NM_015547
ACOT12	NM_130767
ACOT13	NM_018473
ACOT2	NM_006821
ACOT4	NM_152331
ACOT6	NM_001037162
ACOT7	NM_007274
ACOT8	NM_183386
ACOT9	NM_012332
ACOX2	NM_003500
ACOX4	NM_018308
ACOXL	NM_018308
ACOXL-AS1	NR_122074
ACP	NM_005003
ACP-3	NM_001099
ACP1	NM_004300
ACP1	NM_005003
ACP2	NM_001610
ACP3	NM_001099
ACP33	NM_016630
ACP4	NM_033068
ACP6	NM_016361
ACP7	NM_001004318
ACPA	NM_002777
ACPIN1	NM_001037163
ACPL1	NM_016361
ACPL2	NM_152282
ACPP	NM_001099
ACPS	NM_015423
ACPT	NM_033068
ACR	NM_001097
ACR1	NM_181651
ACRBP	NM_032489
ACRP	NM_004890
ACRP1	NG_021518
ACRP30	NM_004797
ACRV1	NM_001612
ACS	NM_018677
ACS	NM_032592
ACS1	NM_001995
ACS2	NM_016234
ACS2	NM_015256
ACS3	NM_004457
ACS3	NM_000474
ACS4	NM_004458
ACS5	NM_016234
ACSA	NM_018677
ACSB	NM_012254
ACSBG1	NM_015162
ACSBG2	NM_030924
ACSF1	NM_023928
ACSF2	NM_025149
ACSF3	NM_174917
ACSF4	NM_181806
ACSL1	NM_001995
ACSL3	NM_004457
ACSL3P1	NG_025745
ACSL4	NM_004458
ACSL5	NM_016234
ACSL6	NM_015256
ACSM1	NM_052956
ACSM2	NM_182617
ACSM2	NM_001308172
ACSM2A	NM_001308172
ACSM2B	NM_182617
ACSM3	NM_005622
ACSM4	NM_001080454
ACSM5	NM_017888
ACSM5P1	NG_026352
ACSM6	NM_207321
ACSMW	NM_025149
ACSS1	NM_032501
ACSS2	NM_018677
ACSS3	NM_024560
ACSVL1	NM_003645
ACSVL2	NM_014031
ACSVL3	NM_024330
ACSVL5	NM_198580
ACSVL6	NM_012254
ACT	NM_007274
ACT	NM_001085
ACT	NM_020482
ACT	NM_001145442
ACT1GP1	NG_001068
ACTA	NM_001100
ACTA1	NM_001100
ACTA2	NM_001613
ACTA2-AS1	NR_125373
ACTA3	NM_001615
ACTB	NM_001101
ACTBL1	NM_001136213
ACTBL2	NM_001017992
ACTBL3	NR_033885
ACTBP1	NG_022596
ACTBP12	NG_026958
ACTBP14	NG_022182
ACTBP16	NG_022284
ACTBP2	NG_003019
ACTBP2	NG_000840
ACTBP6	NG_008793
ACTBP8	NG_000840
ACTBP9	NG_003162
ACTC	NM_005159
ACTC1	NM_005159
ACTDP	NM_001011546
ACTG	NM_001614
ACTG1	NM_001614
ACTG1P1	NG_001068
ACTG1P10	NG_003039
ACTG1P11	NG_004636
ACTG1P14	NG_023870
ACTG1P2	NG_004636
ACTG1P25	NR_002929
ACTG1P3	NG_000842
ACTG1P9	NG_001069
ACTG2	NM_001615
ACTGP1	NG_001068
ACTGP10	NG_003039
ACTGP2	NG_004636
ACTGP3	NG_000842
ACTGP5	NG_026958
ACTGP9	NG_001069
ACTH	NM_001035256
ACTL1	NG_003039
ACTL2	NG_004636
ACTL3	NM_001615
ACTL6	NM_016188
ACTL6A	NM_004301
ACTL6B	NM_016188
ACTL7A	NM_006687
ACTL7B	NM_006686
ACTL8	NM_030812
ACTL9	NM_178525
ACTMAP	NM_198476
ACTN1	NM_001102
ACTN2	NM_001103
ACTN3	NM_001104
ACTP1	NG_044542
ACTR	NM_006534
ACTR1AP1	NG_021577
ACTR1B	NM_005735
ACTR2	NM_001005386
ACTR2P1	NG_027472
ACTR2P2	NG_022927
ACTR3	NM_005721
ACTR3-AS1	NR_110174
ACTR3B	NM_020445
ACTR3BP1	NG_005799
ACTR5	NM_024855
ACTR6	NM_022496
ACTR6P1	NG_025147
ACTR8	NM_022899
ACTRII	NM_001616
ACTRT1	NM_138289
ACTRT1P1	NG_011795
ACTRT2	NM_080431
ACTRT3	NM_032487
ACTSA	NM_001613
ACTSG	NM_001615
ACV	NM_002222
ACVR1	NM_001105
ACVR1A	NM_001105
ACVR1B	NM_020328
ACVR1C	NM_145259
ACVR2	NM_001616
ACVR2A	NM_001616
ACVR2B	NM_001106
ACVR2B-AS1	NR_028389
ACVRIP1	NM_012301
ACVRL1	NM_000020
ACVRLK1	NM_000020
ACVRLK2	NM_001105
ACVRLK3	NM_004329
ACVRLK4	NM_020328
ACVRLK7	NM_145259
ACY-3	NM_080658
ACY1	NM_000666
ACY1L	NM_024781
ACY1L2	NM_001010853
ACY2	NM_000049
ACY3	NM_080658
ACYL3P	NR_024021
ACZ	NM_014510
AD-003	NM_014064
AD-005	NM_016284
AD-015	NM_018445
AD-017	NM_152932
AD-020	NM_020141
AD002	NM_016403
AD023	NM_020679
AD024	NM_020675
AD025	NM_018465
AD026	NM_000677
AD026	NM_020683
AD026	NM_001081976
AD029	NM_018559
AD031	NM_152432
AD034	NM_031480
AD035	NM_020944
AD037	NM_032023
AD1	NM_000484
AD158	NM_032270
AD2	NM_000041
AD24	NM_022451
AD3	NM_000021
AD3	NM_007063
AD3L	NM_000447
AD4	NM_000447
AD4BP	NM_004959
ADA	NM_000022
ADA1	NM_053053
ADA1	NM_000022
ADA2	NM_001488
ADA2A	NM_001488
ADAD1	NM_139243
ADAD2	NM_139174
ADAL	NM_001324366
ADAM-TS10	NM_030957
ADAM-TS2	NM_014244
ADAM-TS6	NM_197941
ADAM-TS7	NM_014272
ADAM-TS8	NM_007037
ADAM1	NG_001216
ADAM10	NM_001110
ADAM11	NM_002390
ADAM15	NM_003815
ADAM18	NM_014237
ADAM19	NM_033274
ADAM1A	NG_001216
ADAM1B	NG_024129
ADAM1P	NG_001216
ADAM2	NM_001464
ADAM20P1	NR_037933
ADAM21P	NG_002467
ADAM21P1	NG_002467
ADAM22	NM_021723
ADAM23	NM_021778
ADAM23	NM_003812
ADAM27	NM_014237
ADAM28	NM_021778
ADAM3	NR_001569
ADAM30	NM_021794
ADAM32	NM_145004
ADAM33	NM_025220
ADAM3A	NR_001569
ADAM3B	NG_001526
ADAM5	NR_001448
ADAM5P	NR_001448
ADAM6	NR_002224
ADAM7	NM_003817
ADAM7-AS1	NR_125808
ADAM7-AS2	NR_125809
ADAM8	NM_001109
ADAMDEC1	NM_014479
ADAMTS-2	NM_005099
ADAMTS-3	NM_014244
ADAMTS10	NM_030957
ADAMTS12	NM_030955
ADAMTS13	NM_139025
ADAMTS14	NM_080722
ADAMTS15	NM_139055
ADAMTS16	NM_139056
ADAMTS16-DT	NR_109915
ADAMTS16s	NM_139056
ADAMTS17	NM_139057
ADAMTS19	NM_133638
ADAMTS19-AS1	NR_125748
ADAMTS2	NM_014244
ADAMTS20	NM_025003
ADAMTS4	NM_005099
ADAMTS6	NM_197941
ADAMTS7	NM_014272
ADAMTS7P5	NG_027439
ADAMTS8	NM_007037
ADAMTS9-AS1	NR_110150
ADAMTS9-AS2	NR_038264
ADAMTSL2	NM_014694
ADAMTSL3	NM_207517
ADAMTSL4	NM_019032
ADAMTSL5	NM_213604
ADAMTSL6	NM_024817
ADANE	NM_006267
ADAP	NM_001465
ADAP1	NM_006869
ADAP2	NM_018404
ADAP6	NM_004274
ADAR	NM_001111
ADAR1	NM_001111
ADAR2	NM_015833
ADAR2a	NM_015833
ADAR2a-L1	NM_015833
ADAR2a-L2	NM_015833
ADAR2a-L3	NM_015833
ADAR2b	NM_015833
ADAR2c	NM_015833
ADAR2d	NM_015833
ADAR2g	NM_015833
ADAR3	NM_018702
ADARB1	NM_015833
ADARB2	NM_018702
ADARB2-AS1	NR_033387
ADAT1	NM_012091
ADAT2	NM_001286259
ADAT3	NM_138422
ADB2	NM_005353
ADCAII	NM_000333
ADCK1	NM_020421
ADCK2	NM_052853
ADCK3	NM_020247
ADCK4	NM_024876
ADCK5	NM_174922
ADCY1	NM_021116
ADCY10	NM_018417
ADCY10P1	NR_026938
ADCY2	NM_020546
ADCY5	NM_183357
ADCY6	NM_020983
ADCYAP1	NM_001117
ADCYAP1R1	NM_001118
ADD1	NM_014189
ADD2	NM_001617
ADD3	NM_019903
ADD3-AS1	NR_038943
ADDB	NM_001617
ADDL	NM_019903
ADE2H1	NM_006452
ADF	NM_001011546
ADFP	NM_001122
ADG-90	NM_018988
ADGB	NM_024694
ADGB-DT	NR_125860
ADGRB1	NM_001702
ADGRB2	NM_001703
ADGRC1	NM_014246
ADGRC2	NM_001408
ADGRC3	NM_001407
ADGRD1	NM_198827
ADGRD1-AS1	NR_131950
ADGRD2	NM_182611
ADGRE3	NM_032571
ADGRE4P	NR_024075
ADGRE5	NM_078481
ADGRF1	NM_153840
ADGRF2	NM_153839
ADGRF2P	NM_153839
ADGRF3	NM_153835
ADGRF4	NM_153838
ADGRF5	NM_015234
ADGRF5-AS1	NR_110658
ADGRG3	NM_170776
ADGRG5	NM_153837
ADGRL1	NM_014921
ADGRL1-AS1	NR_045214
ADGRL2	NM_012302
ADGRL4	NM_022159
ADGRV1	NM_032119
ADH	NM_000490
