from	to
NM_001011831	Or9q1
NM_001011835	Or5d14
NM_001011846	Or10a49
NM_001011851	Or1d2
NM_001011860	Or4c117
NM_001011868	Or4p7
NM_001011874	Xkr4
NM_001011875	Rnase12
NM_001011876	Ang6
NM_001012236	Trex1
NM_001012273	Birc5
NM_001012310	Slc25a47
NM_001012336	Mdk
NM_001012477	Cxcl12
NM_001012520	Klri1
NM_001012704	Wfdc13
NM_001012765	Adcy5
NM_001013012	Zfp787
NM_001013013	Dhrs7c
NM_001013019	Lrrn4cl
NM_001013028	Tmem263
NM_001013360	Npcd
NM_001013366	Wdr91
NM_001013371	Dtx3l
NM_001013379	Zfp930
NM_001013411	Nkain2
NM_001013412	Ccl26
NM_001013741	Ddn
NM_001013756	Grhl3
NM_001013759	Gas2l2
NM_001013762	Gm4952
NM_001013768	Lgalsl2
NM_001013769	Rsl1
NM_001013770	Lipo3
NM_001013776	Fbxw24
NM_001013785	Akr1c19
NM_001013788	Gm5447
NM_001013792	Otulin
NM_001013797	Spink6
NM_001013799	Mettl21c
NM_001013806	Ankrd13c
NM_001013823	Krtap4-16
NM_001013829	Shf
NM_001013832	Gpr31b
NM_001013833	Prkg1
NM_001014397	Zfp985
NM_001017441	Tbata
NM_001017966	Ddi2
NM_001018019	Grxcr1
NM_001018079	Lce3f
NM_001018087	Ldoc1
NM_001024134	Trim15
NM_001024385	Crls1
NM_001024474	Diras2
NM_001024622	Pcnp
NM_001024698	Cpa2
NM_001024702	C1ql4
NM_001024717	Gal3st3
NM_001024726	Zfp607a
NM_001024728	Rps23rg1
NM_001024838	Adarb1
NM_001024842	Hoxc11
NM_001024850	Rhox10
NM_001024856	Ttbk2
NM_001024922	Ddx49
NM_001024931	Rbfox3
NM_001024932	Pilrb2
NM_001024945	Qsox1
NM_001024952	Rc3h1
NM_001025084	Rhox1
NM_001025156	Ccdc93
NM_001025240	Adam34l
NM_001025296	Dffa
NM_001025305	Tfap2b
NM_001025311	St6galnac6
NM_001025312	Dclre1b
NM_001025313	Tapbp
NM_001025358	Klc1
NM_001025381	Gpr17
NM_001025382	Insyn2b
NM_001025386	Or52a20
NM_001025388	Eno1b
NM_001025392	Bclaf1
NM_001025431	Btbd3
NM_001025435	Timd6
NM_001025562	Pus1
NM_001025565	Lhx9
NM_001025567	Dmbx1
NM_001025570	Prrx1
NM_001025575	Cfhr2
NM_001025577	Maf
NM_001025585	Kcnj6
NM_001025586	Nr2c2ap
NM_001025589	Rfxank
NM_001025599	Trim26
NM_001029836	Npnt
NM_001029855	Psme2
NM_001029878	Lonrf2
NM_001029938	Rilp
NM_001029987	Aoc1l1
NM_001029990	Mettl17
NM_001030274	Ndufs5
NM_001030292	Kcnk15
NM_001030305	Pmp2
NM_001031621	Abca17
NM_001031667	Gsk3a
NM_001031808	Mrpl41
NM_001032298	Bglap2
NM_001033041	Acmsd
NM_001033131	Krtdap
NM_001033132	Commd6
NM_001033136	Rmdn3
NM_001033139	Spindoc
NM_001033140	Sdhaf1
NM_001033145	Dipk2a
NM_001033149	Ttc9
NM_001033173	Usp31
NM_001033175	Cln6
NM_001033181	Jrkl
NM_001033191	Naa11
NM_001033196	Znfx1
NM_001033199	Clca4b
NM_001033208	Myzap
NM_001033211	Ezhip
NM_001033212	Rprml
NM_001033213	Ttc7b
NM_001033215	Zfp957
NM_001033222	Pdzd8
NM_001033228	Itga1
NM_001033229	Cyp11b1
NM_001033242	Cln5
NM_001033245	Hk3
NM_001033258	Arfgef3
NM_001033268	Fam120a
NM_001033273	5031439G07Rik
NM_001033277	Spryd3
NM_001033310	Cox18
NM_001033311	Vsig10
NM_001033312	Fbxl18
NM_001033313	Pdap1
NM_001033380	Itpripl2
NM_001033394	Tmem88b
NM_001033399	Gfod1
NM_001033415	Shisa3
NM_001033420	Dock1
NM_001033421	Pate2
NM_001033433	Tmem102
NM_001033439	Lrch1
NM_001033484	Iqgap3
NM_001033493	Adgrf2
NM_001033499	Sh2d1b2
NM_001033539	Bex6
NM_001033541	Gm5127
NM_001033547	Ccdc185
NM_001033550	Lrrc8b
NM_001033573	Zdhhc6
NM_001033632	Ifitm6
NM_001033633	Slc2a13
NM_001033759	Cemip2
NM_001033767	Iigp1c
NM_001033773	Ube2u
NM_001033779	Gm5544
NM_001033780	I830077J02Rik
NM_001033783	Pate9
NM_001033785	Akap14
NM_001033786	Smim9
NM_001033790	Pramel17
NM_001033792	Sult2b1
NM_001033794	Fbxw18
NM_001033805	Tmem253
NM_001033820	Zfp551
NM_001033872	Smagp
NM_001033929	Thnsl2
NM_001033966	Ak2
NM_001034030	Limk2
NM_001034031	Il17re
NM_001034059	Ccdc160
NM_001034100	H2al1n
NM_001034858	Armc2
NM_001034868	Mrgprx2
NM_001034869	Duxf4
NM_001034871	Clpsl2
NM_001034893	Zfp936
NM_001034903	Mansc4
NM_001035122	Golm1
NM_001035231	Zfp748
NM_001035532	Pakap
NM_001035854	Ap2b1
NM_001036740	B3gnt8
NM_001037127	Musk
NM_001037143	Pinlyp
NM_001037167	Samt2
NM_001037168	Psg27
NM_001037247	Defb36
NM_001037279	Selenoh
NM_001037294	Alpk2
NM_001037326	Cstf3
NM_001037493	Slc41a3
NM_001037725	Fam117b
NM_001037741	Gpx4
NM_001037744	Timm8a2
NM_001037745	Zfp791
NM_001037746	Prps1l3
NM_001037752	Defb45
NM_001037754	Baiap2
NM_001037756	Brms1l
NM_001037759	Sgk3
NM_001037762	Zdhhc12
NM_001037800	Cd209b
NM_001037822	Krtap5-5
NM_001037841	Cklf
NM_001037859	Csf1r
NM_001037906	Nell1
NM_001037913	Ccdc107
NM_001037915	Ripply1
NM_001037916	Ccdc17
NM_001037921	Gm6498
NM_001037927	Wdr93
NM_001037928	Gm11992
NM_001037937	Deptor
NM_001037940	Dnajb6
NM_001037987	Edil3
NM_001038010	Kat2a
NM_001038492	Ctsa
NM_001038499	Arsi
NM_001038500	Esp1
NM_001038590	Cldn19
NM_001038594	Glrx2
NM_001038602	Marveld2
NM_001038604	Clec5a
NM_001038613	Olfm1
NM_001038616	Dmrtc1a
NM_001038635	Stk35
NM_001038651	Zfp953
NM_001038655	Gng7
NM_001038658	Faim2
NM_001038696	Rnpc3
NM_001038697	Fthl17f
NM_001038698	Elavl4
NM_001038701	Gabrb3
NM_001038703	Gpr146
NM_001038845	P2rx7
NM_001038996	Try10
NM_001039041	Gm6578
NM_001039053	Pkib
NM_001039061	Klhl15
NM_001039090	Skil
NM_001039104	Trpm1
NM_001039106	Ddhd1
NM_001039114	Acsbg2
NM_001039119	Defb33
NM_001039121	Defb43
NM_001039123	Defb18
NM_001039124	Kncn
NM_001039125	Defb47
NM_001039129	Hnrnpa1
NM_001039143	Nlrp5
NM_001039153	Tctn1
NM_001039156	Triobp
NM_001039173	Dok6
NM_001039180	Bicd2
NM_001039181	Npr3
NM_001039185	Ceacam1
NM_001039192	Gmfg
NM_001039198	Zfhx2
NM_001039200	Emc1
NM_001039218	Spink14
NM_001039248	Silc1
NM_001039347	Kcnd3
NM_001039353	Nolc1
NM_001039371	Slc22a15
NM_001039373	Mtcp1
NM_001039376	Pde4dip
NM_001039389	Wdr37
NM_001039394	Rab43
NM_001039472	Kif21b
NM_001039482	Klhl20
NM_001039483	Tmco1
NM_001039484	Kcnj10
NM_001039494	Catsperz
NM_001039514	Dhps
NM_001039544	Mup3
NM_001039545	Myh2
NM_001039546	Myo6
NM_001039551	Cnnm3
NM_001039554	Angptl7
NM_001039646	Gbp10
NM_001039647	Gbp11
NM_001039653	Lhx3
NM_001039655	Rasgrf1
NM_001039658	Tesmin
NM_001039824	Fdx2
NM_001039939	Asxl1
NM_001040005	Rnf213
NM_001040026	Sco1
NM_001040055	Spint5
NM_001040072	Nynrin
NM_001040396	Selenot
NM_001040399	Larp1b
NM_001040631	C1qtnf5
NM_001040654	Cdkn2a
NM_001040699	Mtmr7
NM_001042419	Cabyr
NM_001042438	Zhx1
NM_001042489	Hvcn1
NM_001042501	Fam133b
NM_001042503	Trim71
NM_001042534	Capg
NM_001042541	Akap1
NM_001042542	Akap4
NM_001042591	Arrdc3
NM_001042592	Arrdc4
NM_001042613	Selenop
NM_001042634	Clk1
NM_001042650	Dcun1d2
NM_001042655	Tbc1d17
NM_001042660	Smad7
NM_001042675	Rbpms
NM_001042709	Ilf3
NM_001042726	Pcdh8
NM_001042743	Mast2
NM_001043355	Map6
NM_001044750	Banf2
NM_001045482	Rbak
NM_001045484	Mef2b
NM_001045489	Mfge8
NM_001045521	Prss38
NM_001045526	Scimp
NM_001045528	Fkbp15
NM_001045529	Morc3
NM_001045558	Pick1
NM_001048057	Rpl38
NM_001048060	Idnk
NM_001048061	Hnrnpab
NM_001048148	Zgpat
NM_001048176	Cerkl
NM_001048204	Zfp455
NM_001048207	Gypc
NM_001048217	Spink11
NM_001048220	Nlrp9a
NM_001048250	Smim15
NM_001076791	Zfp874b
NM_001077362	Fhl1
NM_001077406	Nrp2
NM_001077421	Sbpl
NM_001077496	Evi2b
NM_001077508	Tnfrsf9
NM_001077633	Dcpp3
NM_001077684	Cfap210
NM_001077709	Slc39a7
NM_001077712	Stag2
NM_001078167	Srsf1
NM_001079822	Tcf7l1
NM_001079875	Spam1
NM_001079903	Repin1
NM_001080384	Clta
NM_001080553	Gsg1
NM_001080712	Zpld2
NM_001080742	Vamp5
NM_001080769	Bltp3a
NM_001080781	1700029H14Rik
NM_001080811	Bpifa6
NM_001080818	Cdc14a
NM_001080924	Znrf3
NM_001080940	Angptl8
NM_001080942	Bsph2
NM_001080949	Ttc5
NM_001080971	Tubb1
NM_001080981	Ddx23
NM_001081001	Brca2
NM_001081011	Srgap2
NM_001081029	Tmem243
NM_001081038	Btbd16
NM_001081041	Vps51
NM_001081043	Ptpn23
NM_001081044	Mylk2
NM_001081047	Cnksr1
NM_001081059	Mcur1
NM_001081067	A1bg
NM_001081084	Cubn
NM_001081088	Lrp2
NM_001081090	Esf1
NM_001081103	Stim2
NM_001081128	Mtr
NM_001081134	Kcng1
NM_001081136	Awat1
NM_001081137	Sis
NM_001081141	Gabbr2
NM_001081143	Gnat3
NM_001081144	Zfp518b
NM_001081156	Trnp1
NM_001081160	Mdga1
NM_001081162	Slc4a11
NM_001081167	B3gnt6
NM_001081186	Tmem52b
NM_001081190	Gabrr3
NM_001081192	Hcn4
NM_001081193	Lemd3
NM_001081198	Tmem182
NM_001081202	L1td1
NM_001081209	Prdm14
NM_001081212	Irs2
NM_001081219	Myo1a
NM_001081224	Prr16
NM_001081225	Slf2
NM_001081226	2310009B15Rik
NM_001081228	Ift70a2
NM_001081236	Spring1
NM_001081240	Prmt9
NM_001081247	Polr3a
NM_001081248	Aadacl4
NM_001081250	Myh13
NM_001081251	Pbrm1
NM_001081252	Uggt2
NM_001081254	Fam186b
NM_001081256	Kdm3b
NM_001081263	Slc44a5
NM_001081265	Dnaaf5
NM_001081267	Rsf1
NM_001081268	Prss53
NM_001081271	Calhm1
NM_001081273	Aoc1l2
NM_001081281	Trim55
NM_001081282	Ibtk
NM_001081283	Nalf2
NM_001081284	Gm12695
NM_001081289	Fam217b
NM_001081291	Ccdc88b
NM_001081295	Arhgef26
NM_001081302	Trio
NM_001081310	Tmem236
NM_001081312	Tmco2
NM_001081314	C2cd4b
NM_001081315	Brpf3
NM_001081323	Mphosph9
NM_001081325	Sult2a6
NM_001081328	Chsy3
NM_001081329	Zkscan2
NM_001081337	Sipa1l2
NM_001081338	L3mbtl1
NM_001081342	Adgrd1
NM_001081345	Chd2
NM_001081352	Skic3
NM_001081359	Ubr5
NM_001081365	Cystm1
NM_001081371	Dmxl1
NM_001081381	Elp6
NM_001081392	Mdn1
NM_001081400	Hapstr1
NM_001081401	Adamts3
NM_001081406	Lrr1
NM_001081408	Agmat
NM_001081414	Grm5
NM_001081415	Samd1
NM_001081418	Bicra
NM_001081420	Abitram
NM_001081421	Galnt16
NM_001081425	Rbm24
NM_001081426	Dip2c
NM_001081427	Flnb
NM_001081435	Fbxo47
NM_001081441	Wdr86
NM_001081452	Krtap12-22
NM_001081465	Gtf2ird1
NM_001081476	Gm14725
NM_001081499	Tbc1d8b
NM_001081652	Nacad
NM_001081655	Dact3
NM_001081656	Neurl1b
NM_001081954	Dux
NM_001081957	Wfdc17
NM_001081961	Slurp2
NM_001081962	Sap25
NM_001082485	Zfp266
NM_001082531	Pla2g2a
NM_001082542	Csta3
NM_001082543	Stfa1
NM_001082547	Cstdc4
NM_001082548	Spint2
NM_001082552	Trim21
NM_001082960	Itgam
NM_001082962	Snrpn
NM_001082974	Neurl2
NM_001083125	Lhx6
NM_001083312	Gbp7
NM_001083317	Slc35a4
NM_001083331	Nup88
NM_001083887	Pars2
NM_001083890	Spata31d1c
NM_001083894	Liph
NM_001083897	Mpzl1
NM_001083901	Mfsd14b
NM_001083904	Fetub
NM_001083919	Xirp2
NM_001083925	Oas1b
NM_001083936	Pth1r
NM_001083945	Rsph3b
NM_001083955	Hba-a2
NM_001083958	Zfp655
NM_001085376	Pappa2
NM_001085383	Anxa9
NM_001085410	Nadk2
NM_001085449	Ctnnd1
NM_001085491	Fam229a
NM_001085506	Magea10
NM_001085524	Fthl17b
NM_001085526	Krtap1-3
NM_001085527	Krtap9-5
NM_001085535	Tmem235
NM_001085540	Pramel14
NM_001085541	Pramel30
NM_001085542	Aadacl4fm2
NM_001085547	Krtap4-8
NM_001093749	Mpzl3
NM_001093757	Ogfod1
NM_001093764	Myadm
NM_001097617	C1s1
NM_001098172	Pcdh10
NM_001098231	Pdp1
NM_001098271	Tmem176a
NM_001098425	Sp3
NM_001098476	Grsf1
NM_001098636	Pwwp2b
NM_001098669	Klrc2
NM_001098723	Yy2
NM_001099276	Pik3c2b
NM_001099288	Arhgap44
NM_001099299	Ajap1
NM_001099306	Ctag2l2
NM_001099314	Msmp
NM_001099319	Tmem35b
NM_001099326	Fthl17d
NM_001099631	Sh2d5
NM_001099636	Pnma8b
NM_001099688	Fbxo39
NM_001099774	Krtap17-1
NM_001099918	Klrb1
NM_001100460	Zbtb42
NM_001100462	Tmem221
NM_001101433	Zcchc24
NM_001101464	Foxi3
NM_001101478	Zfp267
NM_001101484	Gm4984
NM_001101531	Aadacl2fm2
NM_001101534	Sult2a4
NM_001101535	Ccdc8
NM_001101546	Tmem233
NM_001101560	Cldn20
NM_001101561	Rpl32l
NM_001101572	Vmn2r82
NM_001101579	Vmn1r12
NM_001101586	Sult2a3
NM_001101598	Isoc2a
NM_001101620	Klra8
NM_001101640	Tmem207
NM_001101647	Prlh
NM_001102411	Kng1
NM_001102430	Arfgef1
NM_001102438	Acbd5
NM_001102456	Aplp2
NM_001102468	Calml4
NM_001102565	Alkbh1
NM_001102615	Kif19a
NM_001102662	Skint1
NM_001102665	H2ab1
NM_001103156	Steap2
NM_001103168	Zglp1
NM_001103182	Lin9
NM_001103367	Rai2
NM_001103368	Vmn2r80
NM_001104531	Cyp2d11
NM_001104537	Vmn2r83
NM_001104565	Vmn2r103
NM_001104569	Vmn2r107
NM_001104579	Vmn2r115
NM_001104580	Vmn2r116
NM_001104581	Vmn2r117
NM_001104616	Rdx
NM_001104637	Vmn2r22
NM_001104638	Vmn2r23
NM_001104639	Vmn2r24
NM_001104641	Vmn2r25
NM_001104642	Vmn2r27
NM_001105057	Vmn2r60
NM_001105058	Vmn2r61
NM_001105060	Vmn2r63
NM_001105063	Vmn2r32
NM_001105074	Vmn2r44
NM_001105159	Cyp3a41b
NM_001105160	Cyp3a59
NM_001105180	Vmn2r65
NM_001105246	Pcdh19
NM_001105557	Zfp938
NM_001109045	Aqp8
NM_001109628	Cdk12
NM_001109688	C2cd5
NM_001109743	Skor2
NM_001109746	Cnbp
NM_001109750	Dgcr2
NM_001109759	Garin4
NM_001109764	Ctnna2
NM_001109897	Trpc2
NM_001109910	Srrt
NM_001109913	Hnrnpm
NM_001109985	Nos1ap
NM_001109992	Ptpn11
NM_001109995	Eftud2
NM_001110009	Apoc1
NM_001110015	Wdr36
NM_001110101	Lsm2
NM_001110129	Ppih
NM_001110133	1700093K21Rik
NM_001110142	Cul4b
NM_001110148	Mgat1
NM_001110192	Inpp5d
NM_001110198	Rnf146
NM_001110201	Yif1b
NM_001110209	Lnpk
NM_001110211	Anxa6
NM_001110216	Cbx5
NM_001110222	Dcx
NM_001110227	Kcnj13
NM_001110233	Bex3
NM_001110239	Acp1
NM_001110242	Ndufaf8
NM_001110251	Hmbs
NM_001110252	Hpn
NM_001110266	Vegfa
NM_001110305	Keap1
NM_001110330	Fiz1
NM_001110331	Eci2
NM_001110498	Ifnar2
NM_001110505	Amy1
NM_001110508	Zfp703
NM_001110512	Mettl8
NM_001110517	Ifit1bl1
NM_001110780	Syn1
NM_001110807	Capn12
NM_001110809	Gpatch4
NM_001110824	Foxp4
NM_001110845	Cacna2d1
NM_001111015	Syn2
NM_001111021	Runx1
NM_001111025	Pigx
NM_001111029	Zfp661
NM_001111043	Serpinh1
NM_001111048	Fga
NM_001111058	Cd33
NM_001111075	Cdc25b
NM_001111099	Cdkn1a
NM_001111100	Lipa
NM_001111286	Omt2a
NM_001111288	Sco2
NM_001111296	Sult2a1
NM_001111316	Ptprc
NM_001111317	Tmem262
NM_001112700	Cyth1
NM_001112702	Tnni1
NM_001112715	Ifitm1
NM_001113181	Gria4
NM_001113187	Khdc1b
NM_001113199	Naca
NM_001113248	Sin3b
NM_001113326	Msr1
NM_001113331	Shc1
NM_001113354	Phf8
NM_001113360	Plch2
NM_001113368	Ceacam2
NM_001113385	Mfsd4b5
NM_001113395	H2al2b
NM_001113408	Ldb1
NM_001113412	Fggy
NM_001113423	Slain2
NM_001113424	Amn1
NM_001113478	Frrs1
NM_001113514	Itga9
NM_001113515	Col2a1
NM_001113527	Isg20
NM_001113533	Wtap
NM_001113558	Ucma
NM_001113565	Serbp1
NM_001113569	Stxbp1
NM_001113573	Brd3
NM_001114084	Dgat2l6
NM_001114312	Shtn1
NM_001114541	Pced1a
NM_001114612	Stxbp5l
NM_001114637	Jmjd7
NM_001114665	Fnbp1l
NM_001114879	Tasor
NM_001115077	Pramel15
NM_001115087	Fancf
NM_001115154	Samd3
NM_001122603	Fcgbp
NM_001122641	Arhgap17
NM_001122683	Bdh1
NM_001122733	Kit
NM_001122766	Sirt2
NM_001122832	Eps15l1
NM_001122895	Nab2
NM_001122960	Washc3
NM_001122963	Gpbp1
NM_001122993	B3galt5
NM_001123386	Cdyl
NM_001126318	Cela3a
NM_001127169	Tceal7
NM_001127191	Snx16
NM_001127260	Trp63
NM_001127318	Gucy2c
NM_001127338	Aldh7a1
NM_001127356	Eif2b4
NM_001128090	Rergl
NM_001128091	Aadacl2
NM_001128096	Atp13a3
NM_001128597	Gpank1
NM_001128599	Opn4
NM_001130186	Jade1
NM_001130187	Smarcd2
NM_001130194	Best2
NM_001130408	Arf1
NM_001130416	Hdac6
NM_001130444	Hras
NM_001130454	Nfe2l1
NM_001130456	Sema6b
NM_001130693	Gucy2d
NM_001131069	Rfesd
NM_001134399	Megf11
NM_001134480	Plcxd2
NM_001134646	Tomm5
NM_001134697	Ctxn3
NM_001134717	Mtrfr
NM_001134733	CK137956
NM_001134743	Lrrtm4
NM_001134752	Smim17
NM_001134791	Osbpl9
NM_001134902	Nkapd1
NM_001135093	Klf14
NM_001135115	Gm12250
NM_001135149	Slc39a8
NM_001135568	Uqcc6
NM_001135611	Cyren
NM_001136058	Crmp1
NM_001136084	Tph1
NM_001136090	Poli
NM_001136091	Tcirg1
NM_001136226	Utp14b
NM_001136240	Chdh
NM_001136259	Tom1
NM_001136270	Inafm1
NM_001136476	Slx
NM_001141927	Pln
NM_001141930	Ctnnbip1
NM_001141946	Mkks
NM_001141949	Nmi
NM_001141965	Naa20
NM_001141983	Golga7b
NM_001142322	Myo9b
NM_001142642	Fbrsl1
NM_001142647	Nemp2
NM_001142655	Arpp19
NM_001142697	Tpgs2
NM_001142731	Kctd1
NM_001142732	Ttll3
NM_001142743	Pcdh15
NM_001142792	Tmem150b
NM_001142809	Slc6a8
NM_001142937	Moap1
NM_001142959	Bcl2l15
NM_001142965	Frrs1l
NM_001143683	Mpped2
NM_001143765	Syce1
NM_001143777	Fam13c
NM_001143802	Insyn2a
NM_001143848	Pde2a
NM_001144855	Ppfia4
NM_001144987	Spart
NM_001145015	Arhgap40
NM_001145034	Gm13889
NM_001145060	Glyatl3
NM_001145096	Hhla1
NM_001145192	Akain1
NM_001145433	Smim20
NM_001145660	Rfx8
NM_001145802	Mak
NM_001145804	Nucks1
NM_001145813	Elf5
NM_001145854	Pak6
NM_001145874	Muc20
NM_001145888	Zfat
NM_001145929	Thap3
NM_001145953	Lgals3
NM_001145957	Vwa5a
NM_001145965	Dlgap2
NM_001145972	Adgrg5
NM_001146002	Txndc2
NM_001146045	Fam169a
NM_001146053	Htatip2
NM_001146081	Fancb
NM_001146086	Fbxo34
NM_001146087	Il36rn
NM_001146153	Homer3
NM_001146174	Rangap1
NM_001146196	Scin
NM_001146217	Smoc1
NM_001146222	Dpy30
NM_001146275	Iigp1
NM_001146296	Adar
NM_001146307	Clcnka
NM_001146309	Dbnl
NM_001146311	Cln3
NM_001146346	Emp3
NM_001146349	Rnf217
NM_001146351	Ephb6
NM_001146701	Iqcf1
NM_001146710	Ppp1r18
NM_001150749	Rdh7
NM_001159288	Morc2a
NM_001159297	Gcsam
NM_001159318	Il1rap
NM_001159324	Gaa
NM_001159331	N6amt1
NM_001159354	Magi3
NM_001159361	Dip2b
NM_001159365	Cep97
NM_001159374	Krt32
NM_001159393	Irf1
NM_001159394	Nfkbiz
NM_001159418	Irf9
NM_001159419	Sidt1
NM_001159487	Rbp4
NM_001159513	Macroh2a1
NM_001159518	Igfbp7
NM_001159520	Pax3
NM_001159529	Cox7a2l
NM_001159548	Nr6a1
NM_001159556	Cd36
NM_001159562	Il1rn
NM_001159564	Itgb6
NM_001159572	Vsir
NM_001159595	Ints8
NM_001159599	Nol9
NM_001159616	Pigp
NM_001159624	Rnpep
NM_001159627	Heph
NM_001159631	Nek6
NM_001159638	Them7
NM_001159646	Dut
NM_001159652	Gpr62
NM_001159671	Rsph6a
NM_001159706	Folh1
NM_001159714	Prpf31
NM_001159724	Nectin2
NM_001159738	Ccl20
NM_001159750	Tcea1
NM_001159775	Or1e31
NM_001159850	Kcnk2
NM_001159901	Hopx
NM_001159902	Klrb1a
NM_001159907	Tarbp1
NM_001159926	Pax4
NM_001159930	Cenpl
NM_001159934	Oas1h
NM_001159942	Plekhg1
NM_001160098	Cldn10
NM_001160127	Smyd1
NM_001160145	Tmem9
NM_001160178	Klhdc7b
NM_001160182	Tor1aip2
NM_001160212	Cnih3
NM_001160214	Ppp4r3a
NM_001160215	Fcrla
NM_001160251	Zfp281
NM_001160261	Fam78b
NM_001160304	Cfhr4
NM_001160319	Ubr4
NM_001160353	Grm2
NM_001160356	Uqcc3
NM_001160360	A130010J15Rik
NM_001160400	Megf8
NM_001160403	Il1rapl1
NM_001160406	Gfi1b
NM_001160410	Scrt2
NM_001160414	Wfdc9
NM_001160711	Cd300lg
NM_001161365	Rin3
NM_001161371	Ss18
NM_001161420	Vldlr
NM_001161457	Cbfb
NM_001161515	Dctd
NM_001161535	Islr2
NM_001161622	Aoc1
NM_001161628	Efcab6
NM_001161665	Kif26b
NM_001161712	Gcat
NM_001161723	Tfeb
NM_001161730	Tap1
NM_001161731	Ang
NM_001161739	Glmn
NM_001161745	Hsd3b3
NM_001161763	Fmo5
NM_001161767	Galnt6
NM_001161770	Lmo4
NM_001161796	Gucy1b1
NM_001161799	Mfap2
NM_001161825	Pex7
NM_001161840	Ptprr
NM_001161842	Il18r1
NM_001161844	Cblc
NM_001161850	Sgk1
NM_001161851	Fbxo44
NM_001161854	Csde1
NM_001162369	Mgat4c
NM_001162414	Nlrp1b
NM_001162416	Pfkfb2
NM_001162479	Stra6
NM_001162503	Sqor
NM_001162864	Ttbk1
NM_001162869	Rab11fip3
NM_001162882	Syce3
NM_001162902	Tmem217
NM_001162908	Sesn1
NM_001162920	Pgbd1
NM_001162921	Zc3h12c
NM_001162926	Lratd2
NM_001162933	Rpl10l
NM_001162934	Ctxn2
NM_001162937	Trappc3l
NM_001162947	Nek3
NM_001162955	Gpr15
NM_001162957	Rsph4a
NM_001162979	Ccdc81
NM_001162996	Eml2
NM_001162998	Smim6
NM_001163009	Tnik
NM_001163018	Suz12
NM_001163025	Mon2
NM_001163085	Map3k15
NM_001163098	Tchh
NM_001163103	Ppp1r36
NM_001163143	C2cd4a
NM_001163160	Pcyt1a
NM_001163170	Lix1l
NM_001163172	Tmem92
NM_001163187	Plekhb1
NM_001163191	Otud6a
NM_001163192	Ly6g6f
NM_001163194	Sfta2
NM_001163216	Fgfr3
NM_001163218	Prl3c1
NM_001163269	Lpar5
