from	to
2700049A03Rik	XM_126944
2700097O09Rik	NM_028314
2810004N23Rik	NM_025615
2810408A11Rik	NM_001382461
2900026A02Rik	NM_001375886
2900092C05Rik	NM_028434
3110009E18Rik	NM_028439
3110082I17Rik	NM_001420180
3425401B19Rik	NM_001419653
4833420G17Rik	NM_001360805
4921509C19Rik	XM_006499818
4921524J17Rik	NM_025722
4921536K21Rik	NM_026150
4921539E11Rik	NM_001163494
4930402F06Rik	NM_001272040
4930444P10Rik	XM_030243351
4930447C04Rik	XM_017315237
4930447F04Rik	XM_135902
4930449E01Rik	XM_127874
4930451I11Rik	XM_006508347
4930453N24Rik	XM_006522489
4930503L19Rik	NM_001379432
4930505A04Rik	XM_126074
4930522H14Rik	NM_001199090
4930524B15Rik	NM_001417868
4930558K02Rik	XM_030243265
4930563E22Rik	NM_001163728
4930568D16Rik	XM_130220
4930579F01Rik	XM_131242
4930579G24Rik	NM_029482
4930590J08Rik	NM_198668
4930591A17Rik	NM_026596
4931406C07Rik	NM_001199484
4931414P19Rik	XM_036158879
4931422A03Rik	NM_175161
4931429L15Rik	XM_030244686
4932414N04Rik	XM_006500336
4933402J07Rik	NM_177901
4933402N03Rik	XM_133877
4933405L10Rik	XM_134328
4933411K16Rik	NM_025752
4933412E24Rik	NM_027668
4933427D14Rik	NM_028963
4933430I17Rik	NM_177607
4933434E20Rik	NM_001287087
4933436I01Rik	NM_025763
5031439G07Rik	NM_001033273
5730455P16Rik	XM_006534198
6030458C11Rik	NM_001357761
6030468B19Rik	XM_006534498
6330403K07Rik	NM_134022
6430548M08Rik	NM_001163760
6820408C15Rik	NM_001379452
8030474K03Rik	XM_030251376
9330159F19Rik	XM_017313870
9430015G10Rik	NM_177205
9430038I01Rik	XM_030243094
9530068E07Rik	XM_203329
9930012K11Rik	XM_193767
A130010J15Rik	NM_001160360
A1bg	NM_001081067
A1cf	XM_129159
A2m	XM_011241322
A2ml1	NM_001001179
A3galt2	XM_144044
A430005L14Rik	NM_175287
A430033K04Rik	NM_183025
A4galt	NM_001416098
A4gnt	XM_006511244
A530016L24Rik	XM_006515980
A830018L16Rik	XM_036165706
A830031A19Rik	XM_196026
AA467197	NM_001004174
AA986860	NM_177604
AB124611	XM_011242566
AI182371	XM_017319351
AI467606	NM_178901
AI593442	NM_001286641
AI597479	NM_133818
AI837181	NM_001256515
AU018091	XM_006539984
AU021092	NM_001417146
AU040320	NM_133886
AW554918	XM_036161093
Aaas	NM_153416
Aacs	NM_030210
Aadac	NM_023383
Aadacl2	NM_001128091
Aadacl2fm2	NM_001101531
Aadacl2fm3	NM_001243003
Aadacl4	NM_001081248
Aadacl4fm1	NM_198662
Aadacl4fm2	NM_001085542
Aadacl4fm5	XM_144115
Aadat	NM_011834
Aagab	NM_001357323
Aak1	XM_036166138
Aamdc	NM_183251
Aamp	XM_006495958
Aanat	XM_030245473
Aard	NM_175503
Aars1	XM_006530922
Aars2	NM_198608
Aarsd1	XM_006534121
Aasdh	XM_030254391
Aasdhppt	NM_001326359
Aass	NM_013930
Aatf	XM_006533789
Aatk	XM_006531994
Abat	NM_001170978
Abca1	XM_006537556
Abca12	XM_136692
Abca13	XM_006514706
Abca14	NM_026458
Abca15	XM_006507945
Abca16	NM_001278944
Abca17	NM_001031621
Abca2	XM_006497609
Abca3	XM_006524370
Abca4	XM_006500912
Abca5	XM_006533065
Abca6	NM_147218
Abca7	NM_001347081
Abca8a	NM_001405147
Abca8b	NM_001362749
Abca9	NM_147220
Abcb10	XM_036154190
Abcb11	NM_001363492
Abcb1a	NM_011076
Abcb1b	XM_036164873
Abcb4	XM_036164874
Abcb5	XM_017315245
Abcb6	NM_023732
Abcb7	NM_009592
Abcb8	XM_006535812
Abcb9	XM_036165329
Abcc1	NM_001425178
Abcc10	XM_017317441
Abcc12	NM_172912
Abcc2	NM_013806
Abcc3	NM_001363187
Abcc4	NM_001163676
Abcc5	XM_030249148
Abcc6	NM_018795
Abcc8	XM_030242316
Abcc9	XM_036166002
Abcd1	NM_007435
Abcd2	NM_011994
Abcd3	XM_036162959
Abcd4	XM_006515616
Abce1	NM_015751
Abcf1	NM_013854
Abcf2	NM_001429007
Abcf3	NM_013852
Abcg1	NM_009593
Abcg2	XM_006506150
Abcg3	NM_001419102
Abcg4	XM_011242421
Abcg5	NM_031884
Abcg8	NM_026180
Abhd10	NM_001384221
Abhd11	NM_001190437
Abhd12	NM_001356549
Abhd12b	XM_030246486
Abhd13	NM_026868
Abhd14a	XM_006511803
Abhd14b	XM_017313683
Abhd15	NM_026185
Abhd16a	NM_001417679
Abhd16b	NM_183181
Abhd17a	XM_017313894
Abhd17b	NM_146096
Abhd17c	NM_133722
Abhd18	NM_001377111
Abhd2	XM_036153257
Abhd3	XM_011246794
Abhd4	NM_001205181
Abhd5	XM_030244526
Abhd6	XM_006518073
Abhd8	XM_036154226
Abi1	NM_145994
Abi2	NM_001404715
Abi3	NM_025659
Abi3bp	XM_006522282
Abitram	NM_001081420
Abl1	NM_001283047
Abl2	XM_006496622
Ablim1	XM_017318183
Ablim2	NM_001177700
Ablim3	XM_006526006
Abo	XM_006498458
Abr	XM_036156228
Abra	NM_175456
Abracl	NM_001359559
Abraxas1	XM_006535218
Abraxas2	NM_198017
Abt1	NM_013924
Abtb1	NM_001411475
Abtb2	NM_178890
Abtb3	XM_125798
Acaa1a	NM_001357516
Acaa1b	NM_001410625
Acaa2	NM_177470
Acaca	XM_011248666
Acacb	NM_001403527
Acad10	XM_036165506
Acad11	NM_175324
Acad12	NM_178799
Acad8	XM_030244509
Acad9	XM_036163026
Acadl	NM_007381
Acadm	NM_007382
Acads	NM_007383
Acadsb	NM_025826
Acadvl	NM_017366
Acan	NM_007424
Acap1	NM_153788
Acap2	XM_006522749
Acap3	XM_006538542
Acat1	NM_144784
Acat2	NM_009338
Acat3	NM_153151
Acbd3	NM_133225
Acbd5	NM_001102438
Acbd6	NM_026683
Acbd7	XM_030252244
Accsl	NM_001363092
Acd	XM_006531169
Ace	NM_207624
Ace2	NM_027286
Ace3	XM_030245889
Acer1	NM_175731
Acer2	XM_036163994
Acer3	NM_025408
Ache	XM_036164731
Ackr1	NM_010045
Ackr2	NM_001276719
Ackr3	NM_007722
Ackr4	NM_145700
Acly	NM_134037
Acmsd	NM_001033041
Acnat2	XM_011249969
Aco1	NM_007386
Aco2	NM_080633
Acod1	NM_008392
Acot1	NM_012006
Acot10	NM_022816
Acot11	NM_025590
Acot12	NM_028790
Acot13	NM_025790
Acot2	NM_134188
Acot3	NM_001346701
Acot4	XM_017314967
Acot5	NM_145444
Acot6	NM_001418371
Acot7	NM_133348
Acot8	XM_006498831
Acot9	XM_030251411
Acox1	NM_015729
Acox2	XM_036158940
Acox3	XM_036165627
Acoxl	NM_028765
Acp1	NM_001110239
Acp2	XM_011239257
Acp3	NM_019807
Acp4	XM_006540531
Acp5	XM_006509945
Acp6	NM_019800
Acp7	XM_006539450
Acr	NM_013455
Acrbp	NM_016845
Acrv1	NM_007391
Acsbg1	XM_006511588
Acsbg2	NM_001039114
Acsbg3	XM_006525141
Acsf2	NM_153807
Acsf3	XM_030243570
Acsl1	NM_001302163
Acsl3	NM_001409078
Acsl4	XM_030251379
Acsl5	NM_027976
Acsl6	XM_006532844
Acsm1	NM_001420339
Acsm2	NM_001177978
Acsm3	XM_017322061
Acsm4	NM_178414
Acsm5	XM_006507905
Acss1	NM_080575
Acss2	NM_019811
Acss3	XM_030245151
Acta1	NM_009606
Acta2	XM_006526606
Actb	NM_007393
Actbl2	NM_175497
Actc1	NM_009608
Actg1	NM_009609
Actg2	NM_009610
Actl10	NM_001171640
Actl6a	XM_006535503
Actl6b	XM_006504636
Actl7a	NM_009611
Actl7b	NM_025271
Actl9	NM_183282
Actmap	XM_017322334
Actn1	NM_134156
Actn2	XM_036157837
Actn3	NM_013456
Actn4	XM_036153311
Actr10	NM_019785
Actr1a	NM_001365070
Actr1b	NM_001418139
Actr2	NM_001362899
Actr3	NM_001205385
Actr3b	NM_001424752
Actr5	XM_017314917
Actr6	XM_006513965
Actr8	XM_006519309
Actrt1	NM_028514
Actrt2	NM_028513
Actrt3	XM_130839
Acvr1	NM_001355048
Acvr1b	NM_007395
Acvr1c	XM_194020
Acvr2a	NM_007396
Acvr2b	XM_030244026
Acvrl1	NM_009612
Acy1	XM_036154558
Acy3	NM_001302481
Acyp1	XM_036157557
Acyp2	XM_017314816
Ada	NM_001416876
Adad1	NM_009350
Adad2	NM_029428
Adal	XM_006500353
Adam10	NM_007399
Adam11	XM_006532017
Adam12	NM_007400
Adam15	NM_001409481
Adam17	NM_009615
Adam18	NM_010084
Adam19	XM_030245480
Adam1a	NM_172126
Adam1b	NM_172125
Adam2	XM_006518439
Adam20	XM_006509453
Adam21	NM_020330
Adam22	XM_006503532
Adam23	NM_011780
Adam24	XM_006509261
Adam26a	NM_010085
Adam28	NM_183366
Adam29	NM_175939
Adam3	XM_017312524
Adam30	NM_027665
Adam32	NM_001293693
Adam33	NM_033615
Adam34l	NM_001025240
Adam4	NM_009620
Adam5	NM_001272058
Adam6a	NM_174885
Adam6b	XM_356606
Adam7	NM_007402
Adam8	XM_006536151
Adam9	XM_006508986
Adamdec1	NM_021475
Adamts1	NM_009621
Adamts10	NM_001425316
Adamts12	NM_175501
Adamts13	XM_205053
Adamts14	XM_036155775
Adamts15	XM_006510213
Adamts16	XM_006517273
Adamts17	XM_006540845
Adamts18	NM_001403924
Adamts19	XM_011246927
Adamts2	NM_175643
Adamts20	XM_017316581
Adamts3	NM_001081401
Adamts4	NM_172845
Adamts5	NM_011782
Adamts6	XM_036157826
Adamts7	XM_006510759
Adamts8	NM_001326292
Adamts9	NM_175314
Adamtsl1	XM_006538379
Adamtsl2	NM_029981
Adamtsl3	NM_001190374
Adamtsl4	NM_001301705
Adamtsl5	NM_001285435
Adap1	XM_006504669
Adap2	NM_172133
Adar	NM_001146296
Adarb1	NM_001024838
Adarb2	NM_001289530
Adat1	NM_001357184
Adat2	XM_011243200
Adck1	XM_006516248
Adck2	XM_006506425
Adck5	NM_172960
Adcy1	NM_009622
Adcy10	XM_017321060
Adcy2	NM_153534
Adcy3	XM_006514934
Adcy4	XM_036158337
Adcy5	NM_001012765
Adcy6	NM_001410363
Adcy7	XM_011248278
Adcy8	NM_001331075
Adcy9	NM_001291910
Adcyap1	NM_001409527
Adcyap1r1	NM_007407
Add1	XM_030254070
Add2	NM_001271857
Add3	XM_030250961
Adgb	XM_017313876
Adgra1	NM_177469
Adgra2	XM_006509223
Adgra3	XM_132089
Adgrb1	NM_001359759
Adgrb2	NM_001377057
Adgrb3	NM_175642
Adgrd1	NM_001081342
Adgre1	XM_036160297
Adgre4	NM_139138
Adgre5	NM_011925
Adgrf1	XM_006525121
Adgrf2	NM_001033493
Adgrf3	XM_006535740
Adgrf4	NM_030067
Adgrf5	NM_001357332
Adgrg1	NM_001403776
Adgrg2	NM_001290446
Adgrg3	XM_006531199
Adgrg4	XM_141802
Adgrg5	NM_001145972
Adgrg6	XM_036155731
Adgrg7	XM_011245899
Adgrl1	XM_006531122
Adgrl2	NM_001405998
Adgrl3	XM_036165195
Adgrl4	NM_133222
Adgrv1	XM_017315371
Adh1	NM_007409
Adh4	NM_011996
Adh5	NM_007410
Adh6a	XM_131202
Adh6b	NM_001411492
Adh7	XM_006500919
Adhfe1	XM_036154234
Adi1	NM_134052
Adig	NM_145635
Adipoq	NM_009605
Adipor1	NM_028320
Adipor2	XM_030255574
Adissp	NM_001361375
Adk	NM_134079
Adm	NM_009627
Adm2	NM_182928
Adnp	NM_001310088
Adnp2	XM_140497
Ado	XM_137138
Adora1	NM_001291928
Adora2a	XM_030244829
Adora2b	NM_007413
Adora3	XM_355417
Adpgk	NM_028121
Adprh	NM_007414
Adprhl1	NM_001409005
Adprm	NM_025510
Adprs	NM_133883
Adra1a	NM_001422093
Adra1b	NM_001284381
Adra1d	NM_013460
Adra2a	NM_007417
Adra2b	NM_009633
Adra2c	NM_007418
Adrb1	NM_007419
Adrb2	NM_007420
Adrb3	XM_030243246
Adrm1	NM_019822
Adsl	NM_009634
Adss1	NM_007421
Adss2	NM_007422
Adtrp	XM_006516835
Aebp1	NM_009636
Aebp2	XM_006506909
Aen	NM_026531
Afap1	NM_001403420
Afap1l1	NM_178928
Afap1l2	NM_001177796
Afdn	XM_006523754
Aff1	NM_001408251
Aff2	XM_006527817
Aff3	XM_011238447
Aff4	NM_001363331
Afg1l	NM_145743
Afg2a	NM_021343
Afg2b	XM_141336
Afg3l1	XM_011248276
Afg3l2	NM_027130
Afm	NM_145146
Afmid	XM_030246325
Afp	NM_007423
Aftph	XM_006514625
Aga	XM_006509249
Agap1	NM_178119
Agap2	NM_001301014
Agap3	NM_001256431
Agbl1	NM_001199224
Agbl2	XM_006499630
Agbl3	XM_006506731
Agbl4	XM_011240657
Agbl5	XM_006503871
Ager	XM_006523501
Agfg1	XM_030249652
Agfg2	NM_178162
Aggf1	NM_025630
Agk	XM_006506571
Agl	NM_001362367
Agmat	NM_001081408
Agmo	XM_011243875
Ago1	NM_001317174
Ago2	NM_153178
Ago3	XM_011240478
Ago4	NM_153177
Agpat1	NM_001163379
Agpat2	XM_017319222
Agpat3	NM_001404881
Agpat4	XM_006523345
Agpat5	NM_026792
Agps	NM_172666
Agr2	NM_011783
Agr3	XM_006515143
Agrn	XM_030253098
Agrp	NM_001271806
Agt	NM_007428
Agtpbp1	NM_001284218
Agtr1a	XM_006516534
Agtr1b	NM_175086
Agtr2	NM_007429
Agtrap	NM_001301281
Agxt	NM_016702
Agxt2	XM_036159433
Ahctf1	NM_026375
Ahcy	NM_016661
Ahcyl1	XM_030252593
Ahcyl2	XM_006505183
Ahi1	NM_001358561
Ahnak	XM_006527256
Ahnak2	XM_356602
Ahr	NM_013464
Ahrr	NM_009644
Ahsa1	NM_001422806
Ahsa2	NM_001290654
Ahsg	NM_001276449
Ahsp	NM_133245
Aicda	NM_009645
Aida	NM_181732
Aif1	NM_019467
Aif1l	NM_145144
Aifm1	NM_001290364
Aifm2	NM_153779
Aifm3	XM_006522590
Aig1	NM_001429349
Aim2	XM_017321498
Aimp1	NM_007926
Aimp2	NM_146165
Aip	NM_016666
Aipl1	XM_030245477
Aire	NM_001271555
Ajap1	NM_001099299
Ajuba	NM_010590
Ak1	NM_001198792
Ak2	NM_001033966
Ak3	NM_001365071
Ak4	NM_009647
Ak6	NM_027592
Ak7	NM_030187
Ak8	XM_017319245
Ak9	XM_006512939
Akain1	NM_001145192
Akap1	NM_001042541
Akap10	NM_019921
Akap11	XM_127854
Akap12	NM_031185
Akap13	NM_029332
Akap14	NM_001033785
Akap17b	NM_001419769
Akap3	NM_009650
Akap4	NM_001042542
Akap5	XM_138063
Akap6	XM_006515829
Akap7	NM_001347460
Akap8	XM_006524666
Akap8l	NM_001403536
Akap9	XM_036164707
Akip1	XM_036153280
Akirin1	NM_023423
Akirin2	NM_001007589
Akna	XM_036163543
Akp3	NM_007432
Akr1a1	NM_021473
Akr1b1	NM_009658
Akr1b10	NM_172398
Akr1b7	NM_009731
Akr1b8	NM_008012
Akr1c12	NM_013777
Akr1c13	NM_013778
Akr1c14	XM_030247113
Akr1c18	NM_134066
Akr1c19	NM_001013785
Akr1c20	XM_006516465
Akr1c21	NM_029901
Akr1c6	NM_030611
Akr1cl	NM_001310617
Akr1d1	XM_017321478
Akr1e1	NM_018859
Akr7a5	NM_025337
Akt1	NM_009652
Akt1s1	NM_001290694
Akt2	XM_030241997
Akt3	NM_011785
Aktip	XM_011248303
Alad	NM_001276446
Alas1	NM_001291835
Alas2	NM_001409477
Alb	NM_009654
Albfm1	XM_006535174
Alcam	NM_001331110
Aldh16a1	XM_036153424
Aldh18a1	NM_153554
Aldh1a1	NM_001361505
Aldh1a2	NM_009022
Aldh1a3	NM_053080
Aldh1a7	NM_011921
Aldh1b1	NM_028270
Aldh1l1	XM_030255052
Aldh1l2	XM_011243403
Aldh2	NM_009656
Aldh3a1	XM_006532023
Aldh3a2	NM_001417306
Aldh3b1	NM_026316
Aldh3b2	NM_001177438
Aldh3b3	NM_028545
Aldh4a1	XM_006538693
Aldh5a1	NM_172532
Aldh6a1	NM_134042
Aldh7a1	NM_001127338
Aldh8a1	NM_178713
Aldh9a1	NM_001402830
Aldoa	NM_001411902
Aldoart2	NM_001277340
Aldob	NM_144903
Aldoc	XM_126120
Alg1	NM_145362
Alg10b	XM_354869
Alg11	XM_006509045
Alg12	NM_001416017
Alg13	NM_026247
Alg14	NM_024178
Alg2	NM_001355496
Alg3	NM_145939
Alg5	NM_025442
Alg6	XM_006503162
Alg8	NM_199035
Alg9	XM_030243945
Alk	NM_007439
Alkal1	NM_001195732
Alkal2	NM_001377064
Alkbh1	NM_001102565
Alkbh2	NM_001424652
Alkbh3	NM_026944
Alkbh4	NM_001347492
Alkbh5	NM_172943
Alkbh6	NM_198027
Alkbh7	NM_025538
Alkbh8	NM_001405038
Allc	NM_053156
Alms1	XM_006506050
Alox12	NM_007440
Alox12b	NM_009659
Alox12e	NM_145684
Alox15	NM_009660
Alox5	XM_036165760
Alox5ap	NM_001308462
Alox8	NM_009661
Aloxe3	NM_011786
Alpi	XM_129951
Alpk1	XM_036163329
Alpk2	NM_001037294
Alpk3	NM_054085
Alpl	NM_001429381
Alppl2	XM_011247904
Als2	NM_028717
Als2cl	XM_030244350
Alx1	NM_001421475
Alx3	NM_007441
Alx4	NM_007442
Alyref	NM_011568
Amacr	NM_008537
Ambn	NM_001303431
Ambp	NM_007443
Ambra1	NM_172669
Amd1	NM_009665
Amd2	NM_007444
Amdhd1	XM_006514167
Amdhd2	NM_172935
Amelx	XM_036161784
Amer1	NM_175179
Amer2	NM_001164705
Amfr	NM_011787
Amh	NM_007445
Amhr2	XM_006520294
Amigo1	NM_001411563
Amigo2	NM_001164563
Amigo3	NM_177275
Ammecr1	NM_019496
Ammecr1l	XM_030250429
Amn	NM_033603
Amn1	NM_001113424
Amot	NM_001403388
Amotl1	XM_036155371
Amotl2	NM_001421301
Ampd1	XM_006501400
Ampd2	NM_001289720
Ampd3	XM_036152580
Amph	NM_001426497
Amt	XM_011242894
Amtn	XM_284166
Amy1	NM_001110505
Amy2b	NM_001190404
Amz1	NM_173405
Amz2	NM_025275
Anapc1	XM_011239332
Anapc10	XM_036154266
Anapc13	XM_006511806
Anapc15	XM_011241930
Anapc16	NM_025514
Anapc2	NM_175300
Anapc4	NM_024213
Anapc5	NM_001289520
Anapc7	NM_019805
Ang	NM_001161731
Ang2	NM_007449
Ang4	NM_177544
Ang5	NM_007448
Ang6	NM_001011876
Angel1	XM_006516200
Angel2	NM_001357133
Angpt1	NM_001286062
Angpt2	NM_007426
Angpt4	NM_009641
Angptl1	NM_028333
Angptl2	XM_006498051
Angptl3	NM_013913
Angptl4	NM_020581
Angptl6	XM_011242599
Angptl7	NM_001039554
Angptl8	NM_001080940
Ank	NM_020332
Ank1	NM_001277289
Ank2	XM_036162832
Ank3	XM_036155530
Ankar	XM_006496060
Ankdd1a	XM_017313713
Ankdd1b	XM_006517685
Ankfn1	XM_030246106
Ankfy1	XM_030245484
Ankhd1	NM_175375
Ankib1	XM_017321097
Ankk1	NM_172922
Ankle1	XM_006509661
Ankle2	NM_027922
Ankmy1	XM_006529591
Ankmy2	XM_036157307
Ankra2	NM_001271391
Ankrd1	NM_013468
Ankrd10	NM_133971
Ankrd11	XM_036154377
Ankrd12	XM_036160243
Ankrd13a	NM_026718
Ankrd13b	XM_011249039
Ankrd13c	NM_001013806
Ankrd13d	NM_026720
Ankrd16	XM_030251769
Ankrd17	NM_001401341
Ankrd2	NM_020033
Ankrd22	NM_024204
Ankrd23	NM_153502
Ankrd24	XM_036156009
Ankrd26	XM_030255354
Ankrd27	NM_001358876
Ankrd28	NM_001402763
Ankrd31	NM_001370928
Ankrd34a	NM_001411495
Ankrd34c	XM_006511243
Ankrd35	XM_017319516
Ankrd37	NM_001404726
Ankrd40	NM_027799
Ankrd40cl	NM_001378258
Ankrd42	XM_036153478
Ankrd44	XM_006496073
Ankrd45	XM_030243188
Ankrd46	NM_001358006
Ankrd48	XM_017314821
Ankrd49	NM_001348260
Ankrd50	XM_006535582
Ankrd52	NM_172790
Ankrd53	XM_030255651
Ankrd55	XM_006517792
Ankrd6	NM_080471
Ankrd60	NM_027303
Ankrd61	NM_025732
Ankrd65	XM_112066
Ankrd7	NM_001167757
Ankrd9	XM_030246958
Anks1	XM_030249685
Anks1b	XM_030245360
Anks3	XM_030249294
Anks4b	NM_028085
Anks6	NM_001356426
Ankub1	XM_143246
Ankzf1	NM_001404907
Anln	NM_001404933
Ano1	XM_006508459
Ano10	NM_001421547
Ano2	NM_001364562
Ano3	XM_011239463
Ano4	XM_006513755
Ano5	XM_030242467
Ano6	NM_175344
Ano7	NM_001271884
Ano8	XM_017312873
Ano9	XM_011249856
Anp32a	NM_001411151
Anp32b	XM_011250089
Anp32e	NM_001253758
Anpep	NM_008486
Antkmt	NM_001285982
Antxr1	NM_054041
Antxr2	NM_133738
Antxrl	NM_172808
Anxa1	NM_010730
Anxa10	NM_011922
Anxa11	XM_006518451
Anxa13	NM_027211
Anxa2	NM_007585
Anxa3	NM_001420107
Anxa4	NM_001409448
Anxa5	NM_009673
Anxa6	NM_001110211
Anxa7	NM_001422108
Anxa8	NM_013473
Anxa9	NM_001085383
Aoah	XM_011244311
Aoc1	NM_001161622
Aoc1l1	NM_001029987
Aoc1l2	NM_001081273
Aoc3	XM_006532041
Aopep	NM_001289924
Aox1	XM_006495630
Aox3	XM_017312370
Aox4	NM_023631
Ap1ar	NM_001411486
Ap1b1	NM_001243044
Ap1g1	NM_001301211
Ap1g2	NM_001303502
Ap1m1	XM_006509538
Ap1m2	NM_009678
Ap1s1	NM_007457
Ap1s2	XM_011247769
Ap1s3	NM_183027
Ap2a1	NM_007458
Ap2a2	NM_001357068
Ap2b1	NM_001035854
Ap2m1	NM_001302970
Ap2s1	NM_198613
Ap3b1	XM_036157839
Ap3b2	XM_006540571
Ap3d1	XM_030244850
Ap3m1	XM_006519292
Ap3m2	XM_030243706
Ap3s1	NM_009681
Ap3s2	NM_009682
Ap4b1	NM_026193
Ap4e1	XM_036157323
Ap4m1	NM_021392
Ap4s1	NM_001329699
Ap5m1	XM_036158881
Ap5s1	NM_001291031
Ap5z1	XM_006504679
Apaf1	XM_036155561
Apba1	XM_030250969
Apba2	NM_001411937
Apba3	NM_001429264
Apbb1	NM_001411962
Apbb1ip	XM_006498186
Apbb2	XM_006503691
Apbb3	NM_001357512
Apc	XM_006525538
Apc2	NM_001372241
Apcdd1	NM_133237
Apcs	NM_011318
Apeh	NM_001410499
Apela	NM_001297554
Apex1	NM_009687
Apex2	XM_036162115
Aph1a	NM_146104
Aph1b	NM_177583
Aph1c	NM_026674
Api5	NM_007466
Apip	NM_001355473
Aplf	NM_001170489
Apln	NM_013912
Aplnr	NM_011784
Aplp1	NM_007467
Aplp2	NM_001102456
Apmap	NM_027977
Apoa1	NM_009692
Apoa2	NM_001305550
Apoa4	NM_007468
Apoa5	NM_080434
Apob	NM_009693
Apobec1	NM_001409470
Apobec2	NM_009694
Apobec3	NM_030255
Apobr	XM_036152727
Apoc1	NM_001110009
Apoc2	NM_001309795
Apoc3	NM_023114
Apoc4	NM_007385
Apod	NM_001301354
Apoe	XM_030242015
Apof	NM_133997
Apoh	NM_013475
Apol10b	XM_006521088
Apol6	NM_028010
Apol7a	XM_011245766
Apol7e	XM_011245711
Apol8	XM_006520934
Apol9b	NM_001168660
Apold1	XM_355823
Apom	NM_018816
Apoo	NM_001199338
Apool	NM_001313733
App	XM_006522874
Appbp2	NM_025825
Appl1	NM_145221
Appl2	XM_017313895
Aprt	NM_009698
Aptx	XM_006538171
Aqp1	NM_007472
Aqp11	NM_175105
Aqp12	NM_177587
Aqp2	NM_009699
Aqp3	NM_016689
Aqp4	NM_001308644
Aqp5	NM_009701
Aqp6	XM_006520350
Aqp7	XM_006537563
Aqp8	NM_001109045
Aqp9	XM_011242783
Aqr	NM_001416885
Ar	NM_013476
Araf	XM_030251204
Arap1	XM_030242974
Arap2	XM_006503829
Arap3	XM_036160921
Arb2a	XM_006517353
Arc	NM_001276684
Arcn1	NM_145985
Areg	NM_009704
Arel1	NM_178065
Arf1	NM_001130408
Arf2	NM_007477
Arf3	NM_001355510
Arf4	NM_007479
Arf5	NM_007480
Arf6	NM_007481
Arfgap2	NM_023854
Arfgap3	NM_025445
Arfgef1	NM_001102430
Arfgef2	XM_036162763
Arfgef3	NM_001033258
Arfip1	XM_006502482
Arfip2	XM_006508317
Arfrp1	NM_001165995
Arg1	NM_007482
Arg2	NM_009705
Arglu1	XM_006508759
Arhgap1	XM_006499245
Arhgap10	NM_001363418
Arhgap11a	NM_181416
Arhgap12	XM_030250623
Arhgap15	NM_153820
Arhgap17	NM_001122641
Arhgap18	XM_006512885
Arhgap19	XM_011247343
Arhgap20	NM_175535
Arhgap21	NM_001408325
Arhgap22	XM_011245054
Arhgap23	XM_006533865
Arhgap24	XM_006534888
Arhgap25	XM_036166049
Arhgap26	NM_175164
Arhgap28	XM_006524343
Arhgap29	NM_001356524
Arhgap30	XM_129550
Arhgap31	NM_020260
Arhgap32	XM_030244425
Arhgap33	NM_178252
Arhgap35	XM_036152946
Arhgap36	NM_001356394
Arhgap39	NM_198420
Arhgap4	NM_138630
Arhgap40	NM_001145015
Arhgap42	NM_001372563
Arhgap44	NM_001099288
Arhgap45	XM_006514109
Arhgap5	NM_001408722
Arhgap6	NM_178754
Arhgap8	NM_001205334
Arhgap9	NM_146011
Arhgdia	NM_133796
Arhgdib	NM_001409501
Arhgdig	NM_008113
Arhgef1	XM_017322003
Arhgef10	XM_036153894
Arhgef10l	XM_006539202
