from	to
ENSMUSP00000001147	Col6a1
ENSMUSP00000001148	Pcbp3
ENSMUSP00000001155	Araf
ENSMUSP00000001156	Cfp
ENSMUSP00000001166	Cnnm3
ENSMUSP00000001172	Ankrd39
ENSMUSP00000001179	Pcnt
ENSMUSP00000001181	Col6a2
ENSMUSP00000001183	Ftcd
ENSMUSP00000001184	Mxd1
ENSMUSP00000001185	Gmcl1
ENSMUSP00000001186	Snrnp27
ENSMUSP00000001187	Anxa4
ENSMUSP00000001202	Ocrl
ENSMUSP00000001204	Calm1
ENSMUSP00000001226	Sh3bp1
ENSMUSP00000001240	Agpat3
ENSMUSP00000001242	Gatd3a
ENSMUSP00000001247	Rnf32
ENSMUSP00000001253	Slc26a4
ENSMUSP00000001254	Slc26a3
ENSMUSP00000001256	Sema6b
ENSMUSP00000001258	Uhrf1
ENSMUSP00000001279	Lsr
ENSMUSP00000001280	Gramd1a
ENSMUSP00000001284	Usf1
ENSMUSP00000001304	Ckb
ENSMUSP00000001319	Efnb2
ENSMUSP00000001326	Sp1
ENSMUSP00000001327	Itgb7
ENSMUSP00000001331	Myg1
ENSMUSP00000001335	Pfdn5
ENSMUSP00000001339	Rrp15
ENSMUSP00000001347	Rnd2
ENSMUSP00000001384	Cnn1
ENSMUSP00000001402	Fbxo9
ENSMUSP00000001412	Vps50
ENSMUSP00000001415	Apbb3
ENSMUSP00000001416	Hars1
ENSMUSP00000001419	Zmat2
ENSMUSP00000001439	Ube2c
ENSMUSP00000001451	Smg5
ENSMUSP00000001452	Cct3
ENSMUSP00000001454	Glmp
ENSMUSP00000001455	Mef2d
ENSMUSP00000001456	Tmem79
ENSMUSP00000001460	Snd1
ENSMUSP00000001479	Kpnb1
ENSMUSP00000001480	Npepps
ENSMUSP00000001484	Tbx21
ENSMUSP00000001485	Mrpl10
ENSMUSP00000001497	Cideb
ENSMUSP00000001507	Cyp51
ENSMUSP00000001513	Tubb6
ENSMUSP00000001520	Afg3l1
ENSMUSP00000001522	Def8
ENSMUSP00000001534	Sost
ENSMUSP00000001536	Nkx2-1
ENSMUSP00000001538	Pax9
ENSMUSP00000001544	Vwa5a
ENSMUSP00000001547	Col1a1
ENSMUSP00000001548	Itga3
ENSMUSP00000001559	Itfg2
ENSMUSP00000001561	Nrip2
ENSMUSP00000001562	Tulp3
ENSMUSP00000001565	Gtf2h4
ENSMUSP00000001566	Tubb5
ENSMUSP00000001569	Flot1
ENSMUSP00000001583	Ell2
ENSMUSP00000001592	Jup
ENSMUSP00000001595	Fkbp10
ENSMUSP00000001599	Klhl10
ENSMUSP00000001611	Nom1
ENSMUSP00000001620	Fxr1
ENSMUSP00000001626	Tnk1
ENSMUSP00000001631	Acap1
ENSMUSP00000001652	Bdkrb2
ENSMUSP00000001667	Csn3
ENSMUSP00000001672	Ifrd1
ENSMUSP00000001675	Stk38l
ENSMUSP00000001699	Hoxc10
ENSMUSP00000001700	Hoxc13
ENSMUSP00000001701	Hoxc11
ENSMUSP00000001703	Hoxc8
ENSMUSP00000001706	Hoxc9
ENSMUSP00000001709	Hoxc5
ENSMUSP00000001711	Hoxc6
ENSMUSP00000001712	Cabin1
ENSMUSP00000001713	Gstt1
ENSMUSP00000001715	Gstt3
ENSMUSP00000001716	Ddt
ENSMUSP00000001720	Tat
ENSMUSP00000001722	Marveld3
ENSMUSP00000001724	Ddx18
ENSMUSP00000001757	Eef1e1
ENSMUSP00000001780	Akt1
ENSMUSP00000001790	Cldn15
ENSMUSP00000001792	Il16
ENSMUSP00000001801	Tcirg1
ENSMUSP00000001802	Naglu
ENSMUSP00000001806	Coasy
ENSMUSP00000001809	Pabpc1
ENSMUSP00000001812	Smo
ENSMUSP00000001818	Crnkl1
ENSMUSP00000001824	Folh1
ENSMUSP00000001825	Chordc1
ENSMUSP00000001826	Naalad2
ENSMUSP00000001834	Rtcb
ENSMUSP00000001836	Pwp1
ENSMUSP00000001837	Fbxo7
ENSMUSP00000001845	Capns1
ENSMUSP00000001854	Slc7a10
ENSMUSP00000001867	Evx2
ENSMUSP00000001872	Hoxd13
ENSMUSP00000001878	Hoxd12
ENSMUSP00000001884	Clpb
ENSMUSP00000001900	Zdhhc4
ENSMUSP00000001920	Aif1l
ENSMUSP00000001921	Cpa3
ENSMUSP00000001927	Ltbp1
ENSMUSP00000001950	Tollip
ENSMUSP00000001963	Ace
ENSMUSP00000001964	Ace
ENSMUSP00000001965	Kcnh6
ENSMUSP00000001974	Trmt1
ENSMUSP00000001975	Nacc1
ENSMUSP00000001984	Ceacam9
ENSMUSP00000001989	Uba1
ENSMUSP00000002007	Siae
ENSMUSP00000002008	Vsig2
ENSMUSP00000002011	Esam
ENSMUSP00000002013	Spa17
ENSMUSP00000002025	Tktl2
ENSMUSP00000002029	Emd
ENSMUSP00000002043	Ccdc47
ENSMUSP00000002044	Map3k3
ENSMUSP00000002048	Taco1
ENSMUSP00000002053	Npas1
ENSMUSP00000002063	Ap4e1
ENSMUSP00000002064	Blvra
ENSMUSP00000002073	Ltbp2
ENSMUSP00000002079	Plxnb3
ENSMUSP00000002080	Pdzd4
ENSMUSP00000002081	Srpk3
ENSMUSP00000002084	Abcd1
ENSMUSP00000002087	Pnck
ENSMUSP00000002090	Ssr4
ENSMUSP00000002091	Bcap31
ENSMUSP00000002095	Kmt2a
ENSMUSP00000002099	Ift46
ENSMUSP00000002100	Tmem25
ENSMUSP00000002101	Cd3g
ENSMUSP00000002112	Trappc6a
ENSMUSP00000002121	Supt6
ENSMUSP00000002127	Unc119
ENSMUSP00000002128	Rab34
ENSMUSP00000002133	Sdf2
ENSMUSP00000002145	Hsf2bp
ENSMUSP00000002152	Bbc3
ENSMUSP00000002171	Psmc3
ENSMUSP00000002172	Acp2
ENSMUSP00000002176	Celf2
ENSMUSP00000002177	Nr1h3
ENSMUSP00000002180	Spi1
ENSMUSP00000002198	Sf3a1
ENSMUSP00000002259	Clgn
ENSMUSP00000002274	Napsa
ENSMUSP00000002275	Vrk3
ENSMUSP00000002280	Smg9
ENSMUSP00000002284	Plaur
ENSMUSP00000002289	Uchl3
ENSMUSP00000002291	Paxip1
ENSMUSP00000002292	Rmnd5a
ENSMUSP00000002297	Mov10
ENSMUSP00000002298	Ppm1j
ENSMUSP00000002303	Rhoc
ENSMUSP00000002305	Kdm7a
ENSMUSP00000002310	Prr27
ENSMUSP00000002318	Zfp523
ENSMUSP00000002320	Ppard
ENSMUSP00000002327	Def6
ENSMUSP00000002336	Zim1
ENSMUSP00000002350	Ciao3
ENSMUSP00000002360	Angptl4
ENSMUSP00000002368	Dbf4
ENSMUSP00000002379	Cd320
ENSMUSP00000002389	Tgm1
ENSMUSP00000002391	Tm9sf1
ENSMUSP00000002395	Rec8
ENSMUSP00000002397	Gmpr2
ENSMUSP00000002398	Adcy4
ENSMUSP00000002400	Mdp1
ENSMUSP00000002403	Dhrs1
ENSMUSP00000002412	Ncan
ENSMUSP00000002413	Tmem161a
ENSMUSP00000002418	Borcs8
ENSMUSP00000002436	Snx9
ENSMUSP00000002444	Rfx2
ENSMUSP00000002445	Ranbp3
ENSMUSP00000002452	Ndufa11
ENSMUSP00000002456	Nt5c1b
ENSMUSP00000002457	Bmp8b
ENSMUSP00000002466	Nr2f6
ENSMUSP00000002469	Ocel1
ENSMUSP00000002473	Babam1
ENSMUSP00000002487	Braf
ENSMUSP00000002495	Meis3
ENSMUSP00000002502	Hltf
ENSMUSP00000002518	Tle5
ENSMUSP00000002529	Prpf6
ENSMUSP00000002532	Rgs19
ENSMUSP00000002533	Rgs20
ENSMUSP00000002549	Abhd3
ENSMUSP00000002551	Snrpd1
ENSMUSP00000002572	Nherf2
ENSMUSP00000002588	Tiam1
ENSMUSP00000002599	Puf60
ENSMUSP00000002603	Scrib
ENSMUSP00000002625	Uck1
ENSMUSP00000002640	Scin
ENSMUSP00000002655	Mien1
ENSMUSP00000002663	Pon1
ENSMUSP00000002677	Axl
ENSMUSP00000002678	Tgfb1
ENSMUSP00000002683	Ccdc97
ENSMUSP00000002699	Akap8
ENSMUSP00000002708	Shh
ENSMUSP00000002710	Pdcd2l
ENSMUSP00000002733	Gtf2f1
ENSMUSP00000002735	Clpp
ENSMUSP00000002737	Alkbh7
ENSMUSP00000002740	Pspn
ENSMUSP00000002756	Med6
ENSMUSP00000002757	Cox16
ENSMUSP00000002765	Prkd1
ENSMUSP00000002790	Cse1l
ENSMUSP00000002805	Naa20
ENSMUSP00000002808	Prkra
ENSMUSP00000002809	Fkbp7
ENSMUSP00000002817	Camk2b
ENSMUSP00000002818	Ykt6
ENSMUSP00000002825	Baz1b
ENSMUSP00000002837	Tmed5
ENSMUSP00000002839	Ppp2r5d
ENSMUSP00000002840	Pex6
ENSMUSP00000002844	Mrpl2
ENSMUSP00000002845	Mea1
ENSMUSP00000002846	Gnmt
ENSMUSP00000002848	Grin2d
ENSMUSP00000002850	Abcc6
ENSMUSP00000002855	Kdelr1
ENSMUSP00000002880	Btbd6
ENSMUSP00000002881	Nudt14
ENSMUSP00000002883	Sfrp4
ENSMUSP00000002885	Epdr1
ENSMUSP00000002889	Flii
ENSMUSP00000002891	Top3a
ENSMUSP00000002902	Qtrt1
ENSMUSP00000002911	Hdgfl2
ENSMUSP00000002914	Chaf1a
ENSMUSP00000002923	Adprh
ENSMUSP00000002924	Tmem39a
ENSMUSP00000002925	Timmdc1
ENSMUSP00000002926	Pla1a
ENSMUSP00000002964	Adgre5
ENSMUSP00000002976	Il17ra
ENSMUSP00000002979	Lamb1
ENSMUSP00000002989	Arrdc2
ENSMUSP00000003017	Tbxas1
ENSMUSP00000003027	Map2k7
ENSMUSP00000003029	Timm44
ENSMUSP00000003035	Disp1
ENSMUSP00000003038	Ap2a2
ENSMUSP00000003044	Pnkp
ENSMUSP00000003049	Med25
ENSMUSP00000003061	Bcam
ENSMUSP00000003066	Apoe
ENSMUSP00000003071	Apoc4
ENSMUSP00000003074	Apoc2
ENSMUSP00000003079	Prkar2b
ENSMUSP00000003100	Cyp2f2
ENSMUSP00000003115	Cdkn1b
ENSMUSP00000003117	Ap1m1
ENSMUSP00000003121	Rab8a
ENSMUSP00000003123	Fam32a
ENSMUSP00000003135	Elf3
ENSMUSP00000003137	Cyp2c29
ENSMUSP00000003152	Stk11
ENSMUSP00000003154	Efna2
ENSMUSP00000003156	Atp5f1d
ENSMUSP00000003183	Ppp5c
ENSMUSP00000003191	Prkd3
ENSMUSP00000003203	Cdk12
ENSMUSP00000003207	Lipe
ENSMUSP00000003219	Cnot11
ENSMUSP00000003238	Foxj2
ENSMUSP00000003268	Sh3gl1
ENSMUSP00000003274	Ebi3
ENSMUSP00000003284	Irf3
ENSMUSP00000003290	Bcl2l12
ENSMUSP00000003310	Ranbp2
ENSMUSP00000003312	Edar
ENSMUSP00000003313	Grk5
ENSMUSP00000003318	Dvl3
ENSMUSP00000003319	Abcf3
ENSMUSP00000003320	Eif2b5
ENSMUSP00000003345	Amph
ENSMUSP00000003351	Grin2c
ENSMUSP00000003360	Car11
ENSMUSP00000003369	Plag1
ENSMUSP00000003370	Hck
ENSMUSP00000003386	Mrpl4
ENSMUSP00000003395	Pde4a
ENSMUSP00000003397	Ap1m2
ENSMUSP00000003404	Glg1
ENSMUSP00000003413	Cyp4f39
ENSMUSP00000003416	Cyp4f16
ENSMUSP00000003433	Mknk2
ENSMUSP00000003436	Abhd17a
ENSMUSP00000003438	Mob3a
ENSMUSP00000003442	Cacnb3
ENSMUSP00000003444	Ccdc65
ENSMUSP00000003445	Fkbp11
ENSMUSP00000003450	Ddx23
ENSMUSP00000003451	Rnd1
ENSMUSP00000003459	Myo1g
ENSMUSP00000003461	Ogdh
ENSMUSP00000003468	Grik5
ENSMUSP00000003469	Cd79a
ENSMUSP00000003493	Prkcsh
ENSMUSP00000003501	Elavl3
ENSMUSP00000003502	Rab3b
ENSMUSP00000003509	St8sia6
ENSMUSP00000003512	Fcgrt
ENSMUSP00000003513	Nosip
ENSMUSP00000003521	Rps11
ENSMUSP00000003527	Supt5
ENSMUSP00000003529	Paf1
ENSMUSP00000003536	Med29
ENSMUSP00000003544	Bicd1
ENSMUSP00000003550	Ncstn
ENSMUSP00000003554	Casq1
ENSMUSP00000003561	Phyhip
ENSMUSP00000003568	Crhr2
ENSMUSP00000003569	Inmt
ENSMUSP00000003572	Gars1
ENSMUSP00000003574	Cyp4f18
ENSMUSP00000003575	Tpm4
ENSMUSP00000003597	Psg18
ENSMUSP00000003599	Pcdhgb6
ENSMUSP00000003612	Dusp3
ENSMUSP00000003620	Prodh
ENSMUSP00000003621	Ess2
ENSMUSP00000003622	Slc25a1
ENSMUSP00000003628	Ddr1
ENSMUSP00000003635	Ier3
ENSMUSP00000003640	Fosb
ENSMUSP00000003642	Klc4
ENSMUSP00000003643	Ckm
ENSMUSP00000003645	Ercc1
ENSMUSP00000003655	As3mt
ENSMUSP00000003659	Comp
ENSMUSP00000003669	Homer3
ENSMUSP00000003677	Rnf215
ENSMUSP00000003681	Sec14l2
ENSMUSP00000003687	Tgfb3
ENSMUSP00000003705	Aven
ENSMUSP00000003710	Aak1
ENSMUSP00000003714	Cp
ENSMUSP00000003717	Abcb4
ENSMUSP00000003720	Crot
ENSMUSP00000003726	Brd4
ENSMUSP00000003741	Rps6ka1
ENSMUSP00000003754	Calb2
ENSMUSP00000003759	Ciao1
ENSMUSP00000003762	Has1
ENSMUSP00000003777	Taf6l
ENSMUSP00000003808	Gdf15
ENSMUSP00000003818	Insig2
ENSMUSP00000003826	Htr3a
ENSMUSP00000003828	Kpna6
ENSMUSP00000003843	Man1a
ENSMUSP00000003850	Itpkc
ENSMUSP00000003857	Shkbp1
ENSMUSP00000003860	Coq8b
ENSMUSP00000003870	Mxi1
ENSMUSP00000003876	Brd8
ENSMUSP00000003898	Ece2
ENSMUSP00000003906	Farsa
ENSMUSP00000003907	Gcdh
ENSMUSP00000003908	Mast2
ENSMUSP00000003910	Dnase2a
ENSMUSP00000003911	Rad23a
ENSMUSP00000003912	Calr
ENSMUSP00000003922	Syce2
ENSMUSP00000003946	Nob1
ENSMUSP00000003947	Nqo1
ENSMUSP00000003961	Ppfia3
ENSMUSP00000003964	Gys1
ENSMUSP00000003971	Lin7b
ENSMUSP00000003981	Il7r
ENSMUSP00000004036	Efnb3
ENSMUSP00000004050	Mmd
ENSMUSP00000004051	Hlf
ENSMUSP00000004054	Kpna1
ENSMUSP00000004055	Dzip1
ENSMUSP00000004057	Fam162a
ENSMUSP00000004072	Rpl8
ENSMUSP00000004076	Grm3
ENSMUSP00000004094	Ssbp2
ENSMUSP00000004097	Cux1
ENSMUSP00000004120	Fancl
ENSMUSP00000004133	Brinp2
ENSMUSP00000004134	Gstm5
ENSMUSP00000004136	Gstm3
ENSMUSP00000004137	Gstm7
ENSMUSP00000004140	Gstm1
ENSMUSP00000004143	Stat5b
ENSMUSP00000004145	Stat5a
ENSMUSP00000004156	Map3k11
ENSMUSP00000004172	Hmox2
ENSMUSP00000004173	Cdip1
ENSMUSP00000004200	Cwc15
ENSMUSP00000004201	Col5a3
ENSMUSP00000004202	Dnmt1
ENSMUSP00000004203	Ppan
ENSMUSP00000004206	Eif3g
ENSMUSP00000004208	Angptl2
ENSMUSP00000004222	Hira
ENSMUSP00000004232	Adh1
ENSMUSP00000004281	Dyrk2
ENSMUSP00000004294	Kifc2
ENSMUSP00000004326	Plxna3
ENSMUSP00000004327	G6pdx
ENSMUSP00000004330	Ikbkg
ENSMUSP00000004340	Pax2
ENSMUSP00000004343	Wars2
ENSMUSP00000004375	Phb2
ENSMUSP00000004377	Ptpn6
ENSMUSP00000004378	Eno2
ENSMUSP00000004379	Emg1
ENSMUSP00000004381	Lpcat3
ENSMUSP00000004389	Grcc10
ENSMUSP00000004392	Irf5
ENSMUSP00000004396	Atp6v1f
ENSMUSP00000004428	Clcn5
ENSMUSP00000004430	Clcn3
ENSMUSP00000004453	Gpx6
ENSMUSP00000004470	Utp20
ENSMUSP00000004473	Spic
ENSMUSP00000004480	Sst
ENSMUSP00000004494	Sin3b
ENSMUSP00000004497	Large1
ENSMUSP00000004505	Npc1l1
ENSMUSP00000004507	Ddx56
ENSMUSP00000004508	Tmed4
ENSMUSP00000004554	Rps5
ENSMUSP00000004560	Bid
ENSMUSP00000004565	Ralb
ENSMUSP00000004574	Dnajb11
ENSMUSP00000004576	Tbccd1
ENSMUSP00000004587	Clec11a
ENSMUSP00000004614	Zfp110
ENSMUSP00000004622	Gab2
ENSMUSP00000004634	Slc1a4
ENSMUSP00000004646	Coro1c
ENSMUSP00000004655	Psg17
ENSMUSP00000004657	Psg19
ENSMUSP00000004673	Ndrg2
ENSMUSP00000004681	Pnpla6
ENSMUSP00000004683	Mcoln1
ENSMUSP00000004684	Arhgef18
ENSMUSP00000004686	Pex11g
ENSMUSP00000004715	Mospd2
ENSMUSP00000004728	Cd33
ENSMUSP00000004729	Etfb
ENSMUSP00000004732	Lim2
ENSMUSP00000004745	Stxbp2
ENSMUSP00000004749	Pcp2
ENSMUSP00000004750	Sgce
ENSMUSP00000004756	Wwox
ENSMUSP00000004761	Nrf1
ENSMUSP00000004770	Tyr
ENSMUSP00000004774	Aqp1
ENSMUSP00000004780	Arid3b
ENSMUSP00000004784	Cnn2
ENSMUSP00000004786	Polr2e
ENSMUSP00000004827	Ly9
ENSMUSP00000004829	Cd244a
ENSMUSP00000004850	Adgre1
ENSMUSP00000004868	Mtfp1
ENSMUSP00000004892	Rab11a
ENSMUSP00000004910	Eif2b2
ENSMUSP00000004913	Pgf
ENSMUSP00000004920	Ulk2
ENSMUSP00000004936	Ccl24
ENSMUSP00000004943	Tmed11
ENSMUSP00000004949	Traf6
ENSMUSP00000004955	Prpsap2
ENSMUSP00000004959	Grap
ENSMUSP00000004965	Chmp2b
ENSMUSP00000004968	Plod3
ENSMUSP00000004985	Brpf3
ENSMUSP00000004986	Mapk13
ENSMUSP00000004987	Srpk1
ENSMUSP00000004990	Mapk14
ENSMUSP00000004994	Pax3
ENSMUSP00000005003	Lbr
ENSMUSP00000005014	Hapln2
ENSMUSP00000005015	Prcc
ENSMUSP00000005016	Mettl25b
ENSMUSP00000005017	Hdgf
ENSMUSP00000005019	Crabp2
ENSMUSP00000005041	U2af2
ENSMUSP00000005053	Tmem242
ENSMUSP00000005057	Thop1
ENSMUSP00000005064	Pias4
ENSMUSP00000005066	Map2k1
ENSMUSP00000005067	Sgta
ENSMUSP00000005069	Nmrk2
ENSMUSP00000005072	Dtx2
ENSMUSP00000005073	Zp3
ENSMUSP00000005077	Hspb1
ENSMUSP00000005103	Nfe2l3
ENSMUSP00000005108	Kdm5a
ENSMUSP00000005114	Fxyd4
ENSMUSP00000005120	Yju2b
ENSMUSP00000005122	Mri1
ENSMUSP00000005164	Prkacb
ENSMUSP00000005173	Sgsh
ENSMUSP00000005175	Chd5
ENSMUSP00000005185	Cstb
ENSMUSP00000005188	Sh2b2
ENSMUSP00000005218	Cd44
ENSMUSP00000005220	Slc1a2
ENSMUSP00000005233	Eif2ak4
ENSMUSP00000005234	Wdr1
ENSMUSP00000005238	Slc2a9
ENSMUSP00000005255	Ccn4
ENSMUSP00000005256	Ndrg1
ENSMUSP00000005262	4930550C14Rik
ENSMUSP00000005279	Klf5
ENSMUSP00000005292	Prdx2
ENSMUSP00000005334	Shbg
ENSMUSP00000005336	Senp3
ENSMUSP00000005352	Corin
ENSMUSP00000005364	G6pc2
ENSMUSP00000005365	Spc25
ENSMUSP00000005371	Trp53
ENSMUSP00000005394	Ufd1
ENSMUSP00000005399	Zfp287
ENSMUSP00000005406	App
ENSMUSP00000005413	Zfp112
ENSMUSP00000005431	Letm1
ENSMUSP00000005452	Fgfr4
ENSMUSP00000005470	Cadm3
ENSMUSP00000005477	Cyp2b10
ENSMUSP00000005487	Txn2
ENSMUSP00000005488	Casp14
ENSMUSP00000005490	Slc1a6
ENSMUSP00000005493	Slc1a3
ENSMUSP00000005503	Msh6
ENSMUSP00000005504	Fbxo11
ENSMUSP00000005507	Mlxipl
ENSMUSP00000005508	Tbl2
ENSMUSP00000005509	Stx1a
ENSMUSP00000005518	Kmt5b
ENSMUSP00000005532	Nid1
ENSMUSP00000005548	Hmox1
ENSMUSP00000005578	Cic
ENSMUSP00000005583	Pafah1b3
ENSMUSP00000005592	Siglecg
ENSMUSP00000005597	Zfp175
ENSMUSP00000005600	Rfx1
ENSMUSP00000005601	Il27ra
ENSMUSP00000005606	Prkaca
ENSMUSP00000005607	Asf1b
ENSMUSP00000005611	Myl10
ENSMUSP00000005616	Pkn1
ENSMUSP00000005620	Dnajb1
ENSMUSP00000005630	Msh4
ENSMUSP00000005643	Celf1
ENSMUSP00000005647	Ndufs3
ENSMUSP00000005651	Por
ENSMUSP00000005669	Cyp2b13
ENSMUSP00000005671	Igf1r
ENSMUSP00000005678	Fcer2a
ENSMUSP00000005685	Cyp2a5
ENSMUSP00000005692	Atp4a
ENSMUSP00000005705	Trim28
ENSMUSP00000005711	Chmp2a
ENSMUSP00000005714	Ube2m
ENSMUSP00000005719	Adcy9
ENSMUSP00000005722	Mef2c
ENSMUSP00000005749	Ctr9
ENSMUSP00000005751	Irag1
ENSMUSP00000005768	Pip5k1a
ENSMUSP00000005769	Tmod4
ENSMUSP00000005791	Cabp5
ENSMUSP00000005798	Snx6
ENSMUSP00000005810	Mthfd2
ENSMUSP00000005815	Kit
ENSMUSP00000005817	Tomm40l
ENSMUSP00000005820	Nr1i3
ENSMUSP00000005824	Apoa2
ENSMUSP00000005825	Pan2
ENSMUSP00000005826	Cs
ENSMUSP00000005829	Ampd3
ENSMUSP00000005830	Bcas2
ENSMUSP00000005839	Sh2d1a
ENSMUSP00000005841	Ctcf
ENSMUSP00000005849	Agrp
