from	to
NP_001002238	Tdrd1
NP_001002239	Rpl17
NP_001002240	Tdrd1
NP_001002241	Tdrd1
NP_001002267	Tmem158
NP_001002268	Adgrg6
NP_001002272	Tro
NP_001002764	Smg6
NP_001002787	Ccin
NP_001002791	Defb22
NP_001002842	Pram1
NP_001002846	Fbxl12
NP_001002894	Nlrp14
NP_001002895	Smim29
NP_001002896	Bfsp2
NP_001002897	Atg9b
NP_001002898	Sirpb1a
NP_001002900	Higd1c
NP_001002927	Penk
NP_001002929	Nup85
NP_001003393	Igfl3
NP_001003405	Try5
NP_001003666	Zfp457
NP_001003667	Krt77
NP_001003668	Krt87
NP_001003670	Gm5414
NP_001003671	Pcdhac1
NP_001003672	Pcdhac2
NP_001003685	Ghrhr
NP_001003717	Osbpl8
NP_001003719	Ralgapa1
NP_001003817	Erbb2
NP_001003824	Kcnq2
NP_001003825	Kcnq2
NP_001003893	Masp2
NP_001003898	Tardbp
NP_001003899	Tardbp
NP_001003908	Cltc
NP_001003909	Ankib1
NP_001003910	Ttc41
NP_001003911	Adamts7
NP_001003912	Arhgef11
NP_001003913	Mars1
NP_001003915	Slc5a12
NP_001003916	Zc4h2
NP_001003917	Atg9a
NP_001003918	Usp7
NP_001003919	Ddx11
NP_001003920	Brsk1
NP_001003933	Rtn3
NP_001003934	Rtn3
NP_001003939	Ttc41
NP_001003947	Cyp4x1
NP_001003948	Pid1
NP_001003949	Tmem259
NP_001003950	Rab3ip
NP_001003951	Ces5a
NP_001003952	Sval3
NP_001003953	Kdm2b
NP_001003955	Rab11fip5
NP_001003960	Dnmt3b
NP_001003961	Dnmt3b
NP_001003963	Dnmt3b
NP_001003972	Senp7
NP_001003973	Senp7
NP_001004025	Ppp3r2
NP_001004061	Fam170a
NP_001004062	Crtc1
NP_001004066	Zfp386
NP_001004139	Zfp619
NP_001004140	Ckap2
NP_001004141	Cyp2j11
NP_001004142	Nlrp1a
NP_001004143	Usp22
NP_001004144	Git1
NP_001004145	Nlrp4g
NP_001004147	Fbll1
NP_001004148	Slc13a5
NP_001004149	Zfp366
NP_001004150	A4galt
NP_001004151	Rtp1
NP_001004152	Psg22
NP_001004153	AU018091
NP_001004154	Rragb
NP_001004155	9930012K11Rik
NP_001004157	Scarf1
NP_001004158	Gm5142
NP_001004159	Clec4b2
NP_001004164	Gnptab
NP_001004173	Sgpp2
NP_001004174	AA467197
NP_001004176	Maml3
NP_001004177	Celsr2
NP_001004178	Frg2f1
NP_001004180	Fam222a
NP_001004182	Tmem178b
NP_001004184	Slc28a1
NP_001004185	Whamm
NP_001004187	Rexo5
NP_001004190	Zfp560
NP_001004191	Gm5617
NP_001004192	BC048562
NP_001004193	Rhox8
NP_001004194	Nlrp4e
NP_001004293	Amigo1
NP_001004357	Cntnap2
NP_001004359	Gprasp1
NP_001004361	Tpgs2
NP_001004362	2610008E11Rik
NP_001004363	Nuak1
NP_001004364	Asap2
NP_001004365	Actr3b
NP_001004366	Scube3
NP_001004367	Cxxc4
NP_001004435	Pik3r6
NP_001004436	Wapl
NP_001004455	Cys1
NP_001004468	Tacc2
NP_001004721	Pigu
NP_001004761	Gpr158
NP_001004762	Pla2g4c
NP_001005223	Znhit3
NP_001005225	Or4a27
NP_001005227	Or4a67
NP_001005230	Or5m12
NP_001005232	Dbx1
NP_001005247	Hps5
NP_001005248	Hps5
NP_001005341	Ypel2
NP_001005342	Ypel4
NP_001005343	Sp9
NP_001005358	Zfp960
NP_001005370	Spin2c
NP_001005371	Pramel26
NP_001005385	Gprasp1
NP_001005418	Defa-rs4
NP_001005419	Ado
NP_001005420	Ppp1r26
NP_001005421	Jaml
NP_001005422	Stmnd1
NP_001005423	Mreg
NP_001005424	Ajm1
NP_001005425	Zfp663
NP_001005426	Zcwpw1
NP_001005475	Iqsec2
NP_001005477	Barhl2
NP_001005481	Or2h15
NP_001005485	Or5v1b
NP_001005488	Or5p5
NP_001005506	Txlna
NP_001005507	Smg7
NP_001005508	Arhgap30
NP_001005509	Eif2a
NP_001005510	Syne2
NP_001005511	Lmtk3
NP_001005520	Or6k6
NP_001005524	Or5ac15
NP_001005525	Rsrc2
NP_001005568	Or4k37
NP_001005569	Or1af1
NP_001005570	Or2d3
NP_001005605	Aebp2
NP_001005608	Itgb4
NP_001005740	Phactr1
NP_001005748	Phactr1
NP_001005767	Parl
NP_001005780	Olfr255
NP_001005784	Patj
NP_001005787	Patj
NP_001005788	Zfp69
NP_001005846	Mcoln2
NP_001005847	Aga
NP_001005854	Cd200l1
NP_001005858	Ifit3b
NP_001005859	Rpl34
NP_001005860	Clec4a4
NP_001005863	Mtus1
NP_001005864	Mtus1
NP_001005865	Mtus1
NP_001005867	Zmiz2
NP_001005868	Erbin
NP_001005916	Zbtb9
NP_001006665	Epb41l1
NP_001006669	Kcnq2
NP_001006670	Kcnq2
NP_001006675	Kcnq2
NP_001007078	Pramel25
NP_001007155	Phactr3
NP_001007221	Adam22
NP_001007222	Adam22
NP_001007223	Tdpoz2
NP_001007224	Clec3a
NP_001007267	Taar2
NP_001007269	Dusp13a
NP_001007461	Zdhhc23
NP_001007462	Gsdma3
NP_001007463	Pabpn1l
NP_001007464	Spag8
NP_001007466	Rffl
NP_001007473	Noto
NP_001007553	Itlnb
NP_001007568	Slc7a6os
NP_001007569	Zfp251
NP_001007570	Pnma8a
NP_001007571	Slc25a42
NP_001007572	D8Ertd738e
NP_001007573	Trpv5
NP_001007574	Maneal
NP_001007576	Zfp58
NP_001007577	Gucy2f
NP_001007578	Tceanc
NP_001007579	Armcx6
NP_001007580	Pramel20
NP_001007581	Fndc3c1
NP_001007582	Trp53rka
NP_001007583	Defa39
NP_001007584	Best3
NP_001007590	Akirin2
NP_001007597	Rtn1
NP_001008231	Rtp2
NP_001008232	Daam2
NP_001008233	Asap3
NP_001008234	Plekhn1
NP_001008239	Bnip2
NP_001008419	Aox2
NP_001008420	Cdh12
NP_001008421	Nol10
NP_001008422	Scaf1
NP_001008423	Ccdc177
NP_001008424	Cdsn
NP_001008425	Thoc6
NP_001008426	Teddm1b
NP_001008427	Zfp975
NP_001008428	Fbxw20
NP_001008429	Taar3
NP_001008497	P2ry14
NP_001008498	Dync2i2
NP_001008499	Taar4
NP_001008501	Zfp760
NP_001008502	Bbs12
NP_001008506	Zc3h14
NP_001008533	Adora1
NP_001008542	Mxi1
NP_001008543	Mxi1
NP_001008545	Tardbp
NP_001008546	Tardbp
NP_001008547	1700001J03Rik
NP_001008548	Pde2a
NP_001008549	Zfp175
NP_001008550	Zfyve26
NP_001008700	Il4ra
NP_001008702	Dab2
NP_001008705	Bud31
NP_001008706	Calm5
NP_001008785	Kbtbd8
NP_001008791	Whrn
NP_001008792	Whrn
NP_001008793	Whrn
NP_001008973	Tmem232
NP_001009545	Adam6b
NP_001009546	Naaladl1
NP_001009547	Adam26b
NP_001009548	Adam20
NP_001009549	Zfp36l3
NP_001009550	Mup21
NP_001009573	Unc13d
NP_001009574	Taar5
NP_001009575	Armcx5
NP_001009818	Septin11
NP_001009819	A3galt2
NP_001009927	Mief2
NP_001009929	Brsk2
NP_001009930	Brsk2
NP_001009935	Txnip
NP_001009940	Il19
NP_001009947	Dock11
NP_001009948	Nrsn2
NP_001009949	Slc25a51
NP_001009950	Slc38a8
NP_001009951	Cep44
NP_001009952	Scgb2b20
NP_001009978	Pde1a
NP_001009979	Pde1a
NP_001009981	Slc10a7
NP_001010825	Ficd
NP_001010826	Kctd14
NP_001010827	Taar7b
NP_001010828	Taar6
NP_001010829	Taar7a
NP_001010830	Taar8a
NP_001010831	Taar9
NP_001010833	Mdc1
NP_001010834	Slc10a5
NP_001010835	Taar7e
NP_001010836	Ppp1r13l
NP_001010837	Taar8b
NP_001010838	Taar7d
NP_001010839	Taar7f
NP_001010840	Taar8c
NP_001010930	Mrps33
NP_001010937	Gjb6
NP_001010941	Gpr12
NP_001010973	Hrh2
NP_001011517	Or4s2b
NP_001011518	Or2i1
NP_001011519	Or12e13
NP_001011520	Or14c46
NP_001011523	Or8b49
NP_001011524	Or10v9
NP_001011525	Or6b2b
NP_001011527	Or52n4b
NP_001011528	Or2r2
NP_001011529	Or4a78
NP_001011530	Or4l1
NP_001011531	Or2t29
NP_001011532	Or8u10
NP_001011533	Or56b34
NP_001011534	Or5ak20
NP_001011535	Or4p21
NP_001011536	Or51f1
NP_001011542	Or2d3b
NP_001011662	Or5k16
NP_001011684	Nms
NP_001011687	Rnase13
NP_001011695	Or5g23
NP_001011707	Cyp2c66
NP_001011721	Or12d2
NP_001011732	Xkr7
NP_001011733	Or10ad1c
NP_001011734	Or10ag54
NP_001011735	Or8k28
NP_001011736	Or5ac23
NP_001011737	Or1i2
NP_001011738	Or11g2
NP_001011739	Or8b38
NP_001011740	Or2w25
NP_001011741	Or2y1c
NP_001011742	Or10ab4
NP_001011743	Or2ab1
NP_001011748	Or7d11
NP_001011749	Or2ag20
NP_001011750	Or14a256
NP_001011751	Or14a257
NP_001011752	Or14c40
NP_001011753	Or14j4
NP_001011754	Or4q3
NP_001011755	Or52e8
NP_001011756	Or8g30
NP_001011757	Or56b2j
NP_001011758	Or9g20
NP_001011759	Or5m8
NP_001011760	Or2t44
NP_001011761	Or4c15b
NP_001011767	Or14c43
NP_001011769	Or2w3b
NP_001011770	Or2av9
NP_001011771	Or8k39
NP_001011773	Or4k41
NP_001011774	Or5m11
NP_001011775	Or10q3
NP_001011776	Or12j2
NP_001011777	Or5al1
NP_001011778	Or8s16
NP_001011779	Or10ad1b
NP_001011780	Or10ad1
NP_001011782	Or55b3
NP_001011784	Or5al5
NP_001011785	Or5ak4
NP_001011787	Or4f14b
NP_001011788	Or5bb10
NP_001011789	Or2b11
NP_001011790	Or2y12
NP_001011791	Or5h25
NP_001011793	Or52ab7
NP_001011794	Or11n2
NP_001011795	Or4f52
NP_001011796	Or4a76
NP_001011797	Or6c6
NP_001011798	Or8b37
NP_001011799	Or2f1
NP_001011800	Or6d12
NP_001011801	Or6d13
NP_001011802	Or4f62
NP_001011803	Or4f14
NP_001011804	Or4c15
NP_001011805	Or2y1
NP_001011806	Or8b42
NP_001011807	Or5h23
NP_001011808	Or5ac16
NP_001011809	Or4k1
NP_001011810	Or5p61
NP_001011811	Or5p63
NP_001011812	Or8g32
NP_001011813	Or2h1b
NP_001011814	Or6b13
NP_001011815	Or12j4
NP_001011816	Or4p20
NP_001011818	Or2ak4
NP_001011819	Or5af1
NP_001011820	Or2b2
NP_001011821	Or6c6c
NP_001011822	Or6c5c
NP_001011823	Or7g12
NP_001011824	Or7g19
NP_001011825	Or5be3
NP_001011826	Or8g4
NP_001011827	Or10d4
NP_001011828	Or14a258
NP_001011829	Or14j8
NP_001011830	Or10al3
NP_001011831	Or9q1
NP_001011832	Or10w1
NP_001011833	Or5w14
NP_001011834	Or5w19
NP_001011835	Or5d14
NP_001011836	Or10ag59
NP_001011837	Or11h23
NP_001011839	Or5an1b
NP_001011840	Or5b109
NP_001011841	Or5b111
NP_001011842	Or5b118
NP_001011845	Or52ab2
NP_001011846	Or10a49
NP_001011847	Or52s1b
NP_001011848	Or52e8b
NP_001011849	Or6c66b
NP_001011850	Or9i1b
NP_001011851	Or1d2
NP_001011852	Or5m11b
NP_001011853	Or4d10
NP_001011854	Or52s6
NP_001011855	Or2aj4
NP_001011856	Or10ak9
NP_001011857	Or52l1
NP_001011858	Or56b1b
NP_001011859	Or8g52
NP_001011860	Or4c117
NP_001011861	Or2t49
NP_001011862	Or2ag17
NP_001011863	Or1p1c
NP_001011864	Or8b52
NP_001011865	Or51v8
NP_001011866	Or13g1
NP_001011867	Or13a24
NP_001011868	Or4p7
NP_001011869	Or2f2
NP_001011870	Or10ak8
NP_001011871	Or5p78
NP_001011872	Or5m9
NP_001011873	Xkr9
NP_001011874	Xkr4
NP_001011875	Rnase12
NP_001011876	Ang6
NP_001011877	Rnase11
NP_001012236	Trex1
NP_001012265	Or7e166
NP_001012266	Or7g20
NP_001012269	Or10g3b
NP_001012273	Birc5
NP_001012305	Slc39a12
NP_001012306	Hsd3b3
NP_001012307	Defa23
NP_001012309	Nsrp1
NP_001012310	Slc25a47
NP_001012311	Pgbd1
NP_001012322	Sctr
NP_001012323	Mup20
NP_001012324	Ecm2
NP_001012325	Zfp708
NP_001012330	Zbtb18
NP_001012335	Mdk
NP_001012336	Mdk
NP_001012363	Slc2a9
NP_001012392	Bpifb1
NP_001012396	Hacd1
NP_001012400	AU022252
NP_001012401	Hspb6
NP_001012402	Hs3st6
NP_001012436	Kctd14
NP_001012450	Zfp708
NP_001012451	Zfp708
NP_001012453	Ankrd6
NP_001012454	Ankrd6
NP_001012495	Cxcl12
NP_001012535	Fut10
NP_001012536	Ehmt1
NP_001012538	Klri1
NP_001012641	Rims1
NP_001012642	Rims1
NP_001012643	Rims1
NP_001012656	Acd
NP_001012658	AY761185
NP_001012685	Smim19
NP_001012722	Wfdc13
NP_001012741	Wfdc16
NP_001012743	Wfdc6b
NP_001012783	Adcy5
NP_001012784	Ear12
NP_001013030	Zfp787
NP_001013031	Dhrs7c
NP_001013037	Lrrn4cl
NP_001013040	Cimap1b
NP_001013041	Mterf1a
NP_001013042	Usp13
NP_001013043	Tgfbrap1
NP_001013044	Ttf2
NP_001013046	Tmem263
NP_001013274	Ctc1
NP_001013378	Npcd
NP_001013380	Npcd
NP_001013383	Osm
NP_001013384	Wdr91
NP_001013385	Prkaa1
NP_001013386	E2f8
NP_001013387	Pfdn4
NP_001013388	Sesn1
NP_001013389	Dtx3l
NP_001013390	2700073G19Rik
NP_001013391	Tmprss13
NP_001013392	Lman2l
NP_001013393	Utp18
NP_001013394	Rpp38
NP_001013395	Arhgef39
NP_001013396	Uspl1
NP_001013397	Zfp930
NP_001013398	Dync1li2
NP_001013399	Rsad1
NP_001013400	Lrrc52
NP_001013402	Podnl1
NP_001013403	Grm4
NP_001013404	Rasl10b
NP_001013405	Zfp182
NP_001013407	Mrs2
NP_001013408	Scn4b
NP_001013409	Cpsf6
NP_001013411	Msantd5f6
NP_001013423	Tcaim
NP_001013429	Nkain2
NP_001013430	Ccl26
NP_001013432	Neurl4
NP_001013459	Ric8b
NP_001013593	Or14j9
NP_001013595	Inip
NP_001013598	Pard3
NP_001013599	Pard3
NP_001013625	Vmo1
NP_001013626	Ercc6l2
NP_001013627	Tex24
NP_001013637	Trim6
NP_001013763	Ddn
NP_001013767	Zfp57
NP_001013771	Tmem151b
NP_001013772	Spata31e5
NP_001013773	Syna
NP_001013775	Pcdh17
NP_001013776	Gm9949
NP_001013777	5730409E04Rik
NP_001013778	Grhl3
NP_001013779	Vwde
NP_001013780	Lingo3
NP_001013781	Gas2l2
NP_001013782	Cldn34b3
NP_001013783	Gmnc
NP_001013784	Gm4952
NP_001013786	Ces1a
NP_001013787	Zscan4c
NP_001013788	Samd3
NP_001013789	Capn11
NP_001013791	Rsl1
NP_001013792	Lipo3
NP_001013793	Gm973
NP_001013795	Nxpe5
NP_001013796	Kpna7
NP_001013798	Fbxw24
NP_001013799	Zfp488
NP_001013800	Tvp23a
NP_001013801	Aim2
NP_001013802	Slc25a34
NP_001013805	Garin3
NP_001013806	Ccdc92b
NP_001013807	Akr1c19
NP_001013808	Zscan26
NP_001013809	Vmn1r209
NP_001013814	Otulin
NP_001013819	Spink6
NP_001013821	Mettl21c
NP_001013824	Macrod2
NP_001013826	Flg2
NP_001013828	Ankrd13c
NP_001013832	Gm5591
NP_001013833	Fam169b
NP_001013835	Maml2
NP_001013836	Amt
NP_001013838	Gm5622
NP_001013839	Sp140
NP_001013842	Slc22a28
NP_001013845	Krtap4-16
NP_001013846	Eif1ad7
NP_001013848	Dusp29
NP_001013850	Iigp1b
NP_001013851	Shf
NP_001013854	Gpr31b
NP_001013855	Prkg1
NP_001014412	Dyrk2
NP_001014416	Adgrf3
NP_001014417	Fbxw22
NP_001014419	Zfp985
NP_001014420	Trcg1
NP_001014421	Abi3bp
NP_001014422	Abi3bp
NP_001014423	Abi3bp
NP_001014424	Abi3bp
NP_001014761	Scn2b
NP_001014836	Tektip1
NP_001014900	Zmynd12
NP_001014973	Snx13
NP_001014974	Ttll4
NP_001014976	Espl1
NP_001014981	Wdr7
NP_001014995	Entrep3
NP_001014996	Cenpj
NP_001014997	Klrh1
NP_001015039	Zfyve28
NP_001015046	Rap1gap2
NP_001015099	G2e3
NP_001015507	Dcaf1
NP_001015681	E130308A19Rik
NP_001015876	Tyw1
NP_001015889	Taf9
NP_001017362	Arid3c
NP_001017393	Gm21943
NP_001017394	Gm20815
NP_001017407	Tbata
NP_001017409	Tbata
NP_001017419	Tbata
NP_001017422	Ear4
NP_001017426	Kdm6b
NP_001017427	Rasef
NP_001017429	Cox17
NP_001017433	Tbata
NP_001017441	Tbata
NP_001017525	Abtb3
NP_001017955	Zscan18
NP_001017959	Lamp2
NP_001017966	Ddi2
NP_001017968	Zdhhc18
NP_001017983	Foxred2
NP_001017985	C2cd3
NP_001018002	Dppa4
NP_001018013	Izumo1
NP_001018019	Grxcr1
NP_001018041	Otol1
NP_001018052	Sp3
NP_001018073	Rtl8b
NP_001018089	Lce3f
NP_001018097	Ldoc1
NP_001019305	Trim15
NP_001019306	Kbtbd7
NP_001019307	Anks6
NP_001019308	Pla2g4d
NP_001019309	Gpr139
NP_001019310	Adamts15
NP_001019312	Nxf3
NP_001019313	Fbxo10
NP_001019316	Pla2g4f
NP_001019319	Ugt2a2
NP_001019376	Nufip2
NP_001019377	Trappc1
NP_001019396	Defa24
NP_001019401	Gm5431
NP_001019556	Crls1
NP_001019629	Add1
NP_001019639	Bcat1
NP_001019645	Diras2
NP_001019649	Cdhr3
NP_001019675	Dcun1d2
NP_001019679	Brd9
NP_001019683	Fam149b
NP_001019697	Larp4
NP_001019710	Shc2
NP_001019731	Snx32
NP_001019773	Cep170b
NP_001019775	Ankrd28
NP_001019777	Pdp2
NP_001019785	Cfap299
NP_001019787	Rabl6
NP_001019788	Inpp4b
NP_001019789	Xirp2
NP_001019790	Tsku
NP_001019793	Pcnp
NP_001019795	Cdkl5
NP_001019797	Zfp873
NP_001019816	Carmil3
NP_001019843	Methig1
NP_001019844	Ifnl2
NP_001019869	Cpa2
NP_001019870	Zbtb45
NP_001019873	C1ql4
NP_001019874	Mctp2
NP_001019876	Prb1b
NP_001019877	Gm5458
NP_001019878	Lrp3
NP_001019880	Krtap10-10
NP_001019883	Gm3696
NP_001019885	Cma2
NP_001019887	Triobp
NP_001019888	Gal3st3
NP_001019890	Cyp2c67
NP_001019891	Hmcn1
NP_001019892	Ifi214
NP_001019897	Zfp607a
NP_001019899	Rps23rg1
NP_001019977	Cebpz
NP_001020008	Adarb1
NP_001020009	Adarb1
NP_001020012	Gm128
NP_001020013	Hoxc11
NP_001020017	Zfp62
NP_001020019	Apol7b
NP_001020020	Gm14325
NP_001020021	Rhox10
NP_001020022	Ankrd34a
NP_001020024	Timm9
NP_001020025	Timm9
NP_001020027	Ttbk2
NP_001020028	Ttbk2
NP_001020081	Septin10
NP_001020082	Septin10
NP_001020088	N4bp2
NP_001020089	Rfx4
NP_001020090	Bod1
NP_001020091	Trp53i13
NP_001020093	Ddx49
NP_001020097	Cyb5d2
NP_001020098	Pitpnm3
NP_001020099	Zfp667
NP_001020102	Rbfox3
NP_001020103	Pilrb2
NP_001020116	Qsox1
NP_001020121	Zfp563
NP_001020123	Rc3h1
NP_001020125	Pbx4
NP_001020126	Pik3r1
NP_001020238	Lrig2
NP_001020245	Ntrk2
NP_001020254	Rhox12
NP_001020255	Rhox1
NP_001020256	Gm5797
NP_001020257	Rhox7a
NP_001020264	Atf2
NP_001020273	Arl14ep
NP_001020274	Cracr2b
NP_001020327	Ccdc93
NP_001020334	Zfp78
NP_001020363	Cxadr
NP_001020411	Adam34l
NP_001020412	Gm20747
NP_001020415	Krtap31-2
NP_001020416	Mbp
NP_001020417	Trp53i11
NP_001020421	Vegfa
NP_001020422	Mbp
NP_001020425	Mbp
NP_001020426	Mbp
NP_001020427	Mbp
NP_001020428	Vegfa
NP_001020429	Mbp
NP_001020430	Mbp
NP_001020431	H2al1e
NP_001020432	Tpd52
NP_001020433	Tpd52
NP_001020434	Tpd52
NP_001020435	Tpd52
NP_001020457	Nkain2
NP_001020467	Dffa
NP_001020476	Tfap2b
NP_001020478	Stx3
NP_001020480	Pja2
NP_001020481	St6galnac6
NP_001020482	St6galnac6
NP_001020483	Dclre1b
NP_001020484	Tapbp
NP_001020522	Defb46
NP_001020524	Gm6040
NP_001020529	Klc1
NP_001020530	Klc1
NP_001020531	Klc1
NP_001020532	Klc1
NP_001020533	Klc1
NP_001020534	Klc1
NP_001020535	Rtn2
NP_001020536	Miip
NP_001020542	Serinc4
NP_001020543	Adcyap1r1
NP_001020544	Zfp943
NP_001020546	Skic8
NP_001020547	Skic8
NP_001020549	Orc2
NP_001020550	Sema3g
NP_001020551	Adam39
NP_001020552	Gpr17
NP_001020553	Insyn2b
NP_001020554	Pwwp4a
NP_001020555	Pwwp4b
NP_001020556	Tas2r137
NP_001020557	Or52a20
NP_001020559	Eno1b
NP_001020562	Sufu
NP_001020563	Bclaf1
NP_001020564	Bclaf1
NP_001020566	Src
NP_001020597	Depdc5
NP_001020598	Hmga1
NP_001020599	Spag9
NP_001020600	Spag9
NP_001020601	Spag9
NP_001020602	Btbd3
NP_001020603	Crebbp
NP_001020606	Timd6
NP_001020609	Camk2d
NP_001020610	Camk2d
NP_001020615	Aptx
NP_001020616	Aptx
NP_001020730	Sox6
NP_001020731	Sox6
NP_001020732	Pus1
NP_001020733	Pus1
NP_001020736	Lhx9
NP_001020738	Dmbx1
NP_001020739	Pde1c
NP_001020741	Prrx1
NP_001020742	Sh2d2a
NP_001020743	Ankrd12
NP_001020744	Slc23a4
NP_001020745	Bpifb9b
NP_001020746	Cfhr2
NP_001020747	Ccdc141
NP_001020748	Maf
NP_001020752	Kcnc2
NP_001020753	Dram2
NP_001020755	Kcnj6
NP_001020756	Kcnj6
NP_001020757	Nr2c2ap
NP_001020758	Nr2c2ap
NP_001020760	Rfxank
NP_001020761	Kcnj6
NP_001020765	Zbtb43
NP_001020768	Ikzf1
NP_001020770	Trim26
NP_001020771	Cadm1
NP_001020772	Rfx5
NP_001020773	Il1rl1
NP_001020776	Gm527
NP_001020777	Tmem171
NP_001020778	Gm5168
NP_001020779	Szrd1
NP_001020781	Ms4a7
NP_001020783	Snx22
NP_001020784	Otud7b
NP_001020785	Otud7b
NP_001020786	Ccdc50
NP_001020788	Cant1
NP_001020789	Cant1
NP_001020950	Cdc6
NP_001021118	Dnm1l
NP_001021382	Dnajc19
NP_001021383	Ensa
NP_001021385	Entpd5
NP_001025007	Npnt
NP_001025008	Pik3cd
NP_001025009	Pknox2
NP_001025012	Sla
NP_001025013	Slc16a6
NP_001025014	Vrk1
NP_001025015	Vrk1
NP_001025021	Magi1
NP_001025026	Psme2
NP_001025027	Atad5
NP_001025038	Ugt2b36
NP_001025039	Pdzd4
NP_001025043	Itgad
NP_001025044	Unc13a
NP_001025047	Urb2
NP_001025048	Nova2
NP_001025049	Lonrf2
NP_001025060	Usf3
NP_001025061	Mex3a
NP_001025064	Psg26
NP_001025066	Ate1
NP_001025083	Zswim5
NP_001025100	Zmynd15
NP_001025101	Gm5796
NP_001025104	Zfp114
NP_001025105	Usp32
NP_001025106	Trim38
NP_001025107	Specc1
NP_001025108	Sec14l3
NP_001025109	Rilp
NP_001025148	Cfhr4
NP_001025149	Tceal3
NP_001025150	Safb2
NP_001025153	Sec23ip
NP_001025154	Man1b1
NP_001025155	Fcrlb
NP_001025156	Kcp
NP_001025158	Aoc1l1
NP_001025159	Fat2
NP_001025161	Mettl17
NP_001025164	Zc3h18
NP_001025165	Zc3h18
NP_001025185	Mcat
NP_001025445	Ndufs5
NP_001025461	Rdh8
NP_001025463	Kcnk15
NP_001025464	Spry3
NP_001025467	Prr7
NP_001025468	Tmprss11c
NP_001025476	Pmp2
NP_001025478	Dkc1
NP_001026792	Abca17
NP_001026793	Gm16367
NP_001026834	Nudt10
NP_001026837	Gsk3a
NP_001026942	Lin28b
NP_001026978	Mrpl41
NP_001026981	Kcnh8
NP_001026984	Smg1
NP_001027021	Agxt2
NP_001027469	Bglap2
NP_001027550	Pecam1
NP_001027585	Pear1
NP_001027586	Pear1
NP_001027899	Sybu
NP_001028211	Klhdc9
NP_001028212	Cfap119
NP_001028213	Acmsd
NP_001028214	Lrrc14b
NP_001028215	Rnf17
NP_001028294	Cd69
NP_001028295	Gm14288
NP_001028296	Ntrk1
NP_001028298	Cd27
NP_001028300	Bbs1
NP_001028303	Krtdap
NP_001028304	Commd6
NP_001028307	Rnf149
NP_001028308	Rmdn3
NP_001028311	Spindoc
NP_001028312	Sdhaf1
NP_001028313	Ecscr
NP_001028314	Rnf166
NP_001028317	Dipk2a
NP_001028320	Cfap96
NP_001028321	Ttc9
NP_001028322	Plekhm2
NP_001028327	Dnajb14
NP_001028328	Fbxo33
NP_001028329	5730507C01Rik
NP_001028330	Rasl12
NP_001028331	Zfp597
NP_001028333	Tradd
NP_001028334	Shcbp1l
NP_001028335	Ephx3
NP_001028336	2510002D24Rik
NP_001028337	Dnajc25
NP_001028338	Selenoh
NP_001028339	Slc22a23
NP_001028340	Smim33
NP_001028342	Fam83e
NP_001028343	Klrg2
NP_001028344	Rab11fip2
NP_001028345	Usp31
NP_001028346	Osbp
NP_001028347	Cln6
