from	to
1500032F14Rik	XR_003952885
1500032F14Rik	XR_001782681
1500035N22Rik	NR_166410
1600002D24Rik	NR_040485
1600002D24Rik	NR_040484
1600010M07Rik	NR_037959
1600012H06Rik	NM_026451
1600012H06Rik	NM_001083881
1600012H06Rik	NM_001083880
1600012H06Rik	NM_001083882
1600012P17Rik	NR_163823
1600014C10Rik	NM_001085385
1600014C10Rik	NM_028166
1600014C23Rik	NM_028164
1600014C23Rik	XM_006524968
1600015H23Rik	NR_166879
1600019K03Rik	NR_040481
1600020E01Rik	NR_037960
1600020E01Rik	NR_037961
1600023N17Rik	NR_073433
1600025M17Rik	NR_038168
1600027J07Rik	NR_036588
1600029I14Rik	NR_028123
1600029O15Rik	NR_033522
1700001D01Rik	NR_045475
1700001F09Rik	NM_027940
1700001G01Rik	NR_130158
1700001G11Rik	NR_038077
1700001G17Rik	NR_033199
1700001J03Rik	NM_001418329
1700001J03Rik	NM_001008547
1700001J03Rik	XM_030254790
1700001J04Rik	NR_166726
1700001J04Rik	NR_166725
1700001J11Rik	NR_033613
1700001K19Rik	XM_011244159
1700001K19Rik	XM_036157559
1700001K19Rik	XM_006516149
1700001K19Rik	XM_006516145
1700001K19Rik	XM_286464
1700001K19Rik	XM_006516144
1700001K19Rik	XM_030246851
1700001K19Rik	XM_036157558
1700001K19Rik	XM_006516148
1700001K19Rik	XM_006516147
1700001K19Rik	XM_030246854
1700001K19Rik	XM_030246852
1700001K23Rik	NR_036590
1700001L05Rik	NR_027980
1700001O22Rik	XR_004940747
1700001O22Rik	XM_030252120
1700001O22Rik	NR_028486
1700001O22Rik	XR_866021
1700001O22Rik	XM_036162617
1700001O22Rik	XM_011239197
1700001O22Rik	XM_011239199
1700001O22Rik	XR_004940746
1700001O22Rik	XM_011239195
1700001O22Rik	XR_004940744
1700001O22Rik	XM_011239198
1700001O22Rik	XM_006498376
1700001O22Rik	XM_030252119
1700001O22Rik	NR_028487
1700001O22Rik	XR_004940745
1700001O22Rik	NM_198000
1700001O22Rik	XM_006498375
1700001O22Rik	XM_011239196
1700001O22Rik	XM_011239200
1700003C15Rik	NR_045478
1700003D09Rik	NR_045477
1700003E16Rik	NM_027948
1700003E24Rik	NR_103799
1700003F12Rik	NM_029305
1700003F12Rik	XM_017319305
1700003G18Rik	NR_029433
1700003H04Rik	NR_160692
1700003H04Rik	NM_001368235
1700003I22Rik	NR_126075
1700003I22Rik	NR_126076
1700003L19Rik	NR_040507
1700003M07Rik	NR_040647
1700003M07Rik	NR_040648
1700003P14Rik	NR_045982
1700006A11Rik	NM_001357195
1700006A11Rik	XM_131185
1700006F04Rik	NR_045621
1700006H20Rik	XR_376117
1700006H20Rik	XR_376115
1700006H20Rik	XR_376116
1700006H20Rik	XR_376118
1700006H21Rik	NR_045900
1700006J14Rik	NR_188098
1700006J14Rik	NR_188100
1700006J14Rik	NR_188099
1700007E05Rik	XR_008604648
1700007F19Rik	NR_040538
1700007J10Rik	NR_045476
1700007L15Rik	NR_045709
1700007P06Rik	NR_040554
1700008C04Rik	NR_126468
1700008J07Rik	NR_024331
1700008K24Rik	NR_038141
1700008K24Rik	NR_038143
1700008K24Rik	NR_038145
1700008K24Rik	NR_038144
1700008K24Rik	NR_038142
1700008O03Rik	XM_030242968
1700008O03Rik	XM_017312286
1700008O03Rik	XM_030242969
1700008O03Rik	XM_011250900
1700008O03Rik	XM_006541171
1700008O03Rik	XM_011250899
1700008O03Rik	XM_133454
1700008O03Rik	XM_006541172
1700008P02Rik	NR_175953
1700009C05Rik	NR_046040
1700009J07Rik	NR_015547
1700009N14Rik	XM_131323
1700010B08Rik	NR_177971
1700010D01Rik	NR_165046
1700010G06Rik	XR_003951590
1700010H22Rik	XR_003955945
1700010I02Rik	NR_040587
1700010I14Rik	NM_025851
1700010I14Rik	XR_876377
1700010I14Rik	XR_004939569
1700010I14Rik	XR_004939570
1700010I14Rik	XR_003952172
1700010I14Rik	NM_001347544
1700010J16Rik	NR_040579
1700010K23Rik	NR_040512
1700010L04Rik	XR_105177
1700010L04Rik	XR_378290
1700010L04Rik	XR_378283
1700010L04Rik	XR_378288
1700010L04Rik	XR_004934368
1700010L04Rik	XR_378291
1700010L04Rik	XR_378287
1700010L04Rik	XR_378289
1700010N08Rik	NR_153826
1700011B04Rik	NR_045616
1700011C11Rik	NR_126462
1700011L22Rik	XM_011248492
1700011L22Rik	XM_134463
1700012A03Rik	NM_029587
1700012B07Rik	NM_001162428
1700012B07Rik	XM_006534114
1700012B07Rik	NM_027038
1700012B09Rik	NM_029306
1700012B09Rik	XR_379134
1700012C14Rik	NR_131049
1700012D01Rik	NR_045171
1700012D16Rik	NR_126464
1700012H19Rik	NR_130164
1700012I11Rik	NR_045140
1700012J15Rik	NR_167674
1700012J15Rik	NR_167675
1700012J15Rik	NR_167673
1700013D24Rik	NR_164180
1700013G24Rik	NM_027063
1700013H16Rik	XM_135430
1700013H16Rik	XM_006535361
1700013N06Rik	XR_381900
1700014L14Rik	XR_001778743
1700015C15Rik	XR_001780985
1700015C15Rik	XR_001780984
1700015C15Rik	XR_873594
1700015I17Rik	XR_378890
1700016A09Rik	NR_151732
1700016B01Rik	NR_166436
1700016C19Rik	XR_003955967
1700016C19Rik	XR_003955973
1700016C19Rik	XR_003955970
1700016C19Rik	XR_003955968
1700016C19Rik	XR_003955969
1700016C19Rik	XR_880605
1700016C19Rik	XR_003955971
1700016C19Rik	XR_880601
1700016C19Rik	XR_003955972
1700016G22Rik	NR_045891
1700016H13Rik	XM_132216
1700016H13Rik	XM_011249581
1700016H13Rik	NM_001163550
1700016H13Rik	XM_006535260
1700016H13Rik	XM_011249580
1700016H13Rik	XM_006535258
1700016H13Rik	XM_017321121
1700016H13Rik	XM_006535261
1700016H13Rik	XM_011249582
1700016J18Rik	XR_871596
1700016J18Rik	XR_380261
1700016J18Rik	XR_871595
1700016J18Rik	XR_380262
1700016K05Rik	NR_151453
1700016L04Rik	NR_045824
1700016L21Rik	NR_040460
1700016P03Rik	XR_004937196
1700016P03Rik	NR_190394
1700016P03Rik	XR_004937197
1700016P04Rik	NR_038149
1700017B05Rik	XM_006511516
1700017B05Rik	XM_134943
1700017G19Rik	NR_040445
1700017J07Rik	NR_176459
1700017J07Rik	NR_040326
1700017L05Rik	NR_131050
1700017M07Rik	XR_880766
1700017N19Rik	XM_017314058
1700017N19Rik	XM_030245218
1700017N19Rik	XM_006513956
1700017N19Rik	NM_001429354
1700017N19Rik	XM_006513955
1700017N19Rik	NM_001081246
1700018A04Rik	NR_029439
1700018A23Rik	XR_378049
1700018A23Rik	XR_004933843
1700018B08Rik	NM_001382233
1700018B08Rik	NM_029597
1700018B08Rik	NM_001357259
1700018B08Rik	XM_006531474
1700018B08Rik	NM_001382230
1700018B08Rik	NM_001357260
1700018B08Rik	NM_001382231
1700018B08Rik	XM_006531475
1700018B08Rik	NM_001382232
1700018B08Rik	XM_011248543
1700018B24Rik	NR_003617
1700018F24Rik	NM_027069
1700018F24Rik	XM_017321091
1700018L02Rik	NR_028360
1700019A02Rik	NM_001368200
1700019A02Rik	NM_027070
1700019A02Rik	XM_006496255
1700019A02Rik	XM_036153462
1700019A02Rik	XR_865288
1700019A02Rik	XR_373261
1700019C18Rik	NR_126478
1700019D03Rik	NM_001368281
1700019D03Rik	NM_001368277
1700019D03Rik	NM_001368276
1700019D03Rik	NM_001368279
1700019D03Rik	NM_001368280
1700019D03Rik	NM_001368274
1700019D03Rik	NM_001368278
1700019D03Rik	NM_144953
1700019E08Rik	NR_040497
1700019F05Rik	NR_166206
1700019G24Rik	NR_040255
1700019J19Rik	NR_166640
1700019M22Rik	NR_103800
1700019P21Rik	NR_138576
1700020A23Rik	NM_001163483
1700020A23Rik	NM_029375
1700020D12Rik	XR_381366
1700020D12Rik	XR_381365
1700020D14Rik	NR_126545
1700020G03Rik	XR_870493
1700020G17Rik	NR_045979
1700020L13Rik	NR_144498
1700020L24Rik	NM_025492
1700020L24Rik	XM_036156898
1700020M21Rik	NR_040742
1700020N01Rik	NR_027968
1700020N15Rik	NR_177970
1700020N18Rik	NR_026924
1700021F02Rik	NR_152117
1700021G15Rik	NR_166082
1700021L23Rik	NR_166446
1700021N21Rik	NR_045800
1700022A21Rik	XM_131911
1700022A22Rik	NR_045509
1700022E09Rik	NR_040568
1700022H01Rik	NR_126477
1700022H16Rik	NR_045488
1700022N22Rik	NR_166913
1700022N22Rik	NR_168725
1700022N22Rik	NR_166912
1700023A20Rik	NR_165167
1700023C21Rik	NR_045909
1700023D09Rik	NR_132423
1700023D09Rik	NR_132424
1700023F02Rik	NR_168562
1700023F02Rik	NR_168558
1700023F02Rik	NR_168559
1700023F02Rik	NR_168561
1700023F02Rik	NR_168560
1700023F02Rik	NR_168568
1700023F02Rik	NR_168567
1700023F02Rik	NR_168557
1700023F02Rik	NR_168565
1700023F02Rik	NR_168566
1700023G09Rik	XR_865834
1700023G09Rik	XR_373819
1700023G09Rik	XR_373821
1700023G09Rik	XR_004935803
1700023G09Rik	XR_373818
1700024B05Rik	XR_874537
1700024B18Rik	NR_045479
1700024G13Rik	XM_147820
1700024I08Rik	NR_126476
1700024J04Rik	NM_001378508
1700024N05Rik	NR_126471
1700024N05Rik	NR_126472
1700025B11Rik	NR_040310
1700025C18Rik	NR_033448
1700025D23Rik	NR_166914
1700025D23Rik	NR_166915
1700025F24Rik	NR_040578
1700025G04Rik	XM_011248069
1700025G04Rik	NM_197990
1700025G04Rik	XM_036153473
1700025G04Rik	XM_030242805
1700025H01Rik	XR_003951867
1700025H01Rik	XR_003951868
1700025H01Rik	XR_003951869
1700025J12Rik	NR_131051
1700025K04Rik	NR_166080
1700025K24Rik	NR_045825
1700025M24Rik	NR_040689
1700025M24Rik	NR_040687
1700025M24Rik	NR_040688
1700025N21Rik	XR_004936363
1700025N21Rik	XR_004936364
1700025N21Rik	XR_004936366
1700025N21Rik	XR_004936365
1700025N23Rik	NR_040523
1700025O08Rik	NR_169002
1700026D11Rik	NR_028286
1700026F02Rik	NR_045487
1700026J12Rik	NR_166908
1700026J12Rik	NR_166909
1700026J12Rik	NR_166907
1700026J12Rik	NR_166910
1700026J14Rik	NR_130985
1700027F06Rik	NR_131162
1700027F09Rik	NR_040681
1700027H10Rik	NR_040594
1700027I24Rik	NR_040741
1700027J07Rik	NR_040581
1700028B04Rik	NR_033605
1700028D13Rik	NR_045378
1700028D13Rik	NR_045377
1700028E10Rik	NR_045699
1700028E10Rik	NR_045700
1700028I16Rik	NR_038042
1700028J19Rik	NR_029436
1700028K03Rik	NM_182745
1700028K03Rik	NM_175241
1700028M03Rik	NR_036591
1700028P15Rik	NR_040509
1700029B22Rik	NR_040531
1700029F12Rik	NR_104276
1700029F12Rik	XM_011244689
1700029F12Rik	NM_001284205
1700029F12Rik	NM_001080777
1700029F12Rik	NM_025585
1700029H14Rik	NM_025601
1700029H14Rik	XM_030243717
1700029H14Rik	NM_001080781
1700029H14Rik	XM_030243716
1700029J03Rik	NR_040494
1700029M03Rik	NR_190612
1700029M03Rik	NR_190613
1700029M03Rik	NR_166149
1700029M03Rik	NR_166148
1700029M20Rik	NR_027909
1700029M20Rik	NR_015613
1700029N11Rik	NR_045489
1700030A11Rik	NR_045457
1700030C10Rik	NR_015521
1700030C12Rik	NR_166706
1700030C12Rik	NR_166705
1700030C14Rik	NR_156705
1700030F04Rik	NR_045731
1700030I03Rik	XR_872868
1700030J22Rik	NM_001357254
1700030J22Rik	NM_001357253
1700030J22Rik	XM_134467
1700030J22Rik	XM_036154270
1700030J22Rik	NM_001357255
1700030K09Rik	XM_011242328
1700030K09Rik	NM_028170
1700030K09Rik	XR_870463
1700030K09Rik	XM_006509750
1700030L20Rik	NR_040592
1700030L22Rik	XR_381601
1700030L22Rik	XR_003950182
1700030M09Rik	NR_045903
1700030N03Rik	NR_045304
1700030O20Rik	NR_045345
1700031A10Rik	NR_045439
1700031F05Rik	XM_356346
1700031F05Rik	XM_006528312
1700031L13Rik	NR_138557
1700031M16Rik	NR_015496
1700031P21Rik	NR_045910
1700034B16Rik	XR_877561
1700034E13Rik	XM_128871
1700034G24Rik	NR_045397
1700034G24Rik	NR_045396
1700034H15Rik	NR_030669
1700034J05Rik	XM_006507112
1700034J05Rik	XM_036152351
1700034J05Rik	XM_011241632
1700034J05Rik	XM_036152352
1700034J05Rik	XM_017321775
1700034J05Rik	XM_036152353
1700034J05Rik	NM_028509
1700034J05Rik	XM_036152356
1700034J05Rik	XM_017321776
1700034J05Rik	XM_036152355
1700034J05Rik	XM_017321774
1700034J05Rik	XM_036152350
1700034J05Rik	XM_030255626
1700034J05Rik	NM_001164236
1700034J05Rik	XM_017321773
1700034J05Rik	XM_017321777
1700034J05Rik	XM_036152349
1700034K08Rik	NR_040756
1700034P13Rik	NR_040462
1700036A12Rik	XR_001779186
1700036A12Rik	XR_001779187
1700036G14Rik	NR_040542
1700037C18Rik	NM_028484
1700037F03Rik	XR_873682
1700037F03Rik	XR_873683
1700039E22Rik	NR_045315
1700039I01Rik	XR_373460
1700039I01Rik	XR_003948680
1700039M10Rik	NR_152103
1700039O17Rik	NR_190005
1700040D17Rik	NR_152121
1700040G22Rik	NR_173349
1700040K01Rik	NR_166417
1700040P09Rik	XR_387696
1700041A01Rik	NR_126428
1700041B01Rik	XR_004939004
1700041B01Rik	XR_001781712
1700041B01Rik	XR_003951540
1700041C23Rik	NR_033784
1700041G16Rik	XR_004934933
1700041G16Rik	XR_004934934
1700041I07Rik	XR_377208
1700041M19Rik	NR_040573
1700042G15Rik	NR_038179
1700042G15Rik	NR_038178
1700042O10Rik	NR_045178
1700043A12Rik	NR_165179
1700044C05Rik	NR_045624
1700044K03Rik	NR_033785
1700045H11Rik	NR_040649
1700046C09Rik	NR_045918
1700047A11Rik	NR_110583
1700047E10Rik	NR_073363
1700047F07Rik	XR_867984
1700047G03Rik	NR_040447
1700047L14Rik	NR_040691
1700047M11Rik	NR_015458
1700048B10Rik	XR_001780946
1700048B10Rik	XR_382362
1700048B10Rik	XR_382361
1700048B10Rik	XR_382360
1700048B10Rik	XR_001780945
1700048F04Rik	NR_166411
1700048M11Rik	NR_045300
1700048O14Rik	NR_166755
1700048O14Rik	NR_166756
1700048O14Rik	NR_166754
1700048O20Rik	NR_033553
1700049E15Rik	NR_033636
1700049E17Rik1	NM_001358038
1700049E17Rik1	XM_036158801
1700049E17Rik2	XM_030247560
1700049E17Rik2	XM_030247557
1700049E17Rik2	XM_030247558
1700049E17Rik2	NM_001358037
1700049E17Rik2	XM_030247559
1700049E22Rik	NR_040525
1700049J03Rik	XR_876697
1700049J03Rik	XR_001782188
1700049L16Rik	NR_003644
1700051A21Rik	NR_045922
1700051K13Rik	NR_169155
1700052H01Rik	XR_867184
1700052H01Rik	XR_867183
1700052I22Rik	NR_033786
1700052K11Rik	NR_027956
1700054A03Rik	NR_045320
1700054K19Rik	NR_027865
1700054M17Rik	NR_045919
1700054O19Rik	XM_055019638
1700055C04Rik	NR_040726
1700055D16Rik	NR_151454
1700055D16Rik	NR_151455
1700055D18Rik	NR_166789
1700055K11Rik	XR_375352
1700055L01Rik	XR_866559
1700056E22Rik	NM_028516
1700057H15Rik	NR_040774
1700057H21Rik	NR_130155
1700060C16Rik	NR_045732
1700060C20Rik	NR_036606
1700060J05Rik	XR_004942045
1700061F12Rik	NR_038180
1700061I17Rik	NR_038029
1700061J23Rik	NR_131065
1700061N14Rik	NR_151456
1700062C10Rik	XR_383102
1700062C10Rik	XR_383101
1700063A18Rik	NR_040467
1700063D05Rik	NR_040392
1700063H04Rik	NR_152109
1700063H06Rik	XR_001779351
1700063K16Rik	NR_170997
1700063O14Rik	NR_045383
1700064F23Rik	XR_879187
1700064J06Rik	NR_045348
1700064M15Rik	NR_045288
1700065D16Rik	NR_073361
1700065D16Rik	NM_001271569
1700065I16Rik	NR_108057
1700065I16Rik	NR_040315
1700065J11Rik	NR_040526
1700065J18Rik	NR_040468
1700065L07Rik	NR_108032
1700065O20Rik	NR_045386
1700066B17Rik	NR_040465
1700066C05Rik	NR_169071
1700066J03Rik	NR_126543
1700066M21Rik	NM_028546
1700066M21Rik	XR_373264
1700066M21Rik	XM_030243183
1700066M21Rik	XR_004934779
1700066N21Rik	NR_045924
1700066O22Rik	NR_015541
1700067G17Rik	NR_040471
1700067K01Rik	XM_006531403
1700067K01Rik	NM_183097
1700067P10Rik	NR_160405
1700069L16Rik	NR_033216
1700069P05Rik	NR_040527
1700071G01Rik	XR_377011
1700071K01Rik	NM_001033765
1700071M16Rik	NR_045444
1700071M16Rik	NR_045445
1700072B07Rik	NR_040727
1700072F12Rik	XR_873502
1700072I22Rik	NR_131143
1700072I22Rik	NR_131109
1700072O05Rik	NR_045733
1700073E17Rik	NR_003625
1700074H08Rik	NR_138420
1700080F18Rik	XR_003956354
1700080G11Rik	NR_166431
1700080G11Rik	NR_166430
1700080N15Rik	NR_040500
1700081B01Rik	XR_377079
1700081B01Rik	XR_377078
1700081H04Rik	NR_040693
1700082M22Rik	XR_879144
1700082M22Rik	XR_003947594
1700083H02Rik	NR_136902
1700084D21Rik	NR_131045
1700084E18Rik	NR_028299
1700084F23Rik	NR_045965
1700084J12Rik	NR_033608
1700084M14Rik	NR_126536
1700085C21Rik	NR_046045
1700086D15Rik	XR_003949566
1700086D15Rik	XR_003949567
1700086L19Rik	NR_030733
1700086L19Rik	NR_030735
1700086L19Rik	NR_030734
1700086O06Rik	NR_027904
1700086O06Rik	NR_027903
1700086O06Rik	NR_015475
1700086P04Rik	NR_190068
1700087M22Rik	XR_874489
1700088E04Rik	NM_001310579
1700088E04Rik	NM_138581
1700088E04Rik	NM_001310581
1700088E04Rik	NM_001310576
1700091H14Rik	NR_073362
1700091J24Rik	XR_881474
1700092C02Rik	NR_045467
1700092C10Rik	NR_045931
1700092E19Rik	NR_045933
1700092K14Rik	NR_045930
1700093K21Rik	NM_001370913
1700093K21Rik	NM_001110133
1700093K21Rik	XM_006514789
1700093K21Rik	XM_006514790
1700093K21Rik	NM_026105
1700094J05Rik	NR_040580
1700094M23Rik	XR_867780
1700094M23Rik	XR_003954694
1700094M23Rik	XR_003954696
1700094M23Rik	XR_003954695
1700094M24Rik	NR_046049
1700095A13Rik	XR_877619
1700095A21Rik	NR_045468
1700095B10Rik	NR_040676
1700095B10Rik	NR_040675
1700095J03Rik	NR_152110
1700095J07Rik	NR_166056
1700095J12Rik	NR_126429
1700095K22Rik	NR_168141
1700096J18Rik	NR_027883
1700096K18Rik	NR_027388
1700096P03Rik	NR_131165
1700097N02Rik	NR_045287
1700099I09Rik	NR_130318
1700099I09Rik	NR_130171
1700100I10Rik	NR_126551
1700100I10Rik	NR_126550
1700100I10Rik	NR_126549
1700100I10Rik	NR_126548
1700100L14Rik	NR_045934
1700101I11Rik	NR_045270
1700101O22Rik	NR_045045
1700102H20Rik	NR_045303
1700102H20Rik	NR_045302
1700102J08Rik	XR_869979
1700102J08Rik	XR_869980
1700102P08Rik	XM_006511628
1700102P08Rik	NM_053216
1700104B16Rik	XR_004691281
1700104B16Rik	XR_003947374
1700104L18Rik	NR_108033
1700105F02Rik	XR_383611
1700105F02Rik	XR_383612
1700105F02Rik	XR_383613
1700105F02Rik	XR_874835
1700105F02Rik	XR_383610
1700105P06Rik	NR_045703
1700108F19Rik	NR_015485
1700108I11Rik	XR_868199
1700108J01Rik	NR_015532
1700108N06Rik	XR_001784782
1700108N06Rik	XR_003955850
1700109G14Rik	NR_033788
1700109G15Rik	NR_046197
1700109H08Rik	NM_029843
1700109I08Rik	NR_045936
1700109K24Rik	NR_108037
1700110C19Rik	NR_045461
1700110I01Rik	NR_038059
1700110I07Rik	NR_131068
1700110K17Rik	NR_040728
1700111N16Rik	NR_033213
1700112D23Rik	NR_166152
1700112D23Rik	NR_166153
1700112H15Rik	NR_040472
1700112J05Rik	NR_077218
1700112J16Rik	NR_131044
1700112J16Rik	NR_131043
1700112M02Rik	XR_873660
1700112M02Rik	XR_873659
1700112M02Rik	XR_873658
1700112M02Rik	XR_873657
1700112M02Rik	XR_382643
1700112N08Rik	XR_387693
1700112N08Rik	XR_878754
1700112N08Rik	XR_878753
1700113A16Rik	NR_045997
1700113B09Rik	NR_131003
1700113H08Rik	NM_029685
1700113H08Rik	XM_036156082
1700113H08Rik	XM_036156084
1700113H08Rik	XM_036156085
1700113H08Rik	XM_036156083
1700113H08Rik	XM_036156081
1700116B05Rik	NR_131005
1700116B05Rik	NR_131006
1700116H05Rik	XR_877098
1700116H05Rik	XR_877099
1700116H05Rik	XR_877102
1700116H05Rik	XR_001782254
1700116H05Rik	XR_877101
1700119H24Rik	NR_040536
1700120B22Rik	NR_166111
1700120C14Rik	NR_045627
1700120E14Rik	NR_045368
1700120G07Rik	NR_046050
1700120K04Rik	NR_027915
1700121C08Rik	XR_868095
1700121C08Rik	XR_868098
1700121C08Rik	XR_868097
1700121C10Rik	NR_190168
1700121L16Rik	NR_045453
1700121M21Rik	XR_875663
1700121N20Rik	NR_036593
1700122C19Rik	NR_131008
1700122C19Rik	NR_131009
1700122E12Rik	XR_106144
1700122H20Rik	NR_152131
1700122O11Rik	NR_185296
1700123J17Rik	NR_131047
1700123J17Rik	NR_131046
1700123K08Rik	XM_017321155
1700123K08Rik	XM_011240960
1700123K08Rik	NM_029693
1700123K08Rik	XM_011240959
1700123M08Rik	NR_040577
1700123O12Rik	NR_045185
1700123O20Rik	NM_021437
1700123O20Rik	XM_036158774
1700123O21Rik	NR_045799
1700124L16Rik	NR_105027
1700124M09Rik	NR_166085
1700125G02Rik	NR_040651
1700125G22Rik	NR_040548
1700125H03Rik	NR_038189
1700125H03Rik	NR_038181
1700126A01Rik	NR_166114
1700126G02Rik	XR_004933756
1700126H18Rik	NR_040695
1700127F24Rik	XR_873068
1700128A07Rik	NR_045938
1700128E19Rik	XR_004934918
1700128F08Rik	NR_033618
1700129C05Rik	XR_001781154
1700129C05Rik	XM_006519481
1700129C05Rik	NM_026461
1700129C05Rik	XM_030247982
1700129C05Rik	XM_006519482
1700129C05Rik	XR_001781153
1700129C05Rik	NM_001374759
1700129L04Rik	NR_015482
1810006J02Rik	NR_040439
1810007C17Rik	NR_045472
1810007D17Rik	NR_038136
1810008I18Rik	NR_045301
1810008I18Rik	NR_167722
1810008I18Rik	NR_167723
1810009A15Rik	NR_104416
1810009A15Rik	NM_025463
1810009J06Rik	NG_006980
1810009J06Rik	NM_023707
1810009N02Rik	NM_026939
1810010H24Rik	XM_017314738
1810010H24Rik	XM_036156945
1810010H24Rik	XM_036156950
1810010H24Rik	NM_001163473
1810010H24Rik	NM_001372504
1810010H24Rik	XM_036156944
1810010H24Rik	XM_017314735
1810010H24Rik	NM_001372502
1810010H24Rik	NM_001372503
1810010H24Rik	XM_036156949
1810010H24Rik	XM_036156948
1810010H24Rik	XM_036156947
1810010H24Rik	XM_036156946
1810010K12Rik	XR_003953768
1810010K12Rik	XR_003953769
1810012K16Rik	NR_045473
1810013A23Rik	NR_045427
1810013D15Rik	XR_867796
1810013D15Rik	XR_376286
1810013D15Rik	XR_003954596
1810014B01Rik	NR_015572
1810018F18Rik	NR_038140
1810019D21Rik	NR_040344
1810019D21Rik	NR_040345
1810019D21Rik	NR_040346
1810019N24Rik	NR_166501
1810021B22Rik	NR_040417
1810021M19Rik	XR_866948
1810024B03Rik	XM_006499777
1810024B03Rik	XM_006499778
1810024B03Rik	NM_198630
1810030O07Rik	XM_006527698
1810030O07Rik	NM_175141
1810034E14Rik	NR_045798
1810035K13Rik	XR_386843
1810037I17Rik	NM_024461
1810041H14Rik	NR_130999
1810041H14Rik	NR_131000
1810041H14Rik	NR_131002
1810044D09Rik	NR_038153
1810049I09Rik	NR_166507
1810053B23Rik	NR_040489
1810053B23Rik	NR_040491
1810053B23Rik	NR_040487
1810053B23Rik	NR_040488
1810053B23Rik	NR_040486
1810053B23Rik	NR_040490
1810055G02Rik	NM_001358257
1810055G02Rik	NM_028077
1810055G02Rik	NM_001358258
1810055G02Rik	NM_001358256
1810062G17Rik	NM_028183
1810062O18Rik	NR_033571
1810063I02Rik	NR_130986
1810064F22Rik	NR_027981
1810065E05Rik	NM_027239
1810073O08Rik	NR_166916
2010001A14Rik	NR_131042
2010001M07Rik	XR_003948171
